crop_id,image_uid,split,source,class_id,class_name,xmin,ymin,xmax,ymax,area_px,image_width,image_height,sensor,skipped_reason,object_window_px,upsample_factor,high_upsample,box_fill
bg_negative_image_nwpu_background_117_000,nwpu_background_117,train,negative_image,0,background,26,56,102,125,5244,951,541,rgb,,84,2.667,False,0.743
bg_negative_image_nwpu_background_117_001,nwpu_background_117,train,negative_image,0,background,594,104,897,320,65448,951,541,rgb,,333,0.673,False,0.59
bg_negative_image_nwpu_background_117_002,nwpu_background_117,train,negative_image,0,background,429,197,457,246,1372,951,541,rgb,,54,4.148,False,0.471
bg_negative_image_nwpu_background_117_003,nwpu_background_117,train,negative_image,0,background,478,84,531,175,4823,951,541,rgb,,100,2.24,False,0.482
bg_negative_image_nwpu_background_118_000,nwpu_background_118,train,negative_image,0,background,660,358,724,416,3712,870,541,rgb,,70,3.2,False,0.758
bg_negative_image_nwpu_background_118_001,nwpu_background_118,train,negative_image,0,background,355,67,467,168,11312,870,541,rgb,,123,1.821,False,0.748
bg_negative_image_nwpu_background_118_002,nwpu_background_118,train,negative_image,0,background,274,25,340,64,2574,870,541,rgb,,73,3.068,False,0.483
bg_negative_image_nwpu_background_118_003,nwpu_background_118,train,negative_image,0,background,286,377,322,444,2412,870,541,rgb,,74,3.027,False,0.44
bg_negative_image_nwpu_background_120_000,nwpu_background_120,val,negative_image,0,background,666,366,731,429,4095,952,524,rgb,,72,3.111,False,0.79
bg_negative_image_nwpu_background_120_001,nwpu_background_120,val,negative_image,0,background,191,427,241,489,3100,952,524,rgb,,68,3.294,False,0.67
bg_negative_image_nwpu_background_120_002,nwpu_background_120,val,negative_image,0,background,572,1,629,51,2850,952,524,rgb,,63,3.556,False,0.718
bg_negative_image_nwpu_background_120_003,nwpu_background_120,val,negative_image,0,background,882,131,946,189,3712,952,524,rgb,,70,3.2,False,0.758
bg_negative_image_nwpu_background_121_000,nwpu_background_121,train,negative_image,0,background,426,53,466,190,5480,969,549,rgb,,151,1.483,False,0.24
bg_negative_image_nwpu_background_121_001,nwpu_background_121,train,negative_image,0,background,137,300,206,374,5106,969,549,rgb,,81,2.765,False,0.778
bg_negative_image_nwpu_background_121_002,nwpu_background_121,train,negative_image,0,background,845,161,897,205,2288,969,549,rgb,,57,3.93,False,0.704
bg_negative_image_nwpu_background_121_003,nwpu_background_121,train,negative_image,0,background,635,233,730,276,4085,969,549,rgb,,105,2.133,False,0.371
bg_negative_image_nwpu_background_122_000,nwpu_background_122,train,negative_image,0,background,519,222,556,294,2664,903,542,rgb,,79,2.835,False,0.427
bg_negative_image_nwpu_background_122_001,nwpu_background_122,train,negative_image,0,background,800,172,861,212,2440,903,542,rgb,,67,3.343,False,0.544
bg_negative_image_nwpu_background_122_002,nwpu_background_122,train,negative_image,0,background,580,414,627,467,2491,903,542,rgb,,58,3.862,False,0.74
bg_negative_image_nwpu_background_122_003,nwpu_background_122,train,negative_image,0,background,34,221,85,271,2550,903,542,rgb,,56,4.0,False,0.813
bg_negative_image_nwpu_background_123_000,nwpu_background_123,val,negative_image,0,background,516,282,809,545,77059,982,547,rgb,,322,0.696,False,0.743
bg_negative_image_nwpu_background_123_001,nwpu_background_123,val,negative_image,0,background,428,313,605,385,12744,982,547,rgb,,195,1.149,False,0.335
bg_negative_image_nwpu_background_123_002,nwpu_background_123,val,negative_image,0,background,881,179,933,237,3016,982,547,rgb,,64,3.5,False,0.736
bg_negative_image_nwpu_background_123_003,nwpu_background_123,val,negative_image,0,background,697,191,735,265,2812,982,547,rgb,,81,2.765,False,0.429
bg_negative_image_nwpu_background_125_000,nwpu_background_125,val,negative_image,0,background,690,186,746,318,7392,1015,497,rgb,,145,1.545,False,0.352
bg_negative_image_nwpu_background_125_001,nwpu_background_125,val,negative_image,0,background,787,182,934,246,9408,1015,497,rgb,,162,1.383,False,0.358
bg_negative_image_nwpu_background_125_002,nwpu_background_125,val,negative_image,0,background,336,182,371,234,1820,1015,497,rgb,,57,3.93,False,0.56
bg_negative_image_nwpu_background_125_003,nwpu_background_125,val,negative_image,0,background,427,54,471,120,2904,1015,497,rgb,,73,3.068,False,0.545
bg_negative_image_nwpu_background_126_000,nwpu_background_126,train,negative_image,0,background,654,338,704,371,1650,1030,548,rgb,,55,4.073,False,0.545
bg_negative_image_nwpu_background_126_001,nwpu_background_126,train,negative_image,0,background,621,9,714,102,8649,1030,548,rgb,,102,2.196,False,0.831
bg_negative_image_nwpu_background_126_002,nwpu_background_126,train,negative_image,0,background,194,307,244,460,7650,1030,548,rgb,,168,1.333,False,0.271
bg_negative_image_nwpu_background_126_003,nwpu_background_126,train,negative_image,0,background,757,126,907,162,5400,1030,548,rgb,,165,1.358,False,0.198
bg_negative_image_nwpu_background_127_000,nwpu_background_127,train,negative_image,0,background,116,130,164,182,2496,948,523,rgb,,57,3.93,False,0.768
bg_negative_image_nwpu_background_127_001,nwpu_background_127,train,negative_image,0,background,122,136,187,181,2925,948,523,rgb,,72,3.111,False,0.564
bg_negative_image_nwpu_background_127_002,nwpu_background_127,train,negative_image,0,background,826,90,867,169,3239,948,523,rgb,,87,2.575,False,0.428
bg_negative_image_nwpu_background_127_003,nwpu_background_127,train,negative_image,0,background,498,332,527,382,1450,948,523,rgb,,55,4.073,False,0.479
bg_negative_image_nwpu_background_128_000,nwpu_background_128,train,negative_image,0,background,472,131,534,160,1798,835,541,rgb,,68,3.294,False,0.389
bg_negative_image_nwpu_background_128_001,nwpu_background_128,train,negative_image,0,background,482,145,546,233,5632,835,541,rgb,,97,2.309,False,0.599
bg_negative_image_nwpu_background_128_002,nwpu_background_128,train,negative_image,0,background,317,348,359,381,1386,835,541,rgb,,46,4.87,False,0.655
bg_negative_image_nwpu_background_128_003,nwpu_background_128,train,negative_image,0,background,18,176,99,278,8262,835,541,rgb,,112,2.0,False,0.659
bg_negative_image_nwpu_background_129_000,nwpu_background_129,train,negative_image,0,background,569,218,611,255,1554,974,528,rgb,,46,4.87,False,0.734
bg_negative_image_nwpu_background_129_001,nwpu_background_129,train,negative_image,0,background,792,363,920,466,13184,974,528,rgb,,141,1.589,False,0.663
bg_negative_image_nwpu_background_129_002,nwpu_background_129,train,negative_image,0,background,491,195,563,325,9360,974,528,rgb,,143,1.566,False,0.458
bg_negative_image_nwpu_background_129_003,nwpu_background_129,train,negative_image,0,background,538,138,661,254,14268,974,528,rgb,,135,1.659,False,0.783
bg_negative_image_nwpu_background_130_000,nwpu_background_130,val,negative_image,0,background,904,470,966,503,2046,1053,542,rgb,,68,3.294,False,0.442
bg_negative_image_nwpu_background_130_001,nwpu_background_130,val,negative_image,0,background,803,430,904,532,10302,1053,542,rgb,,112,2.0,False,0.821
bg_negative_image_nwpu_background_130_002,nwpu_background_130,val,negative_image,0,background,724,339,830,437,10388,1053,542,rgb,,117,1.915,False,0.759
bg_negative_image_nwpu_background_130_003,nwpu_background_130,val,negative_image,0,background,487,227,527,272,1800,1053,542,rgb,,49,4.571,False,0.75
bg_negative_image_nwpu_background_131_000,nwpu_background_131,train,negative_image,0,background,571,150,615,179,1276,930,549,rgb,,48,4.667,False,0.554
bg_negative_image_nwpu_background_131_001,nwpu_background_131,train,negative_image,0,background,217,305,304,334,2523,930,549,rgb,,96,2.333,False,0.274
bg_negative_image_nwpu_background_131_002,nwpu_background_131,train,negative_image,0,background,185,396,269,460,5376,930,549,rgb,,92,2.435,False,0.635
bg_negative_image_nwpu_background_131_003,nwpu_background_131,train,negative_image,0,background,735,78,811,159,6156,930,549,rgb,,89,2.517,False,0.777
bg_negative_image_nwpu_background_133_000,nwpu_background_133,train,negative_image,0,background,303,396,356,446,2650,953,546,rgb,,58,3.862,False,0.788
bg_negative_image_nwpu_background_133_001,nwpu_background_133,train,negative_image,0,background,719,64,815,148,8064,953,546,rgb,,106,2.113,False,0.718
bg_negative_image_nwpu_background_133_002,nwpu_background_133,train,negative_image,0,background,105,202,149,231,1276,953,546,rgb,,48,4.667,False,0.554
bg_negative_image_nwpu_background_133_003,nwpu_background_133,train,negative_image,0,background,918,96,952,143,1598,953,546,rgb,,52,4.308,False,0.591
bg_negative_image_nwpu_background_134_000,nwpu_background_134,train,negative_image,0,background,375,325,434,353,1652,947,552,rgb,,65,3.446,False,0.391
bg_negative_image_nwpu_background_134_001,nwpu_background_134,train,negative_image,0,background,826,470,888,543,4526,947,552,rgb,,80,2.8,False,0.707
bg_negative_image_nwpu_background_134_002,nwpu_background_134,train,negative_image,0,background,119,372,201,454,6724,947,552,rgb,,90,2.489,False,0.83
bg_negative_image_nwpu_background_134_003,nwpu_background_134,train,negative_image,0,background,243,446,293,494,2400,947,552,rgb,,55,4.073,False,0.793
bg_negative_image_nwpu_background_135_000,nwpu_background_135,train,negative_image,0,background,85,355,184,461,10494,859,533,rgb,,117,1.915,False,0.767
bg_negative_image_nwpu_background_135_001,nwpu_background_135,train,negative_image,0,background,141,195,200,268,4307,859,533,rgb,,80,2.8,False,0.673
bg_negative_image_nwpu_background_135_002,nwpu_background_135,train,negative_image,0,background,416,343,444,376,924,859,533,rgb,,36,6.222,True,0.713
bg_negative_image_nwpu_background_135_003,nwpu_background_135,train,negative_image,0,background,526,479,579,529,2650,859,533,rgb,,58,3.862,False,0.788
bg_negative_image_nwpu_background_136_000,nwpu_background_136,val,negative_image,0,background,407,44,483,125,6156,864,541,rgb,,89,2.517,False,0.777
bg_negative_image_nwpu_background_136_001,nwpu_background_136,val,negative_image,0,background,580,438,647,531,6231,864,541,rgb,,102,2.196,False,0.599
bg_negative_image_nwpu_background_136_002,nwpu_background_136,val,negative_image,0,background,354,195,450,276,7776,864,541,rgb,,106,2.113,False,0.692
bg_negative_image_nwpu_background_136_003,nwpu_background_136,val,negative_image,0,background,23,198,441,445,103246,864,541,rgb,,460,0.487,False,0.488
bg_negative_image_nwpu_background_137_000,nwpu_background_137,train,negative_image,0,background,640,401,688,458,2736,861,539,rgb,,63,3.556,False,0.689
bg_negative_image_nwpu_background_137_001,nwpu_background_137,train,negative_image,0,background,650,195,719,266,4899,861,539,rgb,,78,2.872,False,0.805
bg_negative_image_nwpu_background_137_002,nwpu_background_137,train,negative_image,0,background,606,389,658,443,2808,861,539,rgb,,59,3.797,False,0.807
bg_negative_image_nwpu_background_137_003,nwpu_background_137,train,negative_image,0,background,390,426,458,488,4216,861,539,rgb,,75,2.987,False,0.75
bg_negative_image_nwpu_background_138_000,nwpu_background_138,train,negative_image,0,background,744,48,790,92,2024,892,539,rgb,,51,4.392,False,0.778
bg_negative_image_nwpu_background_138_001,nwpu_background_138,train,negative_image,0,background,126,235,199,334,7227,892,539,rgb,,109,2.055,False,0.608
bg_negative_image_nwpu_background_138_002,nwpu_background_138,train,negative_image,0,background,31,0,334,418,126654,892,539,rgb,,460,0.487,False,0.599
bg_negative_image_nwpu_background_138_003,nwpu_background_138,train,negative_image,0,background,346,336,446,441,10500,892,539,rgb,,116,1.931,False,0.78
bg_negative_image_nwpu_background_139_000,nwpu_background_139,train,negative_image,0,background,432,342,541,434,10028,772,508,rgb,,120,1.867,False,0.696
bg_negative_image_nwpu_background_139_001,nwpu_background_139,train,negative_image,0,background,112,59,217,164,11025,772,508,rgb,,116,1.931,False,0.819
bg_negative_image_nwpu_background_139_002,nwpu_background_139,train,negative_image,0,background,579,248,648,296,3312,772,508,rgb,,76,2.947,False,0.573
bg_negative_image_nwpu_background_139_003,nwpu_background_139,train,negative_image,0,background,545,42,652,92,5350,772,508,rgb,,118,1.898,False,0.384
bg_negative_image_nwpu_background_140_000,nwpu_background_140,train,negative_image,0,background,645,116,726,195,6399,955,528,rgb,,89,2.517,False,0.808
bg_negative_image_nwpu_background_140_001,nwpu_background_140,train,negative_image,0,background,681,239,731,293,2700,955,528,rgb,,59,3.797,False,0.776
bg_negative_image_nwpu_background_140_002,nwpu_background_140,train,negative_image,0,background,417,173,474,230,3249,955,528,rgb,,63,3.556,False,0.819
bg_negative_image_nwpu_background_140_003,nwpu_background_140,train,negative_image,0,background,202,100,236,149,1666,955,528,rgb,,54,4.148,False,0.571
bg_negative_image_nwpu_background_141_000,nwpu_background_141,train,negative_image,0,background,109,43,151,71,1176,956,528,rgb,,46,4.87,False,0.556
bg_negative_image_nwpu_background_141_001,nwpu_background_141,train,negative_image,0,background,160,87,206,121,1564,956,528,rgb,,51,4.392,False,0.601
bg_negative_image_nwpu_background_141_002,nwpu_background_141,train,negative_image,0,background,350,471,428,523,4056,956,528,rgb,,86,2.605,False,0.548
bg_negative_image_nwpu_background_141_003,nwpu_background_141,train,negative_image,0,background,120,315,199,361,3634,956,528,rgb,,87,2.575,False,0.48
bg_negative_image_nwpu_background_142_000,nwpu_background_142,val,negative_image,0,background,381,398,435,463,3510,1024,520,rgb,,72,3.111,False,0.677
bg_negative_image_nwpu_background_142_001,nwpu_background_142,val,negative_image,0,background,939,398,1001,462,3968,1024,520,rgb,,70,3.2,False,0.81
bg_negative_image_nwpu_background_142_002,nwpu_background_142,val,negative_image,0,background,211,299,281,364,4550,1024,520,rgb,,77,2.909,False,0.767
bg_negative_image_nwpu_background_143_000,nwpu_background_143,train,negative_image,0,background,230,330,325,416,8170,890,535,rgb,,105,2.133,False,0.741
bg_negative_image_nwpu_background_143_001,nwpu_background_143,train,negative_image,0,background,464,394,511,454,2820,890,535,rgb,,66,3.394,False,0.647
bg_negative_image_nwpu_background_143_002,nwpu_background_143,train,negative_image,0,background,594,13,648,68,2970,890,535,rgb,,61,3.672,False,0.798
bg_negative_image_nwpu_background_145_000,nwpu_background_145,train,negative_image,0,background,528,259,642,279,2280,992,552,rgb,,125,1.792,False,0.146
bg_negative_image_nwpu_background_145_001,nwpu_background_145,train,negative_image,0,background,243,205,300,267,3534,992,552,rgb,,68,3.294,False,0.764
bg_negative_image_nwpu_background_145_002,nwpu_background_145,train,negative_image,0,background,721,195,841,399,24480,992,552,rgb,,224,1.0,False,0.488
bg_negative_image_nwpu_background_146_000,nwpu_background_146,train,negative_image,0,background,371,143,419,176,1584,1012,562,rgb,,53,4.226,False,0.564
bg_negative_image_nwpu_background_146_001,nwpu_background_146,train,negative_image,0,background,291,285,380,342,5073,1012,562,rgb,,98,2.286,False,0.528
bg_negative_image_nwpu_background_146_002,nwpu_background_146,train,negative_image,0,background,668,35,693,61,650,1012,562,rgb,,29,7.724,True,0.773
bg_negative_image_nwpu_background_147_000,nwpu_background_147,train,negative_image,0,background,187,426,271,490,5376,967,540,rgb,,92,2.435,False,0.635
bg_negative_image_nwpu_background_147_001,nwpu_background_147,train,negative_image,0,background,600,85,638,131,1748,967,540,rgb,,51,4.392,False,0.672
bg_negative_image_nwpu_background_147_002,nwpu_background_147,train,negative_image,0,background,424,229,488,287,3712,967,540,rgb,,70,3.2,False,0.758
bg_negative_image_nwpu_background_148_000,nwpu_background_148,train,negative_image,0,background,839,29,906,108,5293,964,568,rgb,,87,2.575,False,0.699
bg_negative_image_nwpu_background_148_001,nwpu_background_148,train,negative_image,0,background,497,93,613,183,10440,964,568,rgb,,128,1.75,False,0.637
bg_negative_image_nwpu_background_148_002,nwpu_background_148,train,negative_image,0,background,588,101,686,198,9506,964,568,rgb,,108,2.074,False,0.815
bg_negative_image_nwpu_background_149_000,nwpu_background_149,train,negative_image,0,background,180,219,303,276,7011,991,574,rgb,,135,1.659,False,0.385
bg_negative_image_nwpu_background_149_001,nwpu_background_149,train,negative_image,0,background,156,66,264,152,9288,991,574,rgb,,119,1.882,False,0.656
bg_negative_image_nwpu_background_149_002,nwpu_background_149,train,negative_image,0,background,298,192,360,235,2666,991,574,rgb,,68,3.294,False,0.577
bg_negative_image_nwpu_background_150_000,nwpu_background_150,train,negative_image,0,background,49,165,103,260,5130,947,556,rgb,,105,2.133,False,0.465
bg_negative_image_nwpu_background_150_001,nwpu_background_150,train,negative_image,0,background,502,100,626,167,8308,947,556,rgb,,136,1.647,False,0.449
bg_negative_image_nwpu_background_150_002,nwpu_background_150,train,negative_image,0,background,745,346,853,530,19872,947,556,rgb,,202,1.109,False,0.487
bg_positive_free_nwpu_positive_002_000,nwpu_positive_002,train,positive_free,0,background,97,89,144,127,1786,950,806,rgb,,52,4.308,False,0.661
bg_positive_free_nwpu_positive_003_000,nwpu_positive_003,train,positive_free,0,background,675,553,772,623,6790,889,803,rgb,,107,2.093,False,0.593
bg_positive_free_nwpu_positive_004_000,nwpu_positive_004,train,positive_free,0,background,453,642,537,730,7392,946,732,rgb,,97,2.309,False,0.786
bg_positive_free_nwpu_positive_005_000,nwpu_positive_005,val,positive_free,0,background,39,290,122,321,2573,966,753,rgb,,91,2.462,False,0.311
bg_positive_free_nwpu_positive_006_000,nwpu_positive_006,val,positive_free,0,background,855,395,936,494,8019,982,784,rgb,,109,2.055,False,0.675
bg_positive_free_nwpu_positive_007_000,nwpu_positive_007,train,positive_free,0,background,711,123,814,167,4532,985,769,rgb,,113,1.982,False,0.355
bg_positive_free_nwpu_positive_008_000,nwpu_positive_008,train,positive_free,0,background,460,365,518,391,1508,980,765,rgb,,64,3.5,False,0.368
bg_positive_free_nwpu_positive_009_000,nwpu_positive_009,val,positive_free,0,background,825,251,955,358,13910,980,767,rgb,,143,1.566,False,0.68
bg_positive_free_nwpu_positive_010_000,nwpu_positive_010,val,positive_free,0,background,550,89,589,145,2184,979,752,rgb,,62,3.613,False,0.568
bg_positive_free_nwpu_positive_011_000,nwpu_positive_011,train,positive_free,0,background,280,137,377,172,3395,969,742,rgb,,107,2.093,False,0.297
bg_positive_free_nwpu_positive_012_000,nwpu_positive_012,train,positive_free,0,background,637,427,841,509,16728,940,806,rgb,,224,1.0,False,0.333
bg_positive_free_nwpu_positive_013_000,nwpu_positive_013,train,positive_free,0,background,745,433,829,521,7392,888,552,rgb,,97,2.309,False,0.786
bg_positive_free_nwpu_positive_014_000,nwpu_positive_014,train,positive_free,0,background,592,255,612,293,760,1063,590,rgb,,42,5.333,False,0.431
bg_positive_free_nwpu_positive_015_000,nwpu_positive_015,val,positive_free,0,background,586,337,624,371,1292,927,641,rgb,,42,5.333,False,0.732
bg_positive_free_nwpu_positive_017_000,nwpu_positive_017,train,positive_free,0,background,344,229,368,254,600,1020,630,rgb,,28,8.0,True,0.765
bg_positive_free_nwpu_positive_018_000,nwpu_positive_018,train,positive_free,0,background,43,96,124,155,4779,533,637,rgb,,89,2.517,False,0.603
bg_positive_free_nwpu_positive_021_000,nwpu_positive_021,train,positive_free,0,background,515,195,547,226,992,1356,939,rgb,,35,6.4,True,0.81
bg_positive_free_nwpu_positive_022_000,nwpu_positive_022,val,positive_free,0,background,635,367,682,391,1128,1176,510,rgb,,52,4.308,False,0.417
bg_positive_free_nwpu_positive_023_000,nwpu_positive_023,train,positive_free,0,background,746,696,792,742,2116,948,796,rgb,,51,4.392,False,0.814
bg_positive_free_nwpu_positive_024_000,nwpu_positive_024,train,positive_free,0,background,537,313,736,414,20099,1200,425,rgb,,219,1.023,False,0.419
bg_positive_free_nwpu_positive_025_000,nwpu_positive_025,train,positive_free,0,background,560,391,634,456,4810,1017,510,rgb,,81,2.765,False,0.733
bg_positive_free_nwpu_positive_027_000,nwpu_positive_027,train,positive_free,0,background,393,53,428,112,2065,1085,584,rgb,,65,3.446,False,0.489
bg_positive_free_nwpu_positive_029_000,nwpu_positive_029,train,positive_free,0,background,339,350,375,386,1296,740,656,rgb,,40,5.6,False,0.81
bg_positive_free_nwpu_positive_030_000,nwpu_positive_030,train,positive_free,0,background,65,414,422,587,61761,1030,610,rgb,,393,0.57,False,0.4
bg_positive_free_nwpu_positive_031_000,nwpu_positive_031,train,positive_free,0,background,341,222,467,359,17262,920,653,rgb,,151,1.483,False,0.757
bg_positive_free_nwpu_positive_032_000,nwpu_positive_032,train,positive_free,0,background,1067,479,1150,554,6225,1157,575,rgb,,91,2.462,False,0.752
bg_positive_free_nwpu_positive_033_000,nwpu_positive_033,train,positive_free,0,background,415,182,484,230,3312,657,652,rgb,,76,2.947,False,0.573
bg_positive_free_nwpu_positive_034_000,nwpu_positive_034,train,positive_free,0,background,753,33,795,78,1890,876,781,rgb,,50,4.48,False,0.756
bg_positive_free_nwpu_positive_035_000,nwpu_positive_035,val,positive_free,0,background,834,67,917,144,6391,1079,647,rgb,,91,2.462,False,0.772
bg_positive_free_nwpu_positive_036_000,nwpu_positive_036,train,positive_free,0,background,243,334,432,529,36855,533,597,rgb,,214,1.047,False,0.805
bg_positive_free_nwpu_positive_037_000,nwpu_positive_037,train,positive_free,0,background,826,589,911,648,5015,1066,683,rgb,,94,2.383,False,0.568
bg_positive_free_nwpu_positive_038_000,nwpu_positive_038,val,positive_free,0,background,523,299,603,397,7840,1039,649,rgb,,108,2.074,False,0.672
bg_positive_free_nwpu_positive_039_000,nwpu_positive_039,train,positive_free,0,background,956,433,1052,477,4224,1080,659,rgb,,106,2.113,False,0.376
bg_positive_free_nwpu_positive_040_000,nwpu_positive_040,train,positive_free,0,background,526,244,601,319,5625,1165,609,rgb,,83,2.699,False,0.817
bg_positive_free_nwpu_positive_041_000,nwpu_positive_041,train,positive_free,0,background,81,43,268,75,5984,1087,582,rgb,,206,1.087,False,0.141
bg_positive_free_nwpu_positive_042_000,nwpu_positive_042,train,positive_free,0,background,755,262,772,292,510,985,617,rgb,,33,6.788,True,0.468
bg_positive_free_nwpu_positive_043_000,nwpu_positive_043,train,positive_free,0,background,880,139,911,194,1705,933,692,rgb,,61,3.672,False,0.458
bg_positive_free_nwpu_positive_044_000,nwpu_positive_044,val,positive_free,0,background,918,132,978,199,4020,999,627,rgb,,74,3.027,False,0.734
bg_positive_free_nwpu_positive_045_000,nwpu_positive_045,train,positive_free,0,background,131,44,207,168,9424,927,811,rgb,,136,1.647,False,0.51
bg_positive_free_nwpu_positive_046_000,nwpu_positive_046,train,positive_free,0,background,178,329,236,393,3712,970,642,rgb,,70,3.2,False,0.758
bg_positive_free_nwpu_positive_047_000,nwpu_positive_047,train,positive_free,0,background,601,443,692,466,2093,1209,731,rgb,,100,2.24,False,0.209
bg_positive_free_nwpu_positive_048_000,nwpu_positive_048,val,positive_free,0,background,453,521,503,565,2200,783,647,rgb,,55,4.073,False,0.727
bg_positive_free_nwpu_positive_050_000,nwpu_positive_050,train,positive_free,0,background,344,57,461,107,5850,1105,680,rgb,,129,1.736,False,0.352
bg_positive_free_nwpu_positive_051_000,nwpu_positive_051,train,positive_free,0,background,880,198,1001,314,14036,1052,639,rgb,,133,1.684,False,0.793
bg_positive_free_nwpu_positive_052_000,nwpu_positive_052,train,positive_free,0,background,334,95,489,137,6510,773,559,rgb,,170,1.318,False,0.225
bg_positive_free_nwpu_positive_054_000,nwpu_positive_054,train,positive_free,0,background,421,223,479,273,2900,684,563,rgb,,64,3.5,False,0.708
bg_positive_free_nwpu_positive_055_000,nwpu_positive_055,train,positive_free,0,background,625,133,688,162,1827,929,819,rgb,,69,3.246,False,0.384
bg_positive_free_nwpu_positive_056_000,nwpu_positive_056,train,positive_free,0,background,796,133,898,244,11322,952,818,rgb,,122,1.836,False,0.761
bg_positive_free_nwpu_positive_057_000,nwpu_positive_057,train,positive_free,0,background,449,408,499,449,2050,952,827,rgb,,55,4.073,False,0.678
bg_positive_free_nwpu_positive_058_000,nwpu_positive_058,val,positive_free,0,background,424,331,496,393,4464,906,821,rgb,,79,2.835,False,0.715
bg_positive_free_nwpu_positive_059_000,nwpu_positive_059,train,positive_free,0,background,360,48,411,107,3009,904,771,rgb,,65,3.446,False,0.712
bg_positive_free_nwpu_positive_060_000,nwpu_positive_060,val,positive_free,0,background,498,166,601,263,9991,943,823,rgb,,113,1.982,False,0.782
bg_positive_free_nwpu_positive_061_000,nwpu_positive_061,train,positive_free,0,background,47,709,87,756,1880,966,769,rgb,,52,4.308,False,0.695
bg_positive_free_nwpu_positive_062_000,nwpu_positive_062,train,positive_free,0,background,410,685,475,726,2665,939,805,rgb,,72,3.111,False,0.514
bg_positive_free_nwpu_positive_063_000,nwpu_positive_063,train,positive_free,0,background,46,7,443,312,121085,968,723,rgb,,437,0.513,False,0.634
bg_positive_free_nwpu_positive_064_000,nwpu_positive_064,train,positive_free,0,background,419,332,515,427,9120,973,767,rgb,,106,2.113,False,0.812
bg_positive_free_nwpu_positive_065_000,nwpu_positive_065,train,positive_free,0,background,535,396,571,437,1476,977,758,rgb,,45,4.978,False,0.729
bg_positive_free_nwpu_positive_066_000,nwpu_positive_066,train,positive_free,0,background,755,75,826,141,4686,973,760,rgb,,78,2.872,False,0.77
bg_positive_free_nwpu_positive_067_000,nwpu_positive_067,train,positive_free,0,background,747,625,786,653,1092,981,765,rgb,,43,5.209,False,0.591
bg_positive_free_nwpu_positive_068_000,nwpu_positive_068,train,positive_free,0,background,884,575,981,689,11058,986,773,rgb,,125,1.792,False,0.708
bg_positive_free_nwpu_positive_070_000,nwpu_positive_070,train,positive_free,0,background,282,276,362,362,6880,977,772,rgb,,95,2.358,False,0.762
bg_positive_free_nwpu_positive_071_000,nwpu_positive_071,train,positive_free,0,background,246,374,306,505,7860,978,748,rgb,,144,1.556,False,0.379
bg_positive_free_nwpu_positive_072_000,nwpu_positive_072,train,positive_free,0,background,303,380,397,460,7520,974,763,rgb,,103,2.175,False,0.709
bg_positive_free_nwpu_positive_073_000,nwpu_positive_073,train,positive_free,0,background,253,115,378,189,9250,979,751,rgb,,138,1.623,False,0.486
bg_positive_free_nwpu_positive_074_000,nwpu_positive_074,train,positive_free,0,background,51,633,150,739,10494,975,773,rgb,,117,1.915,False,0.767
bg_positive_free_nwpu_positive_075_000,nwpu_positive_075,val,positive_free,0,background,349,542,453,638,9984,971,746,rgb,,114,1.965,False,0.768
bg_positive_free_nwpu_positive_077_000,nwpu_positive_077,train,positive_free,0,background,167,111,269,227,11832,971,749,rgb,,128,1.75,False,0.722
bg_positive_free_nwpu_positive_078_000,nwpu_positive_078,train,positive_free,0,background,756,185,794,226,1558,969,741,rgb,,45,4.978,False,0.769
bg_positive_free_nwpu_positive_079_000,nwpu_positive_079,train,positive_free,0,background,118,415,158,463,1920,881,661,rgb,,53,4.226,False,0.684
bg_positive_free_nwpu_positive_080_000,nwpu_positive_080,train,positive_free,0,background,778,128,826,180,2496,1003,594,rgb,,57,3.93,False,0.768
bg_positive_free_nwpu_positive_081_000,nwpu_positive_081,val,positive_free,0,background,943,176,1040,215,3783,1075,704,rgb,,107,2.093,False,0.33
bg_positive_free_nwpu_positive_082_000,nwpu_positive_082,train,positive_free,0,background,354,185,585,450,61215,1054,693,rgb,,292,0.767,False,0.718
bg_positive_free_nwpu_positive_083_000,nwpu_positive_083,train,positive_free,0,background,779,515,826,553,1786,1051,705,rgb,,52,4.308,False,0.661
bg_positive_free_nwpu_positive_084_000,nwpu_positive_084,train,positive_free,0,background,164,2,467,218,65448,1073,704,rgb,,333,0.673,False,0.59
bg_positive_free_nwpu_positive_085_000,nwpu_positive_085,train,positive_free,0,background,984,25,1064,90,5200,1070,700,rgb,,88,2.545,False,0.671
bg_positive_free_nwpu_positive_087_000,nwpu_positive_087,train,positive_free,0,background,181,264,264,342,6474,955,587,rgb,,91,2.462,False,0.782
bg_positive_free_nwpu_positive_088_000,nwpu_positive_088,train,positive_free,0,background,98,230,149,256,1326,1156,607,rgb,,56,4.0,False,0.423
bg_positive_free_nwpu_positive_089_000,nwpu_positive_089,train,positive_free,0,background,760,249,825,285,2340,1082,706,rgb,,72,3.111,False,0.451
bg_positive_free_nwpu_positive_090_000,nwpu_positive_090,train,positive_free,0,background,188,266,298,319,5830,1072,702,rgb,,121,1.851,False,0.398
bg_positive_free_nwpu_positive_091_000,nwpu_positive_091,train,positive_free,0,background,476,552,512,610,2088,1029,698,rgb,,64,3.5,False,0.51
bg_positive_free_nwpu_positive_092_000,nwpu_positive_092,train,positive_free,0,background,715,658,753,695,1406,1074,706,rgb,,42,5.333,False,0.797
