crop_id,image_uid,split,class_id,class_name,xmin,ymin,xmax,ymax,area_px,image_width,image_height,sensor,skipped_reason,object_window_px,upsample_factor,high_upsample,box_fill
nwpu_positive_329_023,nwpu_positive_329,train,5,tennis_court,967,376,1018,424,2448,1151,655,rgb,,56,4.0,False,0.781
nwpu_positive_330_000,nwpu_positive_330,train,5,tennis_court,534,92,581,131,1833,732,554,rgb,,52,4.308,False,0.678
nwpu_positive_330_001,nwpu_positive_330,train,5,tennis_court,562,85,607,125,1800,732,554,rgb,,50,4.48,False,0.72
nwpu_positive_330_002,nwpu_positive_330,train,5,tennis_court,561,139,610,177,1862,732,554,rgb,,54,4.148,False,0.639
nwpu_positive_330_003,nwpu_positive_330,train,5,tennis_court,588,131,634,170,1794,732,554,rgb,,51,4.392,False,0.69
nwpu_positive_330_004,nwpu_positive_330,train,5,tennis_court,613,121,661,163,2016,732,554,rgb,,53,4.226,False,0.718
nwpu_positive_330_005,nwpu_positive_330,train,5,tennis_court,639,115,688,156,2009,732,554,rgb,,54,4.148,False,0.689
nwpu_positive_331_000,nwpu_positive_331,train,5,tennis_court,483,278,570,353,6525,993,658,rgb,,96,2.333,False,0.708
nwpu_positive_331_001,nwpu_positive_331,train,5,tennis_court,421,304,504,383,6557,993,658,rgb,,91,2.462,False,0.792
nwpu_positive_331_002,nwpu_positive_331,train,6,basketball_court,334,334,430,385,4896,993,658,rgb,,106,2.113,False,0.436
nwpu_positive_332_000,nwpu_positive_332,train,5,tennis_court,182,366,273,447,7371,1052,605,rgb,,100,2.24,False,0.737
nwpu_positive_332_001,nwpu_positive_332,train,5,tennis_court,224,393,307,468,6225,1052,605,rgb,,91,2.462,False,0.752
nwpu_positive_332_002,nwpu_positive_332,train,5,tennis_court,256,417,346,492,6750,1052,605,rgb,,99,2.263,False,0.689
nwpu_positive_332_003,nwpu_positive_332,train,5,tennis_court,293,434,379,518,7224,1052,605,rgb,,95,2.358,False,0.8
nwpu_positive_332_004,nwpu_positive_332,train,5,tennis_court,363,464,440,556,7084,1052,605,rgb,,101,2.218,False,0.694
nwpu_positive_332_005,nwpu_positive_332,train,5,tennis_court,393,489,481,572,7304,1052,605,rgb,,97,2.309,False,0.776
nwpu_positive_332_006,nwpu_positive_332,train,7,ground_track_field,372,58,742,458,148000,1052,605,rgb,,440,0.509,False,0.764
nwpu_positive_333_000,nwpu_positive_333,train,5,tennis_court,117,194,265,265,10508,931,621,rgb,,163,1.374,False,0.395
nwpu_positive_333_001,nwpu_positive_333,train,5,tennis_court,377,110,524,174,9408,931,621,rgb,,162,1.383,False,0.358
nwpu_positive_333_002,nwpu_positive_333,train,5,tennis_court,379,207,526,282,11025,931,621,rgb,,162,1.383,False,0.42
nwpu_positive_333_003,nwpu_positive_333,train,5,tennis_court,557,117,703,183,9636,931,621,rgb,,161,1.391,False,0.372
nwpu_positive_333_004,nwpu_positive_333,train,5,tennis_court,394,62,506,105,4816,931,621,rgb,,123,1.821,False,0.318
nwpu_positive_334_000,nwpu_positive_334,train,5,tennis_court,172,219,248,343,9424,959,552,rgb,,136,1.647,False,0.51
nwpu_positive_334_001,nwpu_positive_334,train,5,tennis_court,251,211,330,329,9322,959,552,rgb,,130,1.723,False,0.552
nwpu_positive_335_000,nwpu_positive_335,train,4,baseball_diamond,680,40,775,116,7220,992,600,rgb,,105,2.133,False,0.655
nwpu_positive_335_001,nwpu_positive_335,train,4,baseball_diamond,410,17,503,81,5952,992,600,rgb,,102,2.196,False,0.572
nwpu_positive_335_002,nwpu_positive_335,train,4,baseball_diamond,460,83,549,160,6853,992,600,rgb,,98,2.286,False,0.714
nwpu_positive_335_003,nwpu_positive_335,train,4,baseball_diamond,382,467,488,559,9752,992,600,rgb,,117,1.915,False,0.712
nwpu_positive_335_004,nwpu_positive_335,train,4,baseball_diamond,89,411,205,508,11252,992,600,rgb,,128,1.75,False,0.687
nwpu_positive_335_005,nwpu_positive_335,train,5,tennis_court,162,227,223,281,3294,992,600,rgb,,67,3.343,False,0.734
nwpu_positive_335_006,nwpu_positive_335,train,5,tennis_court,200,237,251,290,2703,992,600,rgb,,58,3.862,False,0.804
nwpu_positive_335_007,nwpu_positive_335,train,5,tennis_court,230,245,285,299,2970,992,600,rgb,,61,3.672,False,0.798
nwpu_positive_335_008,nwpu_positive_335,train,5,tennis_court,261,253,318,308,3135,992,600,rgb,,63,3.556,False,0.79
nwpu_positive_335_009,nwpu_positive_335,train,5,tennis_court,283,178,337,233,2970,992,600,rgb,,61,3.672,False,0.798
nwpu_positive_335_010,nwpu_positive_335,train,5,tennis_court,317,189,368,241,2652,992,600,rgb,,57,3.93,False,0.816
nwpu_positive_336_000,nwpu_positive_336,train,5,tennis_court,895,453,944,529,3724,970,645,rgb,,84,2.667,False,0.528
nwpu_positive_336_001,nwpu_positive_336,train,5,tennis_court,800,334,841,399,2665,970,645,rgb,,72,3.111,False,0.514
nwpu_positive_336_002,nwpu_positive_336,train,5,tennis_court,897,341,943,408,3082,970,645,rgb,,74,3.027,False,0.563
nwpu_positive_336_003,nwpu_positive_336,train,5,tennis_court,762,234,799,291,2109,970,645,rgb,,63,3.556,False,0.531
nwpu_positive_336_004,nwpu_positive_336,train,5,tennis_court,839,237,879,296,2360,970,645,rgb,,65,3.446,False,0.559
nwpu_positive_336_005,nwpu_positive_336,train,5,tennis_court,682,138,720,198,2280,970,645,rgb,,66,3.394,False,0.523
nwpu_positive_336_006,nwpu_positive_336,train,5,tennis_court,722,145,759,200,2035,970,645,rgb,,61,3.672,False,0.547
nwpu_positive_336_007,nwpu_positive_336,train,5,tennis_court,761,146,797,201,1980,970,645,rgb,,61,3.672,False,0.532
nwpu_positive_336_008,nwpu_positive_336,train,5,tennis_court,810,150,850,205,2200,970,645,rgb,,61,3.672,False,0.591
nwpu_positive_336_009,nwpu_positive_336,train,5,tennis_court,848,150,889,207,2337,970,645,rgb,,63,3.556,False,0.589
nwpu_positive_337_000,nwpu_positive_337,train,5,tennis_court,353,314,440,390,6612,832,580,rgb,,96,2.333,False,0.717
nwpu_positive_337_001,nwpu_positive_337,train,5,tennis_court,398,289,481,366,6391,832,580,rgb,,91,2.462,False,0.772
nwpu_positive_337_002,nwpu_positive_337,train,5,tennis_court,438,266,523,339,6205,832,580,rgb,,94,2.383,False,0.702
nwpu_positive_338_000,nwpu_positive_338,train,5,tennis_court,96,361,179,433,5976,846,506,rgb,,91,2.462,False,0.722
nwpu_positive_338_001,nwpu_positive_338,train,5,tennis_court,138,335,221,413,6474,846,506,rgb,,91,2.462,False,0.782
nwpu_positive_338_002,nwpu_positive_338,train,5,tennis_court,185,304,270,381,6545,846,506,rgb,,94,2.383,False,0.741
nwpu_positive_338_003,nwpu_positive_338,train,5,tennis_court,284,240,364,310,5600,846,506,rgb,,88,2.545,False,0.723
nwpu_positive_338_004,nwpu_positive_338,train,5,tennis_court,321,220,401,285,5200,846,506,rgb,,88,2.545,False,0.671
nwpu_positive_338_005,nwpu_positive_338,train,5,tennis_court,357,195,440,260,5395,846,506,rgb,,91,2.462,False,0.651
nwpu_positive_338_006,nwpu_positive_338,train,5,tennis_court,449,150,527,211,4758,846,506,rgb,,86,2.605,False,0.643
nwpu_positive_338_007,nwpu_positive_338,train,5,tennis_court,484,129,564,193,5120,846,506,rgb,,88,2.545,False,0.661
nwpu_positive_338_008,nwpu_positive_338,train,5,tennis_court,520,104,599,174,5530,846,506,rgb,,87,2.575,False,0.731
nwpu_positive_338_009,nwpu_positive_338,train,5,tennis_court,553,90,630,149,4543,846,506,rgb,,85,2.635,False,0.629
nwpu_positive_338_010,nwpu_positive_338,train,5,tennis_court,601,62,676,116,4050,846,506,rgb,,82,2.732,False,0.602
nwpu_positive_338_011,nwpu_positive_338,train,5,tennis_court,635,41,711,95,4104,846,506,rgb,,84,2.667,False,0.582
nwpu_positive_339_000,nwpu_positive_339,train,5,tennis_court,625,150,697,190,2880,838,549,rgb,,79,2.835,False,0.461
nwpu_positive_339_001,nwpu_positive_339,train,5,tennis_court,641,172,708,213,2747,838,549,rgb,,74,3.027,False,0.502
nwpu_positive_339_002,nwpu_positive_339,train,5,tennis_court,654,195,723,239,3036,838,549,rgb,,76,2.947,False,0.526
nwpu_positive_339_003,nwpu_positive_339,train,5,tennis_court,664,220,736,267,3384,838,549,rgb,,79,2.835,False,0.542
nwpu_positive_339_004,nwpu_positive_339,train,5,tennis_court,682,244,754,290,3312,838,549,rgb,,79,2.835,False,0.531
nwpu_positive_339_005,nwpu_positive_339,train,5,tennis_court,693,269,770,315,3542,838,549,rgb,,85,2.635,False,0.49
nwpu_positive_339_006,nwpu_positive_339,train,5,tennis_court,713,292,784,340,3408,838,549,rgb,,78,2.872,False,0.56
nwpu_positive_339_007,nwpu_positive_339,train,4,baseball_diamond,457,274,581,361,10788,838,549,rgb,,136,1.647,False,0.583
nwpu_positive_339_008,nwpu_positive_339,train,4,baseball_diamond,158,213,230,270,4104,838,549,rgb,,79,2.835,False,0.658
nwpu_positive_340_000,nwpu_positive_340,train,5,tennis_court,679,242,740,308,4026,858,507,rgb,,73,3.068,False,0.755
nwpu_positive_340_001,nwpu_positive_340,train,5,tennis_court,723,237,783,304,4020,858,507,rgb,,74,3.027,False,0.734
nwpu_positive_340_002,nwpu_positive_340,train,4,baseball_diamond,136,419,207,479,4260,858,507,rgb,,78,2.872,False,0.7
nwpu_positive_341_000,nwpu_positive_341,train,5,tennis_court,523,142,576,207,3445,852,604,rgb,,72,3.111,False,0.665
nwpu_positive_341_001,nwpu_positive_341,train,5,tennis_court,570,155,618,218,3024,852,604,rgb,,69,3.246,False,0.635
nwpu_positive_341_002,nwpu_positive_341,train,5,tennis_court,612,170,660,231,2928,852,604,rgb,,67,3.343,False,0.652
nwpu_positive_341_003,nwpu_positive_341,train,5,tennis_court,654,180,696,244,2688,852,604,rgb,,70,3.2,False,0.549
nwpu_positive_341_004,nwpu_positive_341,train,4,baseball_diamond,99,193,244,305,16240,852,604,rgb,,160,1.4,False,0.634
nwpu_positive_341_005,nwpu_positive_341,train,4,baseball_diamond,369,142,465,220,7488,852,604,rgb,,106,2.113,False,0.666
nwpu_positive_343_000,nwpu_positive_343,train,5,tennis_court,648,368,745,447,7663,938,628,rgb,,107,2.093,False,0.669
nwpu_positive_343_001,nwpu_positive_343,train,5,tennis_court,693,342,785,415,6716,938,628,rgb,,101,2.218,False,0.658
nwpu_positive_345_000,nwpu_positive_345,train,5,tennis_court,216,94,270,162,3672,948,580,rgb,,75,2.987,False,0.653
nwpu_positive_345_001,nwpu_positive_345,train,5,tennis_court,261,87,317,152,3640,948,580,rgb,,72,3.111,False,0.702
nwpu_positive_345_002,nwpu_positive_345,train,5,tennis_court,306,75,364,142,3886,948,580,rgb,,74,3.027,False,0.71
nwpu_positive_345_003,nwpu_positive_345,train,5,tennis_court,382,107,442,176,4140,948,580,rgb,,76,2.947,False,0.717
nwpu_positive_345_004,nwpu_positive_345,train,5,tennis_court,430,97,486,164,3752,948,580,rgb,,74,3.027,False,0.685
nwpu_positive_345_005,nwpu_positive_345,train,5,tennis_court,507,130,569,201,4402,948,580,rgb,,78,2.872,False,0.724
nwpu_positive_345_006,nwpu_positive_345,train,5,tennis_court,550,121,614,190,4416,948,580,rgb,,76,2.947,False,0.765
nwpu_positive_345_007,nwpu_positive_345,train,5,tennis_court,175,218,233,293,4350,948,580,rgb,,82,2.732,False,0.647
nwpu_positive_345_008,nwpu_positive_345,train,5,tennis_court,224,207,281,280,4161,948,580,rgb,,80,2.8,False,0.65
nwpu_positive_345_009,nwpu_positive_345,train,5,tennis_court,273,197,329,270,4088,948,580,rgb,,80,2.8,False,0.639
nwpu_positive_345_010,nwpu_positive_345,train,5,tennis_court,353,232,411,309,4466,948,580,rgb,,85,2.635,False,0.618
nwpu_positive_345_011,nwpu_positive_345,train,5,tennis_court,400,223,461,297,4514,948,580,rgb,,81,2.765,False,0.688
nwpu_positive_345_012,nwpu_positive_345,train,5,tennis_court,482,258,548,335,5082,948,580,rgb,,85,2.635,False,0.703
nwpu_positive_345_013,nwpu_positive_345,train,5,tennis_court,530,246,596,324,5148,948,580,rgb,,86,2.605,False,0.696
nwpu_positive_345_014,nwpu_positive_345,train,5,tennis_court,576,234,645,311,5313,948,580,rgb,,85,2.635,False,0.735
nwpu_positive_345_015,nwpu_positive_345,train,5,tennis_court,529,398,598,486,6072,948,580,rgb,,97,2.309,False,0.645
nwpu_positive_345_016,nwpu_positive_345,train,5,tennis_court,580,385,648,472,5916,948,580,rgb,,96,2.333,False,0.642
nwpu_positive_345_017,nwpu_positive_345,train,5,tennis_court,629,372,699,459,6090,948,580,rgb,,96,2.333,False,0.661
nwpu_positive_346_000,nwpu_positive_346,val,5,tennis_court,381,209,452,313,7384,935,574,rgb,,114,1.965,False,0.568
nwpu_positive_346_001,nwpu_positive_346,val,5,tennis_court,454,206,528,307,7474,935,574,rgb,,111,2.018,False,0.607
nwpu_positive_347_000,nwpu_positive_347,train,5,tennis_court,161,89,210,139,2450,1115,663,rgb,,55,4.073,False,0.81
nwpu_positive_347_001,nwpu_positive_347,train,5,tennis_court,252,61,301,110,2401,1115,663,rgb,,54,4.148,False,0.823
nwpu_positive_347_002,nwpu_positive_347,train,5,tennis_court,36,217,92,280,3528,1115,663,rgb,,69,3.246,False,0.741
nwpu_positive_347_003,nwpu_positive_347,train,5,tennis_court,126,202,179,262,3180,1115,663,rgb,,66,3.394,False,0.73
nwpu_positive_347_004,nwpu_positive_347,train,5,tennis_court,207,176,263,234,3248,1115,663,rgb,,64,3.5,False,0.793
nwpu_positive_347_005,nwpu_positive_347,train,5,tennis_court,282,150,343,211,3721,1115,663,rgb,,67,3.343,False,0.829
nwpu_positive_347_006,nwpu_positive_347,train,5,tennis_court,362,126,420,182,3248,1115,663,rgb,,64,3.5,False,0.793
nwpu_positive_347_007,nwpu_positive_347,train,5,tennis_court,431,94,490,148,3186,1115,663,rgb,,65,3.446,False,0.754
nwpu_positive_349_000,nwpu_positive_349,train,5,tennis_court,365,230,441,289,4484,976,584,rgb,,84,2.667,False,0.635
nwpu_positive_349_001,nwpu_positive_349,train,5,tennis_court,404,206,480,264,4408,976,584,rgb,,84,2.667,False,0.625
nwpu_positive_350_000,nwpu_positive_350,val,5,tennis_court,322,298,387,371,4745,829,540,rgb,,80,2.8,False,0.741
nwpu_positive_350_001,nwpu_positive_350,val,5,tennis_court,371,286,434,355,4347,829,540,rgb,,76,2.947,False,0.753
nwpu_positive_350_002,nwpu_positive_350,val,5,tennis_court,415,271,477,341,4340,829,540,rgb,,77,2.909,False,0.732
nwpu_positive_350_003,nwpu_positive_350,val,5,tennis_court,462,258,524,325,4154,829,540,rgb,,74,3.027,False,0.759
nwpu_positive_350_004,nwpu_positive_350,val,6,basketball_court,315,207,410,276,6555,829,540,rgb,,105,2.133,False,0.595
nwpu_positive_350_005,nwpu_positive_350,val,6,basketball_court,444,168,537,238,6510,829,540,rgb,,102,2.196,False,0.626
nwpu_positive_351_000,nwpu_positive_351,train,5,tennis_court,365,232,425,306,4440,853,565,rgb,,81,2.765,False,0.677
nwpu_positive_351_001,nwpu_positive_351,train,5,tennis_court,413,223,475,295,4464,853,565,rgb,,79,2.835,False,0.715
nwpu_positive_352_000,nwpu_positive_352,train,5,tennis_court,336,67,384,111,2112,752,545,rgb,,53,4.226,False,0.752
nwpu_positive_352_001,nwpu_positive_352,train,5,tennis_court,357,56,412,97,2255,752,545,rgb,,61,3.672,False,0.606
nwpu_positive_352_002,nwpu_positive_352,train,4,baseball_diamond,78,173,155,228,4235,752,545,rgb,,85,2.635,False,0.586
nwpu_positive_352_003,nwpu_positive_352,train,4,baseball_diamond,156,370,240,434,5376,752,545,rgb,,92,2.435,False,0.635
nwpu_positive_353_000,nwpu_positive_353,train,5,tennis_court,385,373,464,463,7110,971,569,rgb,,99,2.263,False,0.725
nwpu_positive_353_001,nwpu_positive_353,train,5,tennis_court,440,396,507,483,5829,971,569,rgb,,96,2.333,False,0.632
nwpu_positive_353_002,nwpu_positive_353,train,5,tennis_court,490,420,575,510,7650,971,569,rgb,,99,2.263,False,0.781
nwpu_positive_353_003,nwpu_positive_353,train,5,tennis_court,545,442,626,529,7047,971,569,rgb,,96,2.333,False,0.765
nwpu_positive_355_000,nwpu_positive_355,train,5,tennis_court,81,168,119,238,2660,989,561,rgb,,77,2.909,False,0.449
nwpu_positive_355_001,nwpu_positive_355,train,5,tennis_court,121,176,172,245,3519,989,561,rgb,,76,2.947,False,0.609
nwpu_positive_355_002,nwpu_positive_355,train,5,tennis_court,176,183,231,250,3685,989,561,rgb,,74,3.027,False,0.673
nwpu_positive_355_003,nwpu_positive_355,train,5,tennis_court,224,186,275,255,3519,989,561,rgb,,76,2.947,False,0.609
nwpu_positive_355_004,nwpu_positive_355,train,5,tennis_court,280,191,329,258,3283,989,561,rgb,,74,3.027,False,0.6
nwpu_positive_355_005,nwpu_positive_355,train,5,tennis_court,324,195,377,261,3498,989,561,rgb,,73,3.068,False,0.656
nwpu_positive_355_006,nwpu_positive_355,train,5,tennis_court,384,203,431,269,3102,989,561,rgb,,73,3.068,False,0.582
nwpu_positive_355_007,nwpu_positive_355,train,5,tennis_court,428,207,479,274,3417,989,561,rgb,,74,3.027,False,0.624
nwpu_positive_355_008,nwpu_positive_355,train,5,tennis_court,493,210,542,279,3381,989,561,rgb,,76,2.947,False,0.585
nwpu_positive_355_009,nwpu_positive_355,train,5,tennis_court,542,217,593,285,3468,989,561,rgb,,75,2.987,False,0.617
nwpu_positive_355_010,nwpu_positive_355,train,5,tennis_court,601,220,647,291,3266,989,561,rgb,,78,2.872,False,0.537
nwpu_positive_355_011,nwpu_positive_355,train,5,tennis_court,650,224,698,295,3408,989,561,rgb,,78,2.872,False,0.56
nwpu_positive_355_012,nwpu_positive_355,train,5,tennis_court,708,227,754,301,3404,989,561,rgb,,81,2.765,False,0.519
nwpu_positive_355_013,nwpu_positive_355,train,5,tennis_court,601,338,647,422,3864,989,561,rgb,,92,2.435,False,0.457
nwpu_positive_355_014,nwpu_positive_355,train,5,tennis_court,652,345,699,429,3948,989,561,rgb,,92,2.435,False,0.466
nwpu_positive_355_015,nwpu_positive_355,train,5,tennis_court,711,348,761,432,4200,989,561,rgb,,92,2.435,False,0.496
nwpu_positive_355_016,nwpu_positive_355,train,5,tennis_court,762,356,812,436,4000,989,561,rgb,,88,2.545,False,0.517
nwpu_positive_356_000,nwpu_positive_356,train,5,tennis_court,228,164,280,247,4316,948,579,rgb,,91,2.462,False,0.521
nwpu_positive_356_001,nwpu_positive_356,train,5,tennis_court,279,169,338,251,4838,948,579,rgb,,90,2.489,False,0.597
nwpu_positive_356_002,nwpu_positive_356,train,5,tennis_court,200,293,259,387,5546,948,579,rgb,,103,2.175,False,0.523
nwpu_positive_356_003,nwpu_positive_356,train,5,tennis_court,258,299,315,390,5187,948,579,rgb,,100,2.24,False,0.519
nwpu_positive_357_000,nwpu_positive_357,train,5,tennis_court,121,128,222,198,7070,864,613,rgb,,111,2.018,False,0.574
nwpu_positive_357_001,nwpu_positive_357,train,5,tennis_court,165,92,262,159,6499,864,613,rgb,,107,2.093,False,0.568
nwpu_positive_358_000,nwpu_positive_358,train,5,tennis_court,258,426,300,513,3654,977,653,rgb,,96,2.333,False,0.396
nwpu_positive_358_001,nwpu_positive_358,train,5,tennis_court,311,425,352,507,3362,977,653,rgb,,90,2.489,False,0.415
nwpu_positive_358_002,nwpu_positive_358,train,5,tennis_court,225,313,265,388,3000,977,653,rgb,,82,2.732,False,0.446
nwpu_positive_358_003,nwpu_positive_358,train,5,tennis_court,275,314,314,387,2847,977,653,rgb,,80,2.8,False,0.445
nwpu_positive_358_004,nwpu_positive_358,train,5,tennis_court,319,313,367,386,3504,977,653,rgb,,80,2.8,False,0.547
nwpu_positive_358_005,nwpu_positive_358,train,5,tennis_court,221,118,256,178,2100,977,653,rgb,,66,3.394,False,0.482
nwpu_positive_358_006,nwpu_positive_358,train,5,tennis_court,263,118,301,178,2280,977,653,rgb,,66,3.394,False,0.523
nwpu_positive_358_007,nwpu_positive_358,train,5,tennis_court,305,118,341,178,2160,977,653,rgb,,66,3.394,False,0.496
nwpu_positive_358_008,nwpu_positive_358,train,5,tennis_court,348,118,387,178,2340,977,653,rgb,,66,3.394,False,0.537
nwpu_positive_358_009,nwpu_positive_358,train,5,tennis_court,412,82,448,143,2196,977,653,rgb,,67,3.343,False,0.489
nwpu_positive_358_010,nwpu_positive_358,train,5,tennis_court,451,82,489,143,2318,977,653,rgb,,67,3.343,False,0.516
nwpu_positive_358_011,nwpu_positive_358,train,9,bridge,818,92,972,214,18788,977,653,rgb,,169,1.325,False,0.658
nwpu_positive_359_000,nwpu_positive_359,train,5,tennis_court,303,288,365,358,4340,923,561,rgb,,77,2.909,False,0.732
nwpu_positive_359_001,nwpu_positive_359,train,5,tennis_court,390,272,447,346,4218,923,561,rgb,,81,2.765,False,0.643
nwpu_positive_359_002,nwpu_positive_359,train,5,tennis_court,443,262,502,335,4307,923,561,rgb,,80,2.8,False,0.673
nwpu_positive_359_003,nwpu_positive_359,train,5,tennis_court,507,248,567,318,4200,923,561,rgb,,77,2.909,False,0.708
nwpu_positive_359_004,nwpu_positive_359,train,5,tennis_court,562,238,623,307,4209,923,561,rgb,,76,2.947,False,0.729
nwpu_positive_359_005,nwpu_positive_359,train,5,tennis_court,324,389,380,467,4368,923,561,rgb,,86,2.605,False,0.591
nwpu_positive_360_000,nwpu_positive_360,train,5,tennis_court,307,91,358,162,3621,891,605,rgb,,78,2.872,False,0.595
nwpu_positive_360_001,nwpu_positive_360,train,5,tennis_court,370,96,425,165,3795,891,605,rgb,,76,2.947,False,0.657
nwpu_positive_360_002,nwpu_positive_360,train,5,tennis_court,433,93,481,171,3744,891,605,rgb,,86,2.605,False,0.506
nwpu_positive_360_003,nwpu_positive_360,train,5,tennis_court,378,197,431,278,4293,891,605,rgb,,89,2.517,False,0.542
nwpu_positive_360_004,nwpu_positive_360,train,5,tennis_court,451,198,497,281,3818,891,605,rgb,,91,2.462,False,0.461
nwpu_positive_360_005,nwpu_positive_360,train,5,tennis_court,515,202,569,285,4482,891,605,rgb,,91,2.462,False,0.541
nwpu_positive_360_006,nwpu_positive_360,train,5,tennis_court,463,312,519,405,5208,891,605,rgb,,102,2.196,False,0.501
nwpu_positive_360_007,nwpu_positive_360,train,5,tennis_court,536,320,589,411,4823,891,605,rgb,,100,2.24,False,0.482
nwpu_positive_360_008,nwpu_positive_360,train,5,tennis_court,607,323,662,414,5005,891,605,rgb,,100,2.24,False,0.5
nwpu_positive_361_000,nwpu_positive_361,train,5,tennis_court,303,151,385,206,4510,737,564,rgb,,90,2.489,False,0.557
nwpu_positive_361_001,nwpu_positive_361,train,5,tennis_court,281,189,369,240,4488,737,564,rgb,,97,2.309,False,0.477
nwpu_positive_361_002,nwpu_positive_361,train,6,basketball_court,400,188,459,260,4248,737,564,rgb,,79,2.835,False,0.681
nwpu_positive_361_003,nwpu_positive_361,train,6,basketball_court,455,203,522,276,4891,737,564,rgb,,80,2.8,False,0.764
nwpu_positive_361_004,nwpu_positive_361,train,4,baseball_diamond,189,264,353,389,20500,737,564,rgb,,180,1.244,False,0.633
nwpu_positive_362_000,nwpu_positive_362,train,5,tennis_court,174,314,248,366,3848,861,599,rgb,,81,2.765,False,0.586
nwpu_positive_362_001,nwpu_positive_362,train,5,tennis_court,243,365,317,416,3774,861,599,rgb,,81,2.765,False,0.575
nwpu_positive_362_002,nwpu_positive_362,train,5,tennis_court,197,289,267,339,3500,861,599,rgb,,77,2.909,False,0.59
nwpu_positive_362_003,nwpu_positive_362,train,5,tennis_court,267,339,338,392,3763,861,599,rgb,,78,2.872,False,0.619
nwpu_positive_362_004,nwpu_positive_362,train,5,tennis_court,219,262,288,314,3588,861,599,rgb,,76,2.947,False,0.621
nwpu_positive_362_005,nwpu_positive_362,train,5,tennis_court,286,313,360,363,3700,861,599,rgb,,81,2.765,False,0.564
nwpu_positive_362_006,nwpu_positive_362,train,5,tennis_court,241,238,307,291,3498,861,599,rgb,,73,3.068,False,0.656
nwpu_positive_362_007,nwpu_positive_362,train,5,tennis_court,310,286,380,340,3780,861,599,rgb,,77,2.909,False,0.638
nwpu_positive_362_008,nwpu_positive_362,train,4,baseball_diamond,421,354,552,476,15982,861,599,rgb,,144,1.556,False,0.771
nwpu_positive_362_009,nwpu_positive_362,train,4,baseball_diamond,147,17,237,77,5400,861,599,rgb,,99,2.263,False,0.551
nwpu_positive_362_010,nwpu_positive_362,train,6,basketball_court,213,117,300,184,5829,861,599,rgb,,96,2.333,False,0.632
nwpu_positive_362_011,nwpu_positive_362,train,6,basketball_court,264,74,342,137,4914,861,599,rgb,,86,2.605,False,0.664
nwpu_positive_364_000,nwpu_positive_364,train,5,tennis_court,486,569,575,637,6052,1135,661,rgb,,98,2.286,False,0.63
nwpu_positive_364_001,nwpu_positive_364,train,5,tennis_court,455,468,537,528,4920,1135,661,rgb,,90,2.489,False,0.607
nwpu_positive_364_002,nwpu_positive_364,train,5,tennis_court,648,511,711,560,3087,1135,661,rgb,,69,3.246,False,0.648
nwpu_positive_364_003,nwpu_positive_364,train,5,tennis_court,640,186,691,225,1989,1135,661,rgb,,56,4.0,False,0.634
nwpu_positive_364_004,nwpu_positive_364,train,5,tennis_court,672,218,722,260,2100,1135,661,rgb,,55,4.073,False,0.694
nwpu_positive_364_005,nwpu_positive_364,train,5,tennis_court,622,257,672,301,2200,1135,661,rgb,,55,4.073,False,0.727
nwpu_positive_364_006,nwpu_positive_364,train,5,tennis_court,655,285,709,331,2484,1135,661,rgb,,59,3.797,False,0.714
nwpu_positive_364_007,nwpu_positive_364,train,5,tennis_court,679,326,732,371,2385,1135,661,rgb,,58,3.862,False,0.709
nwpu_positive_364_008,nwpu_positive_364,train,5,tennis_court,569,298,614,339,1845,1135,661,rgb,,50,4.48,False,0.738
nwpu_positive_364_009,nwpu_positive_364,train,5,tennis_court,602,330,660,372,2436,1135,661,rgb,,64,3.5,False,0.595
nwpu_positive_364_010,nwpu_positive_364,train,5,tennis_court,628,371,683,418,2585,1135,661,rgb,,61,3.672,False,0.695
nwpu_positive_364_011,nwpu_positive_364,train,5,tennis_court,653,419,709,465,2576,1135,661,rgb,,62,3.613,False,0.67
nwpu_positive_364_012,nwpu_positive_364,train,5,tennis_court,545,369,609,418,3136,1135,661,rgb,,70,3.2,False,0.64
nwpu_positive_364_013,nwpu_positive_364,train,5,tennis_court,569,422,625,469,2632,1135,661,rgb,,62,3.613,False,0.685
nwpu_positive_364_014,nwpu_positive_364,train,5,tennis_court,594,473,648,517,2376,1135,661,rgb,,59,3.797,False,0.683
nwpu_positive_365_000,nwpu_positive_365,train,5,tennis_court,102,315,168,423,7128,988,559,rgb,,119,1.882,False,0.503
nwpu_positive_365_001,nwpu_positive_365,train,5,tennis_court,172,301,238,418,7722,988,559,rgb,,129,1.736,False,0.464
nwpu_positive_365_002,nwpu_positive_365,train,5,tennis_court,263,305,328,411,6890,988,559,rgb,,117,1.915,False,0.503
nwpu_positive_365_003,nwpu_positive_365,train,5,tennis_court,335,300,400,403,6695,988,559,rgb,,113,1.982,False,0.524
nwpu_positive_365_004,nwpu_positive_365,train,5,tennis_court,425,294,489,396,6528,988,559,rgb,,112,2.0,False,0.52
nwpu_positive_365_005,nwpu_positive_365,train,5,tennis_court,494,291,558,392,6464,988,559,rgb,,111,2.018,False,0.525
nwpu_positive_365_006,nwpu_positive_365,train,5,tennis_court,595,282,665,383,7070,988,559,rgb,,111,2.018,False,0.574
nwpu_positive_365_007,nwpu_positive_365,train,5,tennis_court,660,276,733,377,7373,988,559,rgb,,111,2.018,False,0.598
