crop_id,image_uid,split,class_id,class_name,xmin,ymin,xmax,ymax,area_px,image_width,image_height,sensor,iou,iou_band,skipped_reason,object_window_px,upsample_factor,high_upsample,box_fill
nwpu_positive_324_006,nwpu_positive_324,train,3,storage_tank,531,74,548,108,567,1152,625,rgb,0.5343,0.5-0.6,,37,6.054,True,0.414
nwpu_positive_324_007,nwpu_positive_324,train,3,storage_tank,369,100,413,127,1167,1152,625,rgb,0.4343,0.4-0.5,,49,4.571,False,0.486
nwpu_positive_324_008,nwpu_positive_324,train,3,storage_tank,405,118,456,143,1269,1152,625,rgb,0.4723,0.4-0.5,,56,4.0,False,0.405
nwpu_positive_324_009,nwpu_positive_324,train,3,storage_tank,512,105,536,135,739,1152,625,rgb,0.4637,0.4-0.5,,34,6.588,True,0.64
nwpu_positive_324_010,nwpu_positive_324,train,3,storage_tank,599,97,639,125,1146,1152,625,rgb,0.5476,0.5-0.6,,44,5.091,False,0.592
nwpu_positive_324_011,nwpu_positive_324,train,3,storage_tank,665,101,711,124,1043,1152,625,rgb,0.4033,0.4-0.5,,51,4.392,False,0.401
nwpu_positive_324_012,nwpu_positive_324,train,3,storage_tank,243,230,273,262,945,1152,625,rgb,0.5756,0.5-0.6,,34,6.588,True,0.818
nwpu_positive_324_013,nwpu_positive_324,train,3,storage_tank,287,211,323,245,1243,1152,625,rgb,0.5229,0.5-0.6,,39,5.744,False,0.817
nwpu_positive_324_014,nwpu_positive_324,train,3,storage_tank,342,226,368,274,1245,1152,625,rgb,0.5557,0.5-0.6,,53,4.226,False,0.443
nwpu_positive_324_015,nwpu_positive_324,train,3,storage_tank,420,232,465,261,1281,1152,625,rgb,0.6452,0.6-0.7,,49,4.571,False,0.533
nwpu_positive_324_016,nwpu_positive_324,train,3,storage_tank,470,221,519,250,1441,1152,625,rgb,0.5138,0.5-0.6,,54,4.148,False,0.494
nwpu_positive_324_017,nwpu_positive_324,train,3,storage_tank,528,219,561,245,846,1152,625,rgb,0.4312,0.4-0.5,,36,6.222,True,0.652
nwpu_positive_324_018,nwpu_positive_324,train,3,storage_tank,582,232,625,264,1374,1152,625,rgb,0.5342,0.5-0.6,,48,4.667,False,0.597
nwpu_positive_324_019,nwpu_positive_324,train,3,storage_tank,656,227,686,257,884,1152,625,rgb,0.5167,0.5-0.6,,33,6.788,True,0.812
nwpu_positive_324_020,nwpu_positive_324,train,3,storage_tank,219,278,251,314,1163,1152,625,rgb,0.5902,0.5-0.6,,39,5.744,False,0.764
nwpu_positive_324_021,nwpu_positive_324,train,3,storage_tank,283,291,308,310,476,1152,625,rgb,0.6034,0.6-0.7,,27,8.296,True,0.653
nwpu_positive_324_022,nwpu_positive_324,train,3,storage_tank,192,301,215,337,837,1152,625,rgb,0.4446,0.4-0.5,,39,5.744,False,0.55
nwpu_positive_324_023,nwpu_positive_324,train,3,storage_tank,278,315,315,332,629,1152,625,rgb,0.502,0.5-0.6,,40,5.6,False,0.393
nwpu_positive_324_024,nwpu_positive_324,train,3,storage_tank,309,295,362,335,2097,1152,625,rgb,0.5689,0.5-0.6,,59,3.797,False,0.602
nwpu_positive_324_025,nwpu_positive_324,train,3,storage_tank,417,273,467,302,1440,1152,625,rgb,0.6415,0.6-0.7,,55,4.073,False,0.476
nwpu_positive_324_026,nwpu_positive_324,train,3,storage_tank,468,268,494,300,850,1152,625,rgb,0.5161,0.5-0.6,,36,6.222,True,0.656
nwpu_positive_324_027,nwpu_positive_324,train,3,storage_tank,565,266,589,308,1013,1152,625,rgb,0.6262,0.6-0.7,,46,4.87,False,0.479
nwpu_positive_324_028,nwpu_positive_324,train,3,storage_tank,603,276,640,311,1298,1152,625,rgb,0.6043,0.6-0.7,,41,5.463,False,0.772
nwpu_positive_324_029,nwpu_positive_324,train,3,storage_tank,699,242,725,283,1095,1152,625,rgb,0.6804,0.6-0.7,,45,4.978,False,0.541
nwpu_positive_324_030,nwpu_positive_324,train,3,storage_tank,731,274,754,318,1042,1152,625,rgb,0.4221,0.4-0.5,,48,4.667,False,0.452
nwpu_positive_324_031,nwpu_positive_324,train,3,storage_tank,657,304,690,326,732,1152,625,rgb,0.5314,0.5-0.6,,36,6.222,True,0.564
nwpu_positive_324_032,nwpu_positive_324,train,3,storage_tank,424,328,451,354,698,1152,625,rgb,0.635,0.6-0.7,,30,7.467,True,0.775
nwpu_positive_324_033,nwpu_positive_324,train,3,storage_tank,461,314,502,353,1619,1152,625,rgb,0.5679,0.5-0.6,,45,4.978,False,0.8
nwpu_positive_324_034,nwpu_positive_324,train,3,storage_tank,540,326,562,342,380,1152,625,rgb,0.4423,0.4-0.5,,25,8.96,True,0.607
nwpu_positive_324_035,nwpu_positive_324,train,3,storage_tank,582,318,631,345,1313,1152,625,rgb,0.6211,0.6-0.7,,54,4.148,False,0.45
nwpu_positive_324_036,nwpu_positive_324,train,3,storage_tank,144,383,177,416,1114,1152,625,rgb,0.6303,0.6-0.7,,37,6.054,True,0.814
nwpu_positive_324_037,nwpu_positive_324,train,3,storage_tank,192,389,212,415,509,1152,625,rgb,0.5418,0.5-0.6,,28,8.0,True,0.649
nwpu_positive_324_038,nwpu_positive_324,train,3,storage_tank,227,366,258,400,1014,1152,625,rgb,0.6409,0.6-0.7,,37,6.054,True,0.741
nwpu_positive_324_039,nwpu_positive_324,train,3,storage_tank,285,367,305,396,581,1152,625,rgb,0.5758,0.5-0.6,,31,7.226,True,0.604
nwpu_positive_324_040,nwpu_positive_324,train,3,storage_tank,316,364,350,382,583,1152,625,rgb,0.4748,0.4-0.5,,37,6.054,True,0.426
nwpu_positive_324_041,nwpu_positive_324,train,3,storage_tank,347,370,368,388,376,1152,625,rgb,0.4744,0.4-0.5,,23,9.739,True,0.711
nwpu_positive_324_042,nwpu_positive_324,train,3,storage_tank,275,403,301,430,696,1152,625,rgb,0.4681,0.4-0.5,,30,7.467,True,0.773
nwpu_positive_324_043,nwpu_positive_324,train,3,storage_tank,322,399,349,427,746,1152,625,rgb,0.6368,0.6-0.7,,30,7.467,True,0.829
nwpu_positive_324_044,nwpu_positive_324,train,3,storage_tank,347,398,377,433,1048,1152,625,rgb,0.5157,0.5-0.6,,38,5.895,False,0.726
nwpu_positive_324_045,nwpu_positive_324,train,3,storage_tank,143,456,170,481,663,1152,625,rgb,0.6387,0.6-0.7,,30,7.467,True,0.736
nwpu_positive_324_046,nwpu_positive_324,train,3,storage_tank,166,464,201,500,1237,1152,625,rgb,0.4075,0.4-0.5,,39,5.744,False,0.813
nwpu_positive_324_047,nwpu_positive_324,train,3,storage_tank,211,463,232,496,691,1152,625,rgb,0.475,0.4-0.5,,37,6.054,True,0.505
nwpu_positive_324_048,nwpu_positive_324,train,3,storage_tank,258,452,288,499,1452,1152,625,rgb,0.5091,0.5-0.6,,52,4.308,False,0.537
nwpu_positive_324_049,nwpu_positive_324,train,3,storage_tank,308,450,337,496,1334,1152,625,rgb,0.6003,0.6-0.7,,51,4.392,False,0.513
nwpu_positive_324_050,nwpu_positive_324,train,2,ship,502,493,615,512,2241,1152,625,rgb,0.4638,0.4-0.5,,124,1.806,False,0.146
nwpu_positive_325_000,nwpu_positive_325,train,3,storage_tank,473,84,527,131,2553,1156,669,rgb,0.4298,0.4-0.5,,59,3.797,False,0.733
nwpu_positive_325_001,nwpu_positive_325,train,3,storage_tank,516,94,564,120,1232,1156,669,rgb,0.586,0.5-0.6,,53,4.226,False,0.439
nwpu_positive_325_002,nwpu_positive_325,train,3,storage_tank,569,74,602,123,1640,1156,669,rgb,0.5538,0.5-0.6,,55,4.073,False,0.542
nwpu_positive_325_003,nwpu_positive_325,train,3,storage_tank,638,94,664,136,1106,1156,669,rgb,0.5277,0.5-0.6,,46,4.87,False,0.523
nwpu_positive_325_004,nwpu_positive_325,train,3,storage_tank,683,99,723,131,1295,1156,669,rgb,0.6744,0.6-0.7,,44,5.091,False,0.669
nwpu_positive_325_005,nwpu_positive_325,train,3,storage_tank,726,97,765,141,1684,1156,669,rgb,0.5492,0.5-0.6,,48,4.667,False,0.731
nwpu_positive_325_006,nwpu_positive_325,train,3,storage_tank,382,126,410,168,1188,1156,669,rgb,0.624,0.6-0.7,,46,4.87,False,0.561
nwpu_positive_325_007,nwpu_positive_325,train,3,storage_tank,439,127,488,174,2318,1156,669,rgb,0.6556,0.6-0.7,,54,4.148,False,0.795
nwpu_positive_325_008,nwpu_positive_325,train,3,storage_tank,487,122,541,167,2381,1156,669,rgb,0.5905,0.5-0.6,,59,3.797,False,0.684
nwpu_positive_325_009,nwpu_positive_325,train,3,storage_tank,540,132,582,170,1570,1156,669,rgb,0.6506,0.6-0.7,,46,4.87,False,0.742
nwpu_positive_325_010,nwpu_positive_325,train,3,storage_tank,608,135,654,162,1250,1156,669,rgb,0.5613,0.5-0.6,,51,4.392,False,0.48
nwpu_positive_325_011,nwpu_positive_325,train,3,storage_tank,654,131,681,178,1293,1156,669,rgb,0.5364,0.5-0.6,,52,4.308,False,0.478
nwpu_positive_325_012,nwpu_positive_325,train,3,storage_tank,693,137,734,169,1308,1156,669,rgb,0.4178,0.4-0.5,,45,4.978,False,0.646
nwpu_positive_325_013,nwpu_positive_325,train,3,storage_tank,348,173,393,208,1598,1156,669,rgb,0.4213,0.4-0.5,,50,4.48,False,0.639
nwpu_positive_325_014,nwpu_positive_325,train,3,storage_tank,340,204,388,232,1360,1156,669,rgb,0.5783,0.5-0.6,,53,4.226,False,0.484
nwpu_positive_325_015,nwpu_positive_325,train,2,ship,545,450,639,469,1796,1156,669,rgb,0.433,0.4-0.5,,104,2.154,False,0.166
nwpu_positive_325_016,nwpu_positive_325,train,2,ship,920,473,976,553,4432,1156,669,rgb,0.6692,0.6-0.7,,88,2.545,False,0.572
nwpu_positive_326_000,nwpu_positive_326,train,3,storage_tank,273,31,323,96,3259,1152,669,rgb,0.6734,0.6-0.7,,72,3.111,False,0.629
nwpu_positive_326_001,nwpu_positive_326,train,3,storage_tank,348,44,388,113,2796,1152,669,rgb,0.6306,0.6-0.7,,76,2.947,False,0.484
nwpu_positive_326_002,nwpu_positive_326,train,3,storage_tank,406,41,463,88,2740,1152,669,rgb,0.6385,0.6-0.7,,63,3.556,False,0.69
nwpu_positive_326_003,nwpu_positive_326,train,3,storage_tank,442,45,492,104,2948,1152,669,rgb,0.6371,0.6-0.7,,65,3.446,False,0.698
nwpu_positive_326_004,nwpu_positive_326,train,3,storage_tank,503,53,542,95,1663,1152,669,rgb,0.6728,0.6-0.7,,46,4.87,False,0.786
nwpu_positive_326_005,nwpu_positive_326,train,3,storage_tank,413,129,452,181,2056,1152,669,rgb,0.5547,0.5-0.6,,57,3.93,False,0.633
nwpu_positive_326_006,nwpu_positive_326,train,3,storage_tank,492,142,549,202,3433,1152,669,rgb,0.5266,0.5-0.6,,66,3.394,False,0.788
nwpu_positive_326_007,nwpu_positive_326,train,3,storage_tank,347,210,402,255,2473,1152,669,rgb,0.6138,0.6-0.7,,61,3.672,False,0.665
nwpu_positive_326_008,nwpu_positive_326,train,3,storage_tank,476,214,535,265,3050,1152,669,rgb,0.4275,0.4-0.5,,65,3.446,False,0.722
nwpu_positive_326_009,nwpu_positive_326,train,3,storage_tank,409,190,475,227,2482,1152,669,rgb,0.4194,0.4-0.5,,72,3.111,False,0.479
nwpu_positive_326_010,nwpu_positive_326,train,3,storage_tank,268,280,323,338,3227,1152,669,rgb,0.4233,0.4-0.5,,64,3.5,False,0.788
nwpu_positive_326_011,nwpu_positive_326,train,3,storage_tank,335,263,371,324,2191,1152,669,rgb,0.5069,0.5-0.6,,67,3.343,False,0.488
nwpu_positive_326_012,nwpu_positive_326,train,3,storage_tank,352,254,404,313,3114,1152,669,rgb,0.6012,0.6-0.7,,65,3.446,False,0.737
nwpu_positive_326_013,nwpu_positive_326,train,3,storage_tank,414,270,494,318,3813,1152,669,rgb,0.5696,0.5-0.6,,87,2.575,False,0.504
nwpu_positive_326_014,nwpu_positive_326,train,3,storage_tank,480,249,557,321,5588,1152,669,rgb,0.5011,0.5-0.6,,85,2.635,False,0.773
nwpu_positive_326_015,nwpu_positive_326,train,3,storage_tank,303,325,355,360,1845,1152,669,rgb,0.6427,0.6-0.7,,57,3.93,False,0.568
nwpu_positive_326_016,nwpu_positive_326,train,3,storage_tank,298,359,332,392,1141,1152,669,rgb,0.6681,0.6-0.7,,37,6.054,True,0.833
nwpu_positive_326_017,nwpu_positive_326,train,3,storage_tank,331,332,369,360,1030,1152,669,rgb,0.5092,0.5-0.6,,42,5.333,False,0.584
nwpu_positive_326_018,nwpu_positive_326,train,3,storage_tank,341,348,371,388,1221,1152,669,rgb,0.6608,0.6-0.7,,44,5.091,False,0.63
nwpu_positive_326_019,nwpu_positive_326,train,3,storage_tank,381,333,415,378,1552,1152,669,rgb,0.4852,0.4-0.5,,50,4.48,False,0.621
nwpu_positive_326_020,nwpu_positive_326,train,3,storage_tank,382,339,419,389,1822,1152,669,rgb,0.6445,0.6-0.7,,55,4.073,False,0.602
nwpu_positive_326_021,nwpu_positive_326,train,3,storage_tank,435,333,494,399,3926,1152,669,rgb,0.5546,0.5-0.6,,73,3.068,False,0.737
nwpu_positive_326_022,nwpu_positive_326,train,3,storage_tank,464,343,546,390,3836,1152,669,rgb,0.5109,0.5-0.6,,90,2.489,False,0.474
nwpu_positive_326_023,nwpu_positive_326,train,3,storage_tank,351,377,423,457,5824,1152,669,rgb,0.5601,0.5-0.6,,89,2.517,False,0.735
nwpu_positive_326_024,nwpu_positive_326,train,3,storage_tank,329,467,415,520,4487,1152,669,rgb,0.4962,0.4-0.5,,94,2.383,False,0.508
nwpu_positive_326_025,nwpu_positive_326,train,3,storage_tank,438,410,479,448,1574,1152,669,rgb,0.493,0.4-0.5,,45,4.978,False,0.777
nwpu_positive_326_026,nwpu_positive_326,train,3,storage_tank,440,479,479,553,2943,1152,669,rgb,0.4457,0.4-0.5,,81,2.765,False,0.448
nwpu_positive_326_027,nwpu_positive_326,train,3,storage_tank,509,387,549,455,2660,1152,669,rgb,0.5427,0.5-0.6,,75,2.987,False,0.473
nwpu_positive_326_028,nwpu_positive_326,train,3,storage_tank,492,491,559,527,2470,1152,669,rgb,0.5246,0.5-0.6,,75,2.987,False,0.439
nwpu_positive_326_029,nwpu_positive_326,train,2,ship,260,417,328,559,9631,1152,669,rgb,0.5999,0.5-0.6,,156,1.436,False,0.396
nwpu_positive_326_030,nwpu_positive_326,train,2,ship,438,601,513,626,1869,1152,669,rgb,0.4417,0.4-0.5,,83,2.699,False,0.271
nwpu_positive_327_000,nwpu_positive_327,train,3,storage_tank,136,94,187,154,3108,1152,681,rgb,0.5065,0.5-0.6,,66,3.394,False,0.714
nwpu_positive_327_001,nwpu_positive_327,train,3,storage_tank,194,102,240,153,2341,1152,681,rgb,0.4194,0.4-0.5,,56,4.0,False,0.747
nwpu_positive_327_002,nwpu_positive_327,train,3,storage_tank,298,141,373,188,3538,1152,681,rgb,0.4081,0.4-0.5,,83,2.699,False,0.514
nwpu_positive_327_003,nwpu_positive_327,train,3,storage_tank,494,140,546,182,2193,1152,681,rgb,0.4479,0.4-0.5,,57,3.93,False,0.675
nwpu_positive_327_004,nwpu_positive_327,train,3,storage_tank,504,178,567,215,2295,1152,681,rgb,0.5981,0.5-0.6,,68,3.294,False,0.496
nwpu_positive_327_005,nwpu_positive_327,train,3,storage_tank,521,225,569,266,1966,1152,681,rgb,0.6093,0.6-0.7,,53,4.226,False,0.7
nwpu_positive_327_006,nwpu_positive_327,train,3,storage_tank,484,242,528,321,3423,1152,681,rgb,0.5428,0.5-0.6,,87,2.575,False,0.452
nwpu_positive_327_007,nwpu_positive_327,train,3,storage_tank,497,316,548,395,4074,1152,681,rgb,0.4441,0.4-0.5,,87,2.575,False,0.538
nwpu_positive_327_008,nwpu_positive_327,train,3,storage_tank,521,266,583,338,4413,1152,681,rgb,0.6848,0.6-0.7,,79,2.835,False,0.707
nwpu_positive_327_009,nwpu_positive_327,train,3,storage_tank,517,311,579,362,3173,1152,681,rgb,0.4315,0.4-0.5,,68,3.294,False,0.686
nwpu_positive_327_010,nwpu_positive_327,train,3,storage_tank,576,280,637,345,3996,1152,681,rgb,0.5481,0.5-0.6,,71,3.155,False,0.793
nwpu_positive_327_011,nwpu_positive_327,train,3,storage_tank,571,331,623,397,3401,1152,681,rgb,0.4215,0.4-0.5,,72,3.111,False,0.656
nwpu_positive_327_012,nwpu_positive_327,train,3,storage_tank,646,260,692,288,1287,1152,681,rgb,0.6942,0.6-0.7,,51,4.392,False,0.495
nwpu_positive_327_013,nwpu_positive_327,train,3,storage_tank,685,251,719,298,1624,1152,681,rgb,0.6858,0.6-0.7,,52,4.308,False,0.601
nwpu_positive_327_014,nwpu_positive_327,train,3,storage_tank,651,292,715,329,2355,1152,681,rgb,0.5266,0.5-0.6,,70,3.2,False,0.481
nwpu_positive_327_015,nwpu_positive_327,train,3,storage_tank,776,133,854,184,4024,1152,681,rgb,0.445,0.4-0.5,,86,2.605,False,0.544
nwpu_positive_328_000,nwpu_positive_328,train,5,tennis_court,212,82,290,113,2375,951,597,rgb,0.4231,0.4-0.5,,86,2.605,False,0.321
nwpu_positive_328_001,nwpu_positive_328,train,5,tennis_court,173,112,295,163,6273,951,597,rgb,0.4908,0.4-0.5,,135,1.659,False,0.344
nwpu_positive_328_002,nwpu_positive_328,train,5,tennis_court,147,167,231,216,4146,951,597,rgb,0.4445,0.4-0.5,,93,2.409,False,0.479
nwpu_positive_328_003,nwpu_positive_328,train,5,tennis_court,148,213,264,269,6435,951,597,rgb,0.6672,0.6-0.7,,127,1.764,False,0.399
nwpu_positive_328_004,nwpu_positive_328,train,5,tennis_court,327,81,429,130,5010,951,597,rgb,0.5298,0.5-0.6,,112,2.0,False,0.399
nwpu_positive_328_005,nwpu_positive_328,train,5,tennis_court,271,116,421,162,6865,951,597,rgb,0.5952,0.5-0.6,,165,1.358,False,0.252
nwpu_positive_328_006,nwpu_positive_328,train,5,tennis_court,312,179,470,208,4652,951,597,rgb,0.5493,0.5-0.6,,173,1.295,False,0.155
nwpu_positive_328_007,nwpu_positive_328,train,5,tennis_court,267,218,426,283,10243,951,597,rgb,0.4457,0.4-0.5,,174,1.287,False,0.338
nwpu_positive_328_008,nwpu_positive_328,train,5,tennis_court,442,71,551,109,4101,951,597,rgb,0.6795,0.6-0.7,,120,1.867,False,0.285
nwpu_positive_328_009,nwpu_positive_328,train,5,tennis_court,491,121,597,154,3447,951,597,rgb,0.5179,0.5-0.6,,117,1.915,False,0.252
nwpu_positive_328_010,nwpu_positive_328,train,5,tennis_court,470,164,577,225,6500,951,597,rgb,0.6145,0.6-0.7,,117,1.915,False,0.475
nwpu_positive_328_011,nwpu_positive_328,train,5,tennis_court,465,217,590,253,4489,951,597,rgb,0.6701,0.6-0.7,,137,1.635,False,0.239
nwpu_positive_328_012,nwpu_positive_328,train,5,tennis_court,593,85,690,111,2560,951,597,rgb,0.4496,0.4-0.5,,106,2.113,False,0.228
nwpu_positive_328_013,nwpu_positive_328,train,5,tennis_court,599,118,749,154,5398,951,597,rgb,0.5983,0.5-0.6,,166,1.349,False,0.196
nwpu_positive_328_014,nwpu_positive_328,train,5,tennis_court,589,151,714,201,6213,951,597,rgb,0.5977,0.5-0.6,,138,1.623,False,0.326
nwpu_positive_328_015,nwpu_positive_328,train,5,tennis_court,641,201,729,252,4500,951,597,rgb,0.6821,0.6-0.7,,96,2.333,False,0.488
nwpu_positive_329_000,nwpu_positive_329,train,5,tennis_court,54,76,108,134,3169,1151,655,rgb,0.6484,0.6-0.7,,64,3.5,False,0.774
nwpu_positive_329_001,nwpu_positive_329,train,5,tennis_court,94,87,163,125,2609,1151,655,rgb,0.5424,0.5-0.6,,75,2.987,False,0.464
nwpu_positive_329_002,nwpu_positive_329,train,5,tennis_court,105,130,141,191,2201,1151,655,rgb,0.5238,0.5-0.6,,67,3.343,False,0.49
nwpu_positive_329_003,nwpu_positive_329,train,5,tennis_court,144,126,197,172,2433,1151,655,rgb,0.6178,0.6-0.7,,59,3.797,False,0.699
nwpu_positive_329_004,nwpu_positive_329,train,5,tennis_court,189,118,242,165,2453,1151,655,rgb,0.667,0.6-0.7,,58,3.862,False,0.729
nwpu_positive_329_005,nwpu_positive_329,train,5,tennis_court,138,178,182,237,2565,1151,655,rgb,0.4137,0.4-0.5,,64,3.5,False,0.626
nwpu_positive_329_006,nwpu_positive_329,train,5,tennis_court,165,164,241,223,4474,1151,655,rgb,0.5774,0.5-0.6,,84,2.667,False,0.634
nwpu_positive_329_007,nwpu_positive_329,train,5,tennis_court,208,159,273,208,3233,1151,655,rgb,0.5446,0.5-0.6,,72,3.111,False,0.624
nwpu_positive_329_008,nwpu_positive_329,train,5,tennis_court,263,147,313,196,2433,1151,655,rgb,0.404,0.4-0.5,,54,4.148,False,0.834
nwpu_positive_329_009,nwpu_positive_329,train,5,tennis_court,149,227,222,263,2691,1151,655,rgb,0.5078,0.5-0.6,,80,2.8,False,0.42
nwpu_positive_329_010,nwpu_positive_329,train,5,tennis_court,235,228,274,297,2678,1151,655,rgb,0.6015,0.6-0.7,,76,2.947,False,0.464
nwpu_positive_329_011,nwpu_positive_329,train,5,tennis_court,260,227,331,269,3040,1151,655,rgb,0.575,0.5-0.6,,78,2.872,False,0.5
nwpu_positive_329_012,nwpu_positive_329,train,5,tennis_court,324,201,376,275,3914,1151,655,rgb,0.4392,0.4-0.5,,82,2.732,False,0.582
nwpu_positive_329_013,nwpu_positive_329,train,5,tennis_court,204,337,263,386,2914,1151,655,rgb,0.5778,0.5-0.6,,65,3.446,False,0.69
nwpu_positive_329_014,nwpu_positive_329,train,5,tennis_court,314,358,395,409,4052,1151,655,rgb,0.4844,0.4-0.5,,88,2.545,False,0.523
nwpu_positive_329_015,nwpu_positive_329,train,5,tennis_court,467,372,520,434,3323,1151,655,rgb,0.6293,0.6-0.7,,68,3.294,False,0.719
nwpu_positive_329_016,nwpu_positive_329,train,5,tennis_court,696,219,762,286,4361,1151,655,rgb,0.6563,0.6-0.7,,74,3.027,False,0.796
nwpu_positive_329_017,nwpu_positive_329,train,5,tennis_court,751,211,797,263,2380,1151,655,rgb,0.6577,0.6-0.7,,57,3.93,False,0.732
nwpu_positive_329_018,nwpu_positive_329,train,5,tennis_court,788,233,857,277,3002,1151,655,rgb,0.6049,0.6-0.7,,76,2.947,False,0.52
nwpu_positive_329_019,nwpu_positive_329,train,5,tennis_court,852,244,925,282,2822,1151,655,rgb,0.4539,0.4-0.5,,80,2.8,False,0.441
nwpu_positive_329_020,nwpu_positive_329,train,5,tennis_court,715,292,780,349,3679,1151,655,rgb,0.6771,0.6-0.7,,72,3.111,False,0.71
nwpu_positive_329_021,nwpu_positive_329,train,5,tennis_court,793,288,842,343,2644,1151,655,rgb,0.4373,0.4-0.5,,60,3.733,False,0.734
nwpu_positive_329_022,nwpu_positive_329,train,5,tennis_court,809,283,873,328,2880,1151,655,rgb,0.5929,0.5-0.6,,70,3.2,False,0.588
nwpu_positive_329_023,nwpu_positive_329,train,5,tennis_court,975,378,1034,410,1885,1151,655,rgb,0.4697,0.4-0.5,,65,3.446,False,0.446
nwpu_positive_330_000,nwpu_positive_330,train,5,tennis_court,532,88,568,136,1718,732,554,rgb,0.5878,0.5-0.6,,53,4.226,False,0.611
nwpu_positive_330_001,nwpu_positive_330,train,5,tennis_court,558,70,607,127,2777,732,554,rgb,0.6394,0.6-0.7,,63,3.556,False,0.7
nwpu_positive_330_002,nwpu_positive_330,train,5,tennis_court,560,131,621,174,2639,732,554,rgb,0.6085,0.6-0.7,,68,3.294,False,0.571
nwpu_positive_330_003,nwpu_positive_330,train,5,tennis_court,593,131,656,166,2221,732,554,rgb,0.5532,0.5-0.6,,69,3.246,False,0.467
nwpu_positive_330_004,nwpu_positive_330,train,5,tennis_court,610,114,657,169,2614,732,554,rgb,0.6759,0.6-0.7,,60,3.733,False,0.726
nwpu_positive_330_005,nwpu_positive_330,train,5,tennis_court,632,114,683,150,1829,732,554,rgb,0.6772,0.6-0.7,,57,3.93,False,0.563
nwpu_positive_331_000,nwpu_positive_331,train,5,tennis_court,482,286,576,341,5155,993,658,rgb,0.6913,0.6-0.7,,103,2.175,False,0.486
nwpu_positive_331_001,nwpu_positive_331,train,5,tennis_court,432,298,519,398,8695,993,658,rgb,0.5983,0.5-0.6,,110,2.036,False,0.719
nwpu_positive_331_002,nwpu_positive_331,train,6,basketball_court,317,330,454,365,4809,993,658,rgb,0.4513,0.4-0.5,,151,1.483,False,0.211
nwpu_positive_332_000,nwpu_positive_332,train,5,tennis_court,179,362,295,438,8817,1052,605,rgb,0.6723,0.6-0.7,,128,1.75,False,0.538
nwpu_positive_332_001,nwpu_positive_332,train,5,tennis_court,222,364,300,468,8161,1052,605,rgb,0.6515,0.6-0.7,,115,1.948,False,0.617
nwpu_positive_332_002,nwpu_positive_332,train,5,tennis_court,250,410,380,467,7393,1052,605,rgb,0.4607,0.4-0.5,,143,1.566,False,0.362
nwpu_positive_332_003,nwpu_positive_332,train,5,tennis_court,280,426,387,492,7071,1052,605,rgb,0.5289,0.5-0.6,,118,1.898,False,0.508
nwpu_positive_332_004,nwpu_positive_332,train,5,tennis_court,355,456,415,569,6734,1052,605,rgb,0.5227,0.5-0.6,,124,1.806,False,0.438
nwpu_positive_332_005,nwpu_positive_332,train,5,tennis_court,369,465,496,583,15047,1052,605,rgb,0.4854,0.4-0.5,,140,1.6,False,0.768
nwpu_positive_332_006,nwpu_positive_332,train,7,ground_track_field,367,75,799,602,227293,1052,605,rgb,0.6055,0.6-0.7,,579,0.387,False,0.678
nwpu_positive_333_000,nwpu_positive_333,train,5,tennis_court,90,173,290,250,15368,931,621,rgb,0.468,0.4-0.5,,220,1.018,False,0.318
nwpu_positive_333_001,nwpu_positive_333,train,5,tennis_court,367,126,522,207,12473,931,621,rgb,0.4602,0.4-0.5,,171,1.31,False,0.427
nwpu_positive_333_002,nwpu_positive_333,train,5,tennis_court,404,237,514,293,6102,931,621,rgb,0.4034,0.4-0.5,,121,1.851,False,0.417
nwpu_positive_333_003,nwpu_positive_333,train,5,tennis_court,579,132,728,194,9324,931,621,rgb,0.5048,0.5-0.6,,164,1.366,False,0.347
nwpu_positive_333_004,nwpu_positive_333,train,5,tennis_court,351,62,498,107,6731,931,621,rgb,0.6312,0.6-0.7,,162,1.383,False,0.256
nwpu_positive_334_000,nwpu_positive_334,train,5,tennis_court,187,209,261,311,7479,959,552,rgb,0.4928,0.4-0.5,,112,2.0,False,0.596
nwpu_positive_334_001,nwpu_positive_334,train,5,tennis_court,231,261,339,343,8809,959,552,rgb,0.4184,0.4-0.5,,119,1.882,False,0.622
nwpu_positive_335_000,nwpu_positive_335,train,4,baseball_diamond,665,26,758,121,8868,992,600,rgb,0.5803,0.5-0.6,,105,2.133,False,0.804
nwpu_positive_335_001,nwpu_positive_335,train,4,baseball_diamond,419,11,498,93,6489,992,600,rgb,0.682,0.6-0.7,,91,2.462,False,0.784
nwpu_positive_335_002,nwpu_positive_335,train,4,baseball_diamond,442,94,548,152,6168,992,600,rgb,0.6502,0.6-0.7,,116,1.931,False,0.458
nwpu_positive_335_003,nwpu_positive_335,train,4,baseball_diamond,374,437,464,553,10577,992,600,rgb,0.5389,0.5-0.6,,128,1.75,False,0.646
nwpu_positive_335_004,nwpu_positive_335,train,4,baseball_diamond,62,374,200,484,15229,992,600,rgb,0.4418,0.4-0.5,,152,1.474,False,0.659
nwpu_positive_335_005,nwpu_positive_335,train,5,tennis_court,156,219,218,274,3407,992,600,rgb,0.6447,0.6-0.7,,68,3.294,False,0.737
nwpu_positive_335_006,nwpu_positive_335,train,5,tennis_court,192,235,244,300,3375,992,600,rgb,0.6192,0.6-0.7,,71,3.155,False,0.67
