crop_id,image_uid,split,class_id,class_name,xmin,ymin,xmax,ymax,area_px,image_width,image_height,sensor,skipped_reason,local_window_px,upsample_factor,high_upsample,box_fill
hrrsd_10567_002,hrrsd_10567,train,9,airplane,1283,6,1445,137,21222,2032,2000,,,178,1.258,False,0.67
hrrsd_10567_003,hrrsd_10567,train,9,airplane,1244,280,1445,463,36783,2032,2000,,,221,1.014,False,0.753
hrrsd_10567_004,hrrsd_10567,train,9,airplane,1148,917,1342,1085,32592,2032,2000,,,213,1.052,False,0.718
hrrsd_10567_005,hrrsd_10567,train,9,airplane,1422,1075,1622,1299,44800,2032,2000,,,246,0.911,False,0.74
hrrsd_10567_006,hrrsd_10567,train,9,airplane,950,691,1116,853,26892,2032,2000,,,183,1.224,False,0.803
hrrsd_10567_007,hrrsd_10567,train,9,airplane,730,741,886,919,27768,2032,2000,,,196,1.143,False,0.723
hrrsd_10567_008,hrrsd_10567,train,9,airplane,830,1175,970,1331,21840,2032,2000,,,172,1.302,False,0.738
hrrsd_10567_009,hrrsd_10567,train,9,airplane,506,719,682,961,42592,2032,2000,,,266,0.842,False,0.602
hrrsd_10567_010,hrrsd_10567,train,9,airplane,402,1199,568,1399,33200,2032,2000,,,220,1.018,False,0.686
hrrsd_10567_011,hrrsd_10567,train,9,airplane,707,248,882,472,39200,2032,2000,,,246,0.911,False,0.648
hrrsd_10567_012,hrrsd_10567,train,9,airplane,1466,1313,1644,1487,30972,2032,2000,,,196,1.143,False,0.806
hrrsd_10567_013,hrrsd_10567,train,9,airplane,895,1623,1043,1773,22200,2032,2000,,,165,1.358,False,0.815
hrrsd_10567_014,hrrsd_10567,train,9,airplane,695,1650,852,1829,28103,2032,2000,,,197,1.137,False,0.724
hrrsd_10580_000,hrrsd_10580,train,1,baseball_diamond,486,111,1000,521,210740,1108,888,,,565,0.396,False,0.66
hrrsd_10580_001,hrrsd_10580,train,12,ground_track_field,64,437,820,799,273672,1108,888,,,832,0.269,False,0.395
hrrsd_10581_000,hrrsd_10581,train,12,ground_track_field,401,562,1124,1000,316674,1548,1248,,,795,0.282,False,0.501
hrrsd_10583_000,hrrsd_10583,train,9,airplane,62,202,124,246,2728,400,449,,,68,3.294,False,0.59
hrrsd_10583_001,hrrsd_10583,train,9,airplane,240,223,356,351,14848,400,449,,,141,1.589,False,0.747
hrrsd_10585_000,hrrsd_10585,train,9,airplane,24,401,97,486,6205,442,528,,,94,2.383,False,0.702
hrrsd_10585_001,hrrsd_10585,train,9,airplane,152,333,239,412,6873,442,528,,,96,2.333,False,0.746
hrrsd_10585_002,hrrsd_10585,train,9,airplane,327,450,375,508,2784,442,528,,,64,3.5,False,0.68
hrrsd_10585_003,hrrsd_10585,train,9,airplane,325,399,372,453,2538,442,528,,,59,3.797,False,0.729
hrrsd_10585_004,hrrsd_10585,train,9,airplane,323,350,378,404,2970,442,528,,,61,3.672,False,0.798
hrrsd_10585_005,hrrsd_10585,train,9,airplane,323,302,373,351,2450,442,528,,,55,4.073,False,0.81
hrrsd_10585_006,hrrsd_10585,train,9,airplane,328,247,381,301,2862,442,528,,,59,3.797,False,0.822
hrrsd_10585_007,hrrsd_10585,train,9,airplane,333,145,380,198,2491,442,528,,,58,3.862,False,0.74
hrrsd_10585_008,hrrsd_10585,train,9,airplane,331,92,380,145,2597,442,528,,,58,3.862,False,0.772
hrrsd_10585_009,hrrsd_10585,train,9,airplane,332,39,382,95,2800,442,528,,,62,3.613,False,0.728
hrrsd_10592_000,hrrsd_10592,train,2,bridge,338,478,1643,1321,1100115,1760,1848,,,1436,0.156,False,0.533
hrrsd_10602_000,hrrsd_10602,train,1,baseball_diamond,145,702,640,1220,256410,792,1296,,,570,0.393,False,0.789
hrrsd_10602_001,hrrsd_10602,train,0,basketball_court,232,558,358,639,10206,792,1296,,,139,1.612,False,0.528
hrrsd_10602_002,hrrsd_10602,train,0,basketball_court,228,482,358,561,10270,792,1296,,,143,1.566,False,0.502
hrrsd_10602_003,hrrsd_10602,train,0,basketball_court,226,401,354,491,11520,792,1296,,,141,1.589,False,0.579
hrrsd_10602_004,hrrsd_10602,train,0,basketball_court,225,272,357,356,11088,792,1296,,,145,1.545,False,0.527
hrrsd_10603_000,hrrsd_10603,train,1,baseball_diamond,251,526,594,831,104615,638,858,,,377,0.594,False,0.736
hrrsd_10603_001,hrrsd_10603,train,1,baseball_diamond,258,309,582,595,92664,638,858,,,356,0.629,False,0.731
hrrsd_10603_002,hrrsd_10603,train,0,basketball_court,146,312,254,392,8640,638,858,,,119,1.882,False,0.61
hrrsd_10603_003,hrrsd_10603,train,0,basketball_court,142,210,251,295,9265,638,858,,,120,1.867,False,0.643
hrrsd_10605_000,hrrsd_10605,train,1,baseball_diamond,321,553,779,968,190070,827,1067,,,504,0.444,False,0.748
hrrsd_10607_000,hrrsd_10607,train,2,bridge,574,703,792,1495,172656,1168,2028,,,871,0.257,False,0.228
hrrsd_10613_000,hrrsd_10613,train,2,bridge,330,84,506,809,127600,752,1124,,,752,0.298,False,0.226
hrrsd_10619_000,hrrsd_10619,train,2,bridge,542,2531,1070,2963,228096,1464,3400,,,581,0.386,False,0.676
hrrsd_10619_001,hrrsd_10619,train,2,bridge,533,1925,1067,2120,104130,1464,3400,,,587,0.382,False,0.302
hrrsd_10619_002,hrrsd_10619,train,2,bridge,530,1399,1097,1576,100359,1464,3400,,,624,0.359,False,0.258
hrrsd_10619_003,hrrsd_10619,train,2,bridge,554,853,1076,1018,86130,1464,3400,,,574,0.39,False,0.261
hrrsd_10619_004,hrrsd_10619,train,2,bridge,542,289,1064,460,89262,1464,3400,,,574,0.39,False,0.271
hrrsd_10622_000,hrrsd_10622,train,1,baseball_diamond,41,231,388,581,121450,514,602,,,385,0.582,False,0.819
hrrsd_10625_000,hrrsd_10625,train,0,basketball_court,571,636,634,752,7308,876,942,,,128,1.75,False,0.446
hrrsd_10625_001,hrrsd_10625,train,1,baseball_diamond,154,483,487,878,131535,876,942,,,435,0.515,False,0.695
hrrsd_10625_002,hrrsd_10625,train,1,baseball_diamond,190,149,511,506,114597,876,942,,,393,0.57,False,0.742
hrrsd_10625_003,hrrsd_10625,train,1,baseball_diamond,349,326,652,653,99081,876,942,,,360,0.622,False,0.765
hrrsd_10631_000,hrrsd_10631,train,1,baseball_diamond,262,251,512,546,73750,543,644,,,324,0.691,False,0.703
hrrsd_10631_001,hrrsd_10631,train,1,baseball_diamond,91,284,283,490,39552,543,644,,,227,0.987,False,0.768
hrrsd_10632_000,hrrsd_10632,train,9,airplane,586,299,748,469,27540,1088,815,,,187,1.198,False,0.788
hrrsd_10632_001,hrrsd_10632,train,9,airplane,864,87,1038,235,25752,1088,815,,,191,1.173,False,0.706
hrrsd_10632_002,hrrsd_10632,train,9,airplane,419,133,608,293,30240,1088,815,,,208,1.077,False,0.699
hrrsd_10633_000,hrrsd_10633,train,9,airplane,229,413,387,525,17696,780,618,,,174,1.287,False,0.584
hrrsd_10633_001,hrrsd_10633,train,9,airplane,348,294,433,368,6290,780,618,,,94,2.383,False,0.712
hrrsd_10633_002,hrrsd_10633,train,9,airplane,406,158,547,261,14523,780,618,,,155,1.445,False,0.604
hrrsd_10635_000,hrrsd_10635,train,9,airplane,774,233,910,384,20536,993,675,,,166,1.349,False,0.745
hrrsd_10635_001,hrrsd_10635,train,9,airplane,132,531,301,669,23322,993,675,,,186,1.204,False,0.674
hrrsd_10635_002,hrrsd_10635,train,9,airplane,214,380,385,537,26847,993,675,,,188,1.191,False,0.76
hrrsd_10635_003,hrrsd_10635,train,9,airplane,412,132,571,276,22896,993,675,,,175,1.28,False,0.748
hrrsd_10635_004,hrrsd_10635,train,9,airplane,528,14,682,126,17248,993,675,,,169,1.325,False,0.604
hrrsd_10645_000,hrrsd_10645,train,12,ground_track_field,509,328,1196,922,408078,1458,1110,,,756,0.296,False,0.714
hrrsd_10648_000,hrrsd_10648,train,2,bridge,324,194,502,392,35244,732,654,,,218,1.028,False,0.742
hrrsd_10650_000,hrrsd_10650,train,2,bridge,243,166,399,351,28860,671,456,,,204,1.098,False,0.693
hrrsd_10651_000,hrrsd_10651,train,2,bridge,785,397,1076,691,85554,1908,1152,,,323,0.693,False,0.82
hrrsd_10656_000,hrrsd_10656,train,2,bridge,661,2044,2629,5004,5825280,4288,6864,,,3256,0.069,False,0.549
hrrsd_10661_000,hrrsd_10661,train,12,ground_track_field,296,1176,955,1842,438894,1736,2096,,,733,0.306,False,0.817
hrrsd_10665_000,hrrsd_10665,train,12,ground_track_field,222,223,1014,631,323136,1196,1116,,,871,0.257,False,0.426
hrrsd_10671_000,hrrsd_10671,train,1,baseball_diamond,155,260,491,602,114912,658,720,,,376,0.596,False,0.813
hrrsd_10681_000,hrrsd_10681,train,2,bridge,931,1877,4749,4326,9350282,6784,6048,,,4200,0.053,False,0.53
hrrsd_10692_000,hrrsd_10692,train,2,bridge,114,205,497,888,261589,836,1132,,,751,0.298,False,0.464
hrrsd_10692_001,hrrsd_10692,train,2,bridge,501,304,777,939,175260,836,1132,,,698,0.321,False,0.36
hrrsd_10693_000,hrrsd_10693,train,2,bridge,229,199,524,854,193225,662,1116,,,662,0.338,False,0.441
hrrsd_10697_000,hrrsd_10697,train,2,bridge,398,637,1074,1327,466440,1332,1980,,,759,0.295,False,0.81
hrrsd_10699_000,hrrsd_10699,train,2,bridge,370,621,738,2121,552000,1312,2336,,,1312,0.171,False,0.321
hrrsd_10702_000,hrrsd_10702,train,2,bridge,739,1058,1983,2398,1666960,2624,3336,,,1474,0.152,False,0.767
hrrsd_10707_000,hrrsd_10707,train,6,ship,208,100,1106,460,323280,1424,1276,,,988,0.227,False,0.331
hrrsd_10721_000,hrrsd_10721,train,1,baseball_diamond,137,777,712,1432,376625,928,1676,,,721,0.311,False,0.725
hrrsd_10721_001,hrrsd_10721,train,1,baseball_diamond,59,158,604,711,301385,928,1676,,,608,0.368,False,0.815
hrrsd_10724_000,hrrsd_10724,train,9,airplane,478,328,573,395,6365,808,958,,,105,2.133,False,0.577
hrrsd_10730_000,hrrsd_10730,train,9,airplane,546,624,630,707,6972,769,985,,,92,2.435,False,0.824
hrrsd_10730_001,hrrsd_10730,train,9,airplane,476,551,545,623,4968,769,985,,,79,2.835,False,0.796
hrrsd_10730_002,hrrsd_10730,train,9,airplane,315,528,411,624,9216,769,985,,,106,2.113,False,0.82
hrrsd_10730_003,hrrsd_10730,train,9,airplane,199,319,293,411,8648,769,985,,,103,2.175,False,0.815
hrrsd_10739_000,hrrsd_10739,train,9,airplane,111,769,204,870,9393,597,987,,,111,2.018,False,0.762
hrrsd_10739_001,hrrsd_10739,train,9,airplane,217,775,309,875,9200,597,987,,,110,2.036,False,0.76
hrrsd_10739_002,hrrsd_10739,train,9,airplane,319,761,419,876,11500,597,987,,,127,1.764,False,0.713
hrrsd_10739_003,hrrsd_10739,train,9,airplane,195,403,295,523,12000,597,987,,,132,1.697,False,0.689
hrrsd_10739_004,hrrsd_10739,train,9,airplane,48,179,144,281,9792,597,987,,,112,2.0,False,0.781
hrrsd_10739_005,hrrsd_10739,train,9,airplane,153,145,253,267,12200,597,987,,,134,1.672,False,0.679
hrrsd_10739_006,hrrsd_10739,train,9,airplane,250,136,361,253,12987,597,987,,,129,1.736,False,0.78
hrrsd_10739_007,hrrsd_10739,train,9,airplane,366,126,472,235,11554,597,987,,,120,1.867,False,0.802
hrrsd_10741_000,hrrsd_10741,train,9,airplane,302,900,362,959,3540,499,999,,,66,3.394,False,0.813
hrrsd_10741_001,hrrsd_10741,train,9,airplane,289,603,358,657,3726,499,999,,,76,2.947,False,0.645
hrrsd_10741_002,hrrsd_10741,train,9,airplane,277,394,345,470,5168,499,999,,,84,2.667,False,0.732
hrrsd_10741_003,hrrsd_10741,train,9,airplane,274,305,336,362,3534,499,999,,,68,3.294,False,0.764
hrrsd_10741_004,hrrsd_10741,train,9,airplane,272,207,340,260,3604,499,999,,,75,2.987,False,0.641
hrrsd_10741_005,hrrsd_10741,train,9,airplane,268,106,340,165,4248,499,999,,,79,2.835,False,0.681
hrrsd_10758_000,hrrsd_10758,train,9,airplane,17,661,112,766,9975,683,1066,,,116,1.931,False,0.741
hrrsd_10758_001,hrrsd_10758,train,9,airplane,80,774,171,865,8281,683,1066,,,100,2.24,False,0.828
hrrsd_10758_002,hrrsd_10758,train,9,airplane,173,861,267,951,8460,683,1066,,,103,2.175,False,0.797
hrrsd_10758_003,hrrsd_10758,train,9,airplane,366,851,442,917,5016,683,1066,,,84,2.667,False,0.711
hrrsd_10758_004,hrrsd_10758,train,9,airplane,338,738,431,831,8649,683,1066,,,102,2.196,False,0.831
hrrsd_10758_005,hrrsd_10758,train,9,airplane,300,626,397,725,9603,683,1066,,,109,2.055,False,0.808
hrrsd_10758_006,hrrsd_10758,train,9,airplane,269,520,371,613,9486,683,1066,,,112,2.0,False,0.756
hrrsd_10758_007,hrrsd_10758,train,9,airplane,253,409,355,502,9486,683,1066,,,112,2.0,False,0.756
hrrsd_10758_008,hrrsd_10758,train,9,airplane,243,278,345,381,10506,683,1066,,,113,1.982,False,0.823
hrrsd_10758_009,hrrsd_10758,train,9,airplane,550,833,639,911,6942,683,1066,,,98,2.286,False,0.723
hrrsd_10758_010,hrrsd_10758,train,9,airplane,522,656,603,722,5346,683,1066,,,89,2.517,False,0.675
hrrsd_10758_011,hrrsd_10758,train,9,airplane,532,527,640,621,10152,683,1066,,,119,1.882,False,0.717
hrrsd_10758_012,hrrsd_10758,train,9,airplane,524,393,642,503,12980,683,1066,,,130,1.723,False,0.768
hrrsd_10758_013,hrrsd_10758,train,9,airplane,490,271,613,369,12054,683,1066,,,135,1.659,False,0.661
hrrsd_10758_014,hrrsd_10758,train,9,airplane,478,161,573,250,8455,683,1066,,,105,2.133,False,0.767
hrrsd_10758_015,hrrsd_10758,train,9,airplane,456,49,556,133,8400,683,1066,,,110,2.036,False,0.694
hrrsd_10761_000,hrrsd_10761,train,9,airplane,116,947,198,1027,6560,609,1165,,,90,2.489,False,0.81
hrrsd_10761_001,hrrsd_10761,train,9,airplane,225,1015,291,1100,5610,609,1165,,,94,2.383,False,0.635
hrrsd_10761_002,hrrsd_10761,train,9,airplane,336,1025,410,1132,7918,609,1165,,,118,1.898,False,0.569
hrrsd_10761_003,hrrsd_10761,train,9,airplane,476,901,549,977,5548,609,1165,,,84,2.667,False,0.786
hrrsd_10761_004,hrrsd_10761,train,9,airplane,96,577,184,661,7392,609,1165,,,97,2.309,False,0.786
hrrsd_10761_005,hrrsd_10761,train,9,airplane,77,457,162,542,7225,609,1165,,,94,2.383,False,0.818
hrrsd_10761_006,hrrsd_10761,train,9,airplane,39,338,131,431,8556,609,1165,,,102,2.196,False,0.822
hrrsd_10761_007,hrrsd_10761,train,9,airplane,66,106,140,200,6956,609,1165,,,103,2.175,False,0.656
hrrsd_10761_008,hrrsd_10761,train,9,airplane,170,70,245,151,6075,609,1165,,,89,2.517,False,0.767
hrrsd_10761_009,hrrsd_10761,train,9,airplane,281,38,366,146,9180,609,1165,,,119,1.882,False,0.648
hrrsd_10766_000,hrrsd_10766,train,9,airplane,92,559,189,663,10088,811,927,,,114,1.965,False,0.776
hrrsd_10766_001,hrrsd_10766,train,9,airplane,113,281,172,342,3599,811,927,,,67,3.343,False,0.802
hrrsd_10766_002,hrrsd_10766,train,9,airplane,518,225,574,285,3360,811,927,,,66,3.394,False,0.771
hrrsd_10766_003,hrrsd_10766,train,9,airplane,647,218,702,276,3190,811,927,,,64,3.5,False,0.779
hrrsd_10769_000,hrrsd_10769,train,9,airplane,65,554,146,665,8991,647,783,,,122,1.836,False,0.604
hrrsd_10769_001,hrrsd_10769,train,9,airplane,173,568,232,641,4307,647,783,,,80,2.8,False,0.673
hrrsd_10769_002,hrrsd_10769,train,9,airplane,223,648,344,755,12947,647,783,,,133,1.684,False,0.732
hrrsd_10769_003,hrrsd_10769,train,9,airplane,40,389,101,471,5002,647,783,,,90,2.489,False,0.618
hrrsd_10769_004,hrrsd_10769,train,9,airplane,122,385,179,462,4389,647,783,,,85,2.635,False,0.607
hrrsd_10769_005,hrrsd_10769,train,9,airplane,297,365,358,436,4331,647,783,,,78,2.872,False,0.712
hrrsd_10769_006,hrrsd_10769,train,9,airplane,479,525,542,597,4536,647,783,,,79,2.835,False,0.727
hrrsd_10769_007,hrrsd_10769,train,9,airplane,531,123,595,199,4864,647,783,,,84,2.667,False,0.689
hrrsd_10774_000,hrrsd_10774,train,9,airplane,63,899,128,971,4680,578,1025,,,79,2.835,False,0.75
hrrsd_10774_001,hrrsd_10774,train,9,airplane,228,900,293,971,4615,578,1025,,,78,2.872,False,0.759
hrrsd_10774_002,hrrsd_10774,train,9,airplane,399,903,463,974,4544,578,1025,,,78,2.872,False,0.747
hrrsd_10774_003,hrrsd_10774,train,9,airplane,486,890,552,975,5610,578,1025,,,94,2.383,False,0.635
hrrsd_10774_004,hrrsd_10774,train,9,airplane,155,658,204,740,4018,578,1025,,,90,2.489,False,0.496
hrrsd_10774_005,hrrsd_10774,train,9,airplane,346,670,387,734,2624,578,1025,,,70,3.2,False,0.536
hrrsd_10774_006,hrrsd_10774,train,9,airplane,413,666,462,746,3920,578,1025,,,88,2.545,False,0.506
hrrsd_10774_007,hrrsd_10774,train,9,airplane,504,655,549,715,2700,578,1025,,,66,3.394,False,0.62
hrrsd_10774_008,hrrsd_10774,train,9,airplane,234,581,316,638,4674,578,1025,,,90,2.489,False,0.577
hrrsd_10774_009,hrrsd_10774,train,9,airplane,89,493,167,547,4212,578,1025,,,86,2.605,False,0.569
hrrsd_10774_010,hrrsd_10774,train,9,airplane,294,385,341,472,4089,578,1025,,,96,2.333,False,0.444
hrrsd_10774_011,hrrsd_10774,train,9,airplane,361,386,406,452,2970,578,1025,,,73,3.068,False,0.557
hrrsd_10774_012,hrrsd_10774,train,9,airplane,426,374,470,436,2728,578,1025,,,68,3.294,False,0.59
hrrsd_10774_013,hrrsd_10774,train,9,airplane,173,141,240,208,4489,578,1025,,,74,3.027,False,0.82
hrrsd_10774_014,hrrsd_10774,train,9,airplane,308,152,348,208,2240,578,1025,,,62,3.613,False,0.583
hrrsd_10774_015,hrrsd_10774,train,9,airplane,374,156,413,218,2418,578,1025,,,68,3.294,False,0.523
hrrsd_10774_016,hrrsd_10774,train,9,airplane,503,135,552,188,2597,578,1025,,,58,3.862,False,0.772
hrrsd_10774_017,hrrsd_10774,train,9,airplane,496,57,554,105,2784,578,1025,,,64,3.5,False,0.68
hrrsd_10776_000,hrrsd_10776,train,9,airplane,253,141,350,231,8730,819,929,,,107,2.093,False,0.763
hrrsd_10776_001,hrrsd_10776,train,9,airplane,444,436,506,507,4402,819,929,,,78,2.872,False,0.724
hrrsd_10784_000,hrrsd_10784,train,9,airplane,349,645,436,749,9048,723,968,,,114,1.965,False,0.696
hrrsd_10784_001,hrrsd_10784,train,9,airplane,537,771,625,877,9328,723,968,,,117,1.915,False,0.681
hrrsd_10784_002,hrrsd_10784,train,9,airplane,440,380,524,447,5628,723,968,,,92,2.435,False,0.665
hrrsd_10784_003,hrrsd_10784,train,9,airplane,117,210,165,250,1920,723,968,,,53,4.226,False,0.684
hrrsd_10784_004,hrrsd_10784,train,9,airplane,516,85,623,170,9095,723,968,,,118,1.898,False,0.653
hrrsd_10786_000,hrrsd_10786,train,9,airplane,191,558,253,615,3534,758,977,,,68,3.294,False,0.764
hrrsd_10786_001,hrrsd_10786,train,9,airplane,253,512,289,540,1008,758,977,,,40,5.6,False,0.63
hrrsd_10786_002,hrrsd_10786,train,9,airplane,544,692,580,727,1260,758,977,,,40,5.6,False,0.787
hrrsd_10786_003,hrrsd_10786,train,9,airplane,599,714,665,785,4686,758,977,,,78,2.872,False,0.77
hrrsd_10786_004,hrrsd_10786,train,9,airplane,660,783,711,836,2703,758,977,,,58,3.862,False,0.804
hrrsd_10789_000,hrrsd_10789,train,9,airplane,540,716,595,776,3300,767,984,,,66,3.394,False,0.758
hrrsd_10789_001,hrrsd_10789,train,9,airplane,501,512,530,543,899,767,984,,,34,6.588,True,0.778
hrrsd_10789_002,hrrsd_10789,train,9,airplane,288,366,339,419,2703,767,984,,,58,3.862,False,0.804
hrrsd_10789_003,hrrsd_10789,train,9,airplane,430,295,479,333,1862,767,984,,,54,4.148,False,0.639
hrrsd_10789_004,hrrsd_10789,train,9,airplane,575,209,645,265,3920,767,984,,,77,2.909,False,0.661
hrrsd_10791_000,hrrsd_10791,train,9,airplane,82,876,134,938,3224,748,978,,,68,3.294,False,0.697
hrrsd_10791_001,hrrsd_10791,train,9,airplane,134,831,194,904,4380,748,978,,,80,2.8,False,0.684
hrrsd_10791_002,hrrsd_10791,train,9,airplane,253,757,303,808,2550,748,978,,,56,4.0,False,0.813
hrrsd_10791_003,hrrsd_10791,train,9,airplane,308,702,368,767,3900,748,978,,,72,3.111,False,0.752
hrrsd_10791_004,hrrsd_10791,train,9,airplane,227,562,262,596,1190,748,978,,,38,5.895,False,0.824
hrrsd_10791_005,hrrsd_10791,train,9,airplane,290,510,323,548,1254,748,978,,,42,5.333,False,0.711
hrrsd_10791_006,hrrsd_10791,train,9,airplane,540,529,590,569,2000,748,978,,,55,4.073,False,0.661
hrrsd_10791_007,hrrsd_10791,train,9,airplane,510,452,551,492,1640,748,978,,,45,4.978,False,0.81
hrrsd_10791_008,hrrsd_10791,train,9,airplane,421,375,483,423,2976,748,978,,,68,3.294,False,0.644
hrrsd_10791_009,hrrsd_10791,train,9,airplane,633,291,699,346,3630,748,978,,,73,3.068,False,0.681
hrrsd_10791_010,hrrsd_10791,train,9,airplane,584,233,649,287,3510,748,978,,,72,3.111,False,0.677
hrrsd_10799_000,hrrsd_10799,train,9,airplane,95,641,168,717,5548,661,881,,,84,2.667,False,0.786
hrrsd_10799_001,hrrsd_10799,train,9,airplane,474,303,567,369,6138,661,881,,,102,2.196,False,0.59
hrrsd_10802_000,hrrsd_10802,train,1,baseball_diamond,192,528,298,628,10600,705,1051,,,117,1.915,False,0.774
hrrsd_10802_001,hrrsd_10802,train,1,baseball_diamond,195,309,264,377,4692,705,1051,,,76,2.947,False,0.812
hrrsd_10802_002,hrrsd_10802,train,1,baseball_diamond,438,452,505,523,4757,705,1051,,,78,2.872,False,0.782
hrrsd_10802_003,hrrsd_10802,train,1,baseball_diamond,433,684,533,780,9600,705,1051,,,110,2.036,False,0.793
hrrsd_10813_000,hrrsd_10813,train,1,baseball_diamond,207,745,296,828,7387,704,1060,,,98,2.286,False,0.769
hrrsd_10813_001,hrrsd_10813,train,1,baseball_diamond,92,387,181,471,7476,704,1060,,,98,2.286,False,0.778
hrrsd_10813_002,hrrsd_10813,train,1,baseball_diamond,300,479,383,555,6308,704,1060,,,91,2.462,False,0.762
hrrsd_10813_003,hrrsd_10813,train,1,baseball_diamond,449,604,520,673,4899,704,1060,,,78,2.872,False,0.805
hrrsd_10813_004,hrrsd_10813,train,1,baseball_diamond,553,415,623,483,4760,704,1060,,,77,2.909,False,0.803
hrrsd_10813_005,hrrsd_10813,train,1,baseball_diamond,353,214,435,291,6314,704,1060,,,90,2.489,False,0.78
hrrsd_10817_000,hrrsd_10817,train,1,baseball_diamond,321,667,400,782,9085,473,878,,,127,1.764,False,0.563
hrrsd_10817_001,hrrsd_10817,train,1,baseball_diamond,225,411,302,529,9086,473,878,,,130,1.723,False,0.538
hrrsd_10817_002,hrrsd_10817,train,1,baseball_diamond,337,211,386,284,3577,473,878,,,80,2.8,False,0.559
hrrsd_10819_000,hrrsd_10819,train,1,baseball_diamond,86,182,209,292,13530,692,1063,,,135,1.659,False,0.742
hrrsd_10819_001,hrrsd_10819,train,12,ground_track_field,115,282,447,581,99268,692,1063,,,365,0.614,False,0.745
hrrsd_10830_000,hrrsd_10830,train,1,baseball_diamond,173,465,273,562,9700,701,1071,,,110,2.036,False,0.802
hrrsd_10830_001,hrrsd_10830,train,1,baseball_diamond,266,314,359,401,8091,701,1071,,,102,2.196,False,0.778
hrrsd_10834_000,hrrsd_10834,train,1,baseball_diamond,203,582,317,679,11058,707,1062,,,125,1.792,False,0.708
hrrsd_10834_001,hrrsd_10834,train,0,basketball_court,113,568,177,652,5376,707,1062,,,92,2.435,False,0.635
hrrsd_10844_000,hrrsd_10844,train,1,baseball_diamond,548,592,651,691,10197,711,1064,,,113,1.982,False,0.799
hrrsd_10852_000,hrrsd_10852,train,0,basketball_court,182,756,290,887,14148,536,894,,,144,1.556,False,0.682
hrrsd_10852_001,hrrsd_10852,train,0,basketball_court,222,715,336,851,15504,536,894,,,150,1.493,False,0.689
hrrsd_10852_002,hrrsd_10852,train,0,basketball_court,265,674,384,814,16660,536,894,,,154,1.455,False,0.702
hrrsd_10853_000,hrrsd_10853,train,0,basketball_court,257,356,350,449,8649,590,1013,,,102,2.196,False,0.831
hrrsd_10857_000,hrrsd_10857,train,0,basketball_court,222,664,319,783,11543,528,945,,,131,1.71,False,0.673
hrrsd_10857_001,hrrsd_10857,train,0,basketball_court,257,623,354,739,11252,528,945,,,128,1.75,False,0.687
hrrsd_10861_000,hrrsd_10861,train,0,basketball_court,112,620,217,691,7455,567,890,,,116,1.931,False,0.554
hrrsd_10879_000,hrrsd_10879,train,2,bridge,154,493,247,693,18600,507,933,,,220,1.018,False,0.384
hrrsd_10887_000,hrrsd_10887,train,2,bridge,174,525,378,645,24480,538,769,,,224,1.0,False,0.488
hrrsd_10892_000,hrrsd_10892,train,2,bridge,196,297,376,500,36540,593,853,,,223,1.004,False,0.735
hrrsd_10903_000,hrrsd_10903,train,12,ground_track_field,65,53,249,161,19872,381,601,,,202,1.109,False,0.487
hrrsd_10906_000,hrrsd_10906,train,1,baseball_diamond,284,562,357,672,8030,605,733,,,121,1.851,False,0.548
hrrsd_10906_001,hrrsd_10906,train,1,baseball_diamond,207,29,262,96,3685,605,733,,,74,3.027,False,0.673
hrrsd_10906_002,hrrsd_10906,train,12,ground_track_field,45,254,217,566,53664,605,733,,,343,0.653,False,0.456
hrrsd_10908_000,hrrsd_10908,train,12,ground_track_field,166,350,389,610,57980,518,858,,,286,0.783,False,0.709
hrrsd_10917_000,hrrsd_10917,train,12,ground_track_field,138,346,437,645,89401,598,921,,,329,0.681,False,0.826
hrrsd_10918_000,hrrsd_10918,train,12,ground_track_field,28,469,297,751,75858,501,847,,,310,0.723,False,0.789
hrrsd_10919_000,hrrsd_10919,train,12,ground_track_field,145,352,434,532,52020,574,820,,,318,0.704,False,0.514
hrrsd_10921_000,hrrsd_10921,train,12,ground_track_field,157,434,420,698,69432,533,868,,,290,0.772,False,0.826
hrrsd_10923_000,hrrsd_10923,train,12,ground_track_field,159,242,281,491,30378,507,732,,,274,0.818,False,0.405
hrrsd_10944_000,hrrsd_10944,train,12,ground_track_field,165,370,453,649,80352,502,694,,,317,0.707,False,0.8
hrrsd_10944_001,hrrsd_10944,train,1,baseball_diamond,79,394,137,481,5046,502,694,,,96,2.333,False,0.548
hrrsd_10946_000,hrrsd_10946,train,12,ground_track_field,92,196,443,422,79326,521,789,,,386,0.58,False,0.532
hrrsd_10946_001,hrrsd_10946,train,1,baseball_diamond,68,99,131,201,6426,521,789,,,112,2.0,False,0.512
hrrsd_10946_002,hrrsd_10946,train,1,baseball_diamond,246,116,302,194,4368,521,789,,,86,2.605,False,0.591
hrrsd_10957_000,hrrsd_10957,train,4,harbor,27,466,92,600,8710,593,747,,,147,1.524,False,0.403
hrrsd_10957_001,hrrsd_10957,train,4,harbor,325,455,393,614,10812,593,747,,,175,1.28,False,0.353
hrrsd_10957_002,hrrsd_10957,train,4,harbor,424,457,472,600,6864,593,747,,,157,1.427,False,0.278
hrrsd_10957_003,hrrsd_10957,train,4,harbor,481,451,536,565,6270,593,747,,,125,1.792,False,0.401
