proposal_id,image_uid,predicted_class,verified_class,detector_confidence,verdict,iou,xmin,ymin,xmax,ymax
detector:nwpu_positive_390_det002,nwpu_positive_390,vehicle,vehicle,0.9254959225654602,accept,0.8537,642,344,677,407
detector:nwpu_positive_390_det003,nwpu_positive_390,vehicle,vehicle,0.8184043765068054,accept,0.7645,564,483,598,546
detector:nwpu_positive_390_det004,nwpu_positive_390,vehicle,vehicle,0.687839925289154,accept,0.8644,526,547,561,613
detector:nwpu_positive_400_det000,nwpu_positive_400,vehicle,vehicle,0.9427427649497986,accept,0.8785,41,538,87,599
detector:nwpu_positive_400_det001,nwpu_positive_400,vehicle,vehicle,0.821897029876709,accept,0.9041,112,558,160,631
detector:nwpu_positive_400_det002,nwpu_positive_400,vehicle,vehicle,0.7614870071411133,accept,0.8254,57,40,111,103
detector:nwpu_positive_401_det000,nwpu_positive_401,vehicle,vehicle,0.98312908411026,accept,0.9,149,257,215,308
detector:nwpu_positive_401_det001,nwpu_positive_401,vehicle,vehicle,0.9062610864639282,accept,0.904,343,128,399,200
detector:nwpu_positive_401_det002,nwpu_positive_401,bridge,,0.096371129155159,reject_background,0.0,745,304,888,598
detector:nwpu_positive_408_det000,nwpu_positive_408,vehicle,vehicle,0.6537702679634094,accept,0.8786,447,130,482,189
detector:nwpu_positive_408_det001,nwpu_positive_408,vehicle,vehicle,0.4772457778453827,accept,0.91,406,125,445,189
detector:nwpu_positive_408_det002,nwpu_positive_408,vehicle,,0.08350282162427902,reject_background,0.0,157,95,238,128
detector:nwpu_positive_408_det003,nwpu_positive_408,vehicle,vehicle,0.07860317081212997,adjust,0.5407,406,125,471,190
detector:nwpu_positive_408_det004,nwpu_positive_408,vehicle,vehicle,0.05793818086385727,adjust,0.4902,421,126,483,192
detector:nwpu_positive_414_det000,nwpu_positive_414,vehicle,vehicle,0.9348324537277222,accept,0.9133,156,224,214,260
detector:nwpu_positive_414_det001,nwpu_positive_414,vehicle,vehicle,0.8987129330635071,accept,0.9282,75,221,122,251
detector:nwpu_positive_414_det002,nwpu_positive_414,vehicle,vehicle,0.8966695070266724,adjust,0.6458,384,153,434,183
detector:nwpu_positive_414_det003,nwpu_positive_414,vehicle,vehicle,0.8850306272506714,accept,0.8601,3,59,34,111
detector:nwpu_positive_414_det004,nwpu_positive_414,vehicle,vehicle,0.7291812896728516,accept,0.8465,104,27,137,76
detector:nwpu_positive_414_det005,nwpu_positive_414,vehicle,vehicle,0.6017722487449646,accept,0.867,78,36,109,85
detector:nwpu_positive_414_det006,nwpu_positive_414,vehicle,vehicle,0.4026368260383606,accept,0.8388,31,47,63,98
detector:nwpu_positive_414_det007,nwpu_positive_414,vehicle,vehicle,0.40145447850227356,accept,0.8635,58,43,85,89
detector:nwpu_positive_414_det008,nwpu_positive_414,ship,,0.12835027277469635,reject_background,0.0,504,431,587,475
detector:nwpu_positive_414_det009,nwpu_positive_414,vehicle,,0.07684145122766495,reject_background,0.0,401,63,432,81
detector:nwpu_positive_430_det000,nwpu_positive_430,vehicle,vehicle,0.975126326084137,accept,0.8532,334,505,375,560
detector:nwpu_positive_430_det001,nwpu_positive_430,vehicle,vehicle,0.9542770981788635,accept,0.9131,629,134,680,172
detector:nwpu_positive_430_det002,nwpu_positive_430,vehicle,vehicle,0.9476715922355652,accept,0.8814,339,330,391,368
detector:nwpu_positive_430_det003,nwpu_positive_430,vehicle,vehicle,0.9415910243988037,accept,0.9512,671,73,712,111
detector:nwpu_positive_430_det004,nwpu_positive_430,vehicle,vehicle,0.9399339556694031,accept,0.7561,278,622,314,663
detector:nwpu_positive_430_det005,nwpu_positive_430,vehicle,vehicle,0.9188033938407898,accept,0.8548,681,41,723,75
detector:nwpu_positive_430_det006,nwpu_positive_430,vehicle,vehicle,0.9147322773933411,accept,0.9129,502,179,541,232
detector:nwpu_positive_430_det007,nwpu_positive_430,vehicle,vehicle,0.8536587953567505,accept,0.7198,432,317,466,369
detector:nwpu_positive_430_det008,nwpu_positive_430,vehicle,vehicle,0.7370322942733765,adjust,0.4138,642,103,678,133
detector:nwpu_positive_430_det009,nwpu_positive_430,vehicle,,0.586911141872406,reject_background,0.0,200,654,234,684
detector:nwpu_positive_430_det010,nwpu_positive_430,vehicle,vehicle,0.5024087429046631,accept,0.8273,621,163,661,196
detector:nwpu_positive_430_det011,nwpu_positive_430,vehicle,,0.40443992614746094,reject_background,0.0,613,0,648,25
detector:nwpu_positive_430_det012,nwpu_positive_430,vehicle,vehicle,0.30631139874458313,adjust,0.5249,624,156,663,187
detector:nwpu_positive_430_det013,nwpu_positive_430,vehicle,,0.24970391392707825,reject_background,0.0,1063,326,1079,380
detector:nwpu_positive_430_det014,nwpu_positive_430,vehicle,vehicle,0.21451523900032043,accept,0.71,461,263,496,310
detector:nwpu_positive_430_det015,nwpu_positive_430,vehicle,vehicle,0.1903059482574463,reject_localisation,0.349,639,106,681,130
detector:nwpu_positive_430_det016,nwpu_positive_430,vehicle,vehicle,0.14007987082004547,reject_localisation,0.2374,305,423,341,455
detector:nwpu_positive_430_det017,nwpu_positive_430,vehicle,,0.12630386650562286,reject_background,0.0,1058,331,1079,381
detector:nwpu_positive_430_det018,nwpu_positive_430,vehicle,vehicle,0.12509052455425262,reject_localisation,0.1459,310,428,344,457
detector:nwpu_positive_430_det019,nwpu_positive_430,vehicle,,0.12072627246379852,reject_background,0.0,331,111,355,139
detector:nwpu_positive_430_det020,nwpu_positive_430,vehicle,,0.09551810473203659,reject_background,0.0,332,439,353,465
detector:nwpu_positive_430_det021,nwpu_positive_430,vehicle,,0.07684317231178284,reject_background,0.0,405,113,427,139
detector:nwpu_positive_430_det022,nwpu_positive_430,vehicle,,0.07314932346343994,reject_background,0.0,1070,301,1079,353
detector:nwpu_positive_430_det023,nwpu_positive_430,vehicle,vehicle,0.0704660639166832,accept,0.8218,642,102,697,141
detector:nwpu_positive_430_det024,nwpu_positive_430,vehicle,,0.06137806549668312,reject_background,0.0,1066,312,1079,377
detector:nwpu_positive_430_det025,nwpu_positive_430,vehicle,,0.05997689068317413,reject_background,0.0,321,298,360,320
detector:nwpu_positive_430_det026,nwpu_positive_430,vehicle,vehicle,0.05854389816522598,reject_localisation,0.0057,328,433,350,461
detector:nwpu_positive_430_det027,nwpu_positive_430,vehicle,,0.05351478233933449,reject_background,0.0,155,620,188,641
detector:nwpu_positive_430_det028,nwpu_positive_430,vehicle,,0.05343763902783394,reject_background,0.0,1037,317,1074,373
detector:nwpu_positive_430_det029,nwpu_positive_430,vehicle,,0.051908228546381,reject_background,0.0,366,654,399,677
detector:nwpu_positive_430_det030,nwpu_positive_430,vehicle,,0.051449939608573914,reject_background,0.0,160,621,190,645
detector:nwpu_positive_430_det031,nwpu_positive_430,vehicle,vehicle,0.05125506967306137,adjust,0.6218,678,40,714,74
detector:nwpu_positive_431_det000,nwpu_positive_431,vehicle,vehicle,0.9708770513534546,accept,0.8537,338,225,374,275
detector:nwpu_positive_431_det001,nwpu_positive_431,vehicle,vehicle,0.9596841931343079,accept,0.8938,389,130,425,183
detector:nwpu_positive_431_det002,nwpu_positive_431,vehicle,vehicle,0.9419986009597778,accept,0.7375,517,187,569,233
detector:nwpu_positive_431_det003,nwpu_positive_431,vehicle,vehicle,0.9419099688529968,accept,0.7899,295,307,328,352
detector:nwpu_positive_431_det004,nwpu_positive_431,vehicle,vehicle,0.9412600994110107,accept,0.828,509,219,552,257
detector:nwpu_positive_431_det005,nwpu_positive_431,vehicle,vehicle,0.9332293272018433,accept,0.8136,537,172,582,208
detector:nwpu_positive_431_det006,nwpu_positive_431,vehicle,vehicle,0.9215625524520874,accept,0.8906,771,584,819,623
detector:nwpu_positive_431_det007,nwpu_positive_431,vehicle,vehicle,0.9147686958312988,reject_localisation,0.3485,490,265,581,318
detector:nwpu_positive_431_det008,nwpu_positive_431,vehicle,vehicle,0.8802521228790283,accept,0.7405,172,518,208,564
detector:nwpu_positive_431_det009,nwpu_positive_431,vehicle,vehicle,0.8667154908180237,accept,0.726,828,612,871,647
detector:nwpu_positive_431_det010,nwpu_positive_431,vehicle,vehicle,0.8652860522270203,accept,0.7479,266,560,305,596
detector:nwpu_positive_431_det011,nwpu_positive_431,vehicle,,0.8474242687225342,reject_background,0.0,974,188,1023,225
detector:nwpu_positive_431_det012,nwpu_positive_431,vehicle,,0.8320432305335999,reject_background,0.0,601,37,650,61
detector:nwpu_positive_431_det013,nwpu_positive_431,vehicle,vehicle,0.8253307342529297,accept,0.8117,466,308,511,347
detector:nwpu_positive_431_det014,nwpu_positive_431,vehicle,vehicle,0.8137707114219666,accept,0.75,564,135,604,165
detector:nwpu_positive_431_det015,nwpu_positive_431,vehicle,vehicle,0.8115034699440002,accept,0.8607,604,63,650,93
detector:nwpu_positive_431_det016,nwpu_positive_431,vehicle,vehicle,0.7963089346885681,accept,0.864,598,116,634,145
detector:nwpu_positive_431_det017,nwpu_positive_431,vehicle,vehicle,0.7719751596450806,accept,0.8354,515,199,567,232
detector:nwpu_positive_431_det018,nwpu_positive_431,vehicle,vehicle,0.6716192960739136,accept,0.879,511,335,555,369
detector:nwpu_positive_431_det019,nwpu_positive_431,vehicle,,0.6563518047332764,reject_background,0.0,196,668,225,696
detector:nwpu_positive_431_det020,nwpu_positive_431,vehicle,vehicle,0.6482656598091125,accept,0.7159,854,513,912,553
detector:nwpu_positive_431_det021,nwpu_positive_431,vehicle,vehicle,0.6416664123535156,reject_localisation,0.0579,271,528,313,566
detector:nwpu_positive_431_det022,nwpu_positive_431,vehicle,vehicle,0.612263023853302,reject_localisation,0.348,503,238,544,258
detector:nwpu_positive_431_det023,nwpu_positive_431,vehicle,vehicle,0.5781232714653015,adjust,0.4786,566,160,590,181
detector:nwpu_positive_431_det024,nwpu_positive_431,vehicle,vehicle,0.5242578983306885,reject_localisation,0.3721,509,261,545,286
detector:nwpu_positive_431_det025,nwpu_positive_431,vehicle,,0.4837087094783783,reject_background,0.0,941,183,983,224
detector:nwpu_positive_431_det026,nwpu_positive_431,vehicle,vehicle,0.4490728974342346,reject_localisation,0.2945,476,287,526,342
detector:nwpu_positive_431_det027,nwpu_positive_431,vehicle,,0.4335382878780365,reject_background,0.0,94,667,128,698
detector:nwpu_positive_431_det028,nwpu_positive_431,vehicle,,0.4002664387226105,reject_background,0.0,941,183,1022,225
detector:nwpu_positive_431_det029,nwpu_positive_431,vehicle,vehicle,0.3549720346927643,adjust,0.4348,486,266,555,310
detector:nwpu_positive_431_det030,nwpu_positive_431,vehicle,,0.35298678278923035,reject_background,0.0,941,182,976,207
detector:nwpu_positive_431_det031,nwpu_positive_431,vehicle,vehicle,0.3390873074531555,reject_localisation,0.3129,469,308,555,369
detector:nwpu_positive_431_det032,nwpu_positive_431,vehicle,,0.3349018394947052,reject_background,0.0,940,184,979,216
detector:nwpu_positive_431_det033,nwpu_positive_431,vehicle,vehicle,0.30801132321357727,adjust,0.6649,519,277,581,319
detector:nwpu_positive_431_det034,nwpu_positive_431,vehicle,vehicle,0.26574161648750305,adjust,0.6265,488,266,537,309
detector:nwpu_positive_431_det035,nwpu_positive_431,vehicle,vehicle,0.24920573830604553,accept,0.7752,488,266,530,300
detector:nwpu_positive_431_det036,nwpu_positive_431,vehicle,,0.21934600174427032,reject_background,0.0,726,619,755,644
detector:nwpu_positive_431_det037,nwpu_positive_431,vehicle,vehicle,0.21154053509235382,reject_localisation,0.3072,505,256,546,313
detector:nwpu_positive_431_det038,nwpu_positive_431,vehicle,vehicle,0.19277237355709076,adjust,0.5939,873,522,917,552
detector:nwpu_positive_431_det039,nwpu_positive_431,vehicle,,0.18076448142528534,reject_background,0.0,1022,178,1059,200
detector:nwpu_positive_431_det040,nwpu_positive_431,vehicle,vehicle,0.1781366467475891,reject_localisation,0.2254,479,286,521,325
detector:nwpu_positive_431_det041,nwpu_positive_431,vehicle,,0.17434252798557281,reject_background,0.0,1016,174,1058,195
detector:nwpu_positive_431_det042,nwpu_positive_431,vehicle,,0.1496240496635437,reject_background,0.0,941,159,974,176
detector:nwpu_positive_431_det043,nwpu_positive_431,vehicle,,0.12789224088191986,reject_background,0.0,503,524,524,570
detector:nwpu_positive_431_det044,nwpu_positive_431,vehicle,vehicle,0.11977513879537582,accept,0.7289,519,307,566,343
detector:nwpu_positive_431_det045,nwpu_positive_431,vehicle,vehicle,0.11108436435461044,reject_localisation,0.3684,494,295,570,343
detector:nwpu_positive_431_det046,nwpu_positive_431,vehicle,vehicle,0.10557632148265839,adjust,0.4477,558,160,593,192
detector:nwpu_positive_431_det047,nwpu_positive_431,vehicle,vehicle,0.0953516885638237,reject_localisation,0.375,551,166,590,194
detector:nwpu_positive_431_det048,nwpu_positive_431,vehicle,vehicle,0.09160659462213516,reject_localisation,0.3939,512,214,565,236
detector:nwpu_positive_431_det049,nwpu_positive_431,vehicle,,0.0832803025841713,reject_background,0.0,705,133,742,163
detector:nwpu_positive_431_det050,nwpu_positive_431,vehicle,,0.06933680921792984,reject_background,0.0,1042,370,1059,407
detector:nwpu_positive_431_det051,nwpu_positive_431,vehicle,vehicle,0.06446685642004013,adjust,0.429,492,308,554,370
detector:nwpu_positive_431_det052,nwpu_positive_431,vehicle,,0.06281934678554535,reject_background,0.0,683,601,708,641
detector:nwpu_positive_431_det053,nwpu_positive_431,vehicle,,0.05184532701969147,reject_background,0.0,1022,169,1059,194
detector:nwpu_positive_453_det000,nwpu_positive_453,vehicle,vehicle,0.9475429058074951,accept,0.8149,129,163,166,216
detector:nwpu_positive_453_det001,nwpu_positive_453,vehicle,vehicle,0.8930301070213318,accept,0.8845,516,220,570,263
detector:nwpu_positive_453_det002,nwpu_positive_453,vehicle,vehicle,0.865223228931427,accept,0.7054,160,373,195,417
detector:nwpu_positive_453_det003,nwpu_positive_453,vehicle,vehicle,0.7856675982475281,accept,0.9382,757,342,811,378
detector:nwpu_positive_453_det004,nwpu_positive_453,vehicle,vehicle,0.6578669548034668,adjust,0.6405,475,201,509,228
detector:nwpu_positive_453_det005,nwpu_positive_453,vehicle,vehicle,0.647179126739502,accept,0.7646,469,196,508,227
detector:nwpu_positive_453_det006,nwpu_positive_453,vehicle,,0.6424007415771484,reject_background,0.0,153,103,181,137
detector:nwpu_positive_453_det007,nwpu_positive_453,vehicle,vehicle,0.4892660975456238,reject_localisation,0.3055,443,181,471,205
detector:nwpu_positive_453_det008,nwpu_positive_453,vehicle,,0.3722475469112396,reject_background,0.0,1018,0,1053,48
detector:nwpu_positive_453_det009,nwpu_positive_453,vehicle,vehicle,0.20858417451381683,adjust,0.4145,417,174,464,203
detector:nwpu_positive_453_det010,nwpu_positive_453,vehicle,vehicle,0.19920818507671356,accept,0.7384,762,349,813,379
detector:nwpu_positive_453_det011,nwpu_positive_453,vehicle,vehicle,0.18333761394023895,adjust,0.5645,462,192,508,225
detector:nwpu_positive_453_det012,nwpu_positive_453,vehicle,,0.1517171561717987,reject_background,0.0,1039,34,1055,84
detector:nwpu_positive_453_det013,nwpu_positive_453,vehicle,vehicle,0.13676024973392487,adjust,0.6391,114,488,148,540
detector:nwpu_positive_453_det014,nwpu_positive_453,vehicle,,0.13097885251045227,reject_background,0.0,151,137,178,163
detector:nwpu_positive_453_det015,nwpu_positive_453,vehicle,,0.11977041512727737,reject_background,0.0,1023,6,1055,67
detector:nwpu_positive_453_det016,nwpu_positive_453,vehicle,vehicle,0.1113007590174675,adjust,0.4234,485,202,511,229
detector:nwpu_positive_453_det017,nwpu_positive_453,vehicle,vehicle,0.10970620065927505,adjust,0.4636,434,175,468,205
detector:nwpu_positive_453_det018,nwpu_positive_453,vehicle,,0.10052035003900528,reject_background,0.0,189,584,220,615
detector:nwpu_positive_453_det019,nwpu_positive_453,vehicle,,0.09568331390619278,reject_background,0.0,885,109,910,141
detector:nwpu_positive_453_det020,nwpu_positive_453,vehicle,vehicle,0.08926063776016235,accept,0.7132,149,372,189,417
detector:nwpu_positive_453_det021,nwpu_positive_453,vehicle,vehicle,0.08749517053365707,reject_localisation,0.0481,428,152,464,178
detector:nwpu_positive_453_det022,nwpu_positive_453,vehicle,,0.08747267723083496,reject_background,0.0,244,163,273,190
detector:nwpu_positive_453_det023,nwpu_positive_453,vehicle,,0.08095823973417282,reject_background,0.0,173,503,201,538
detector:nwpu_positive_453_det024,nwpu_positive_453,vehicle,,0.06587198376655579,reject_background,0.0,263,5,291,28
detector:nwpu_positive_453_det025,nwpu_positive_453,vehicle,vehicle,0.06378643214702606,reject_localisation,0.2993,490,205,512,230
detector:nwpu_positive_453_det026,nwpu_positive_453,vehicle,,0.06245645135641098,reject_background,0.0,289,28,326,47
detector:nwpu_positive_453_det027,nwpu_positive_453,vehicle,,0.06105823442339897,reject_background,0.0,338,397,383,418
detector:nwpu_positive_453_det028,nwpu_positive_453,vehicle,,0.06013942509889603,reject_background,0.0,311,31,347,49
detector:nwpu_positive_453_det029,nwpu_positive_453,vehicle,,0.05988407880067825,reject_background,0.0,1043,387,1055,439
detector:nwpu_positive_453_det030,nwpu_positive_453,vehicle,,0.05952451378107071,reject_background,0.0,300,31,330,48
detector:nwpu_positive_453_det031,nwpu_positive_453,vehicle,,0.05945773422718048,reject_background,0.0,141,140,171,164
detector:nwpu_positive_453_det032,nwpu_positive_453,vehicle,,0.058854840695858,reject_background,0.0,265,7,292,33
detector:nwpu_positive_453_det033,nwpu_positive_453,vehicle,,0.058463286608457565,reject_background,0.0,310,32,332,49
detector:nwpu_positive_453_det034,nwpu_positive_453,vehicle,,0.05160167068243027,reject_background,0.0,1039,379,1055,436
detector:nwpu_positive_456_det000,nwpu_positive_456,ground_track_field,ground_track_field,0.9458189010620117,accept,0.9765,294,97,454,362
detector:nwpu_positive_468_det000,nwpu_positive_468,ground_track_field,ground_track_field,0.9369478821754456,accept,0.926,202,89,488,331
detector:nwpu_positive_471_det000,nwpu_positive_471,basketball_court,basketball_court,0.9693119525909424,accept,0.8471,110,412,168,498
detector:nwpu_positive_471_det001,nwpu_positive_471,tennis_court,tennis_court,0.956967294216156,accept,0.8241,104,307,149,383
detector:nwpu_positive_471_det002,nwpu_positive_471,baseball_diamond,baseball_diamond,0.9111554026603699,accept,0.8767,605,346,736,456
detector:nwpu_positive_471_det003,nwpu_positive_471,tennis_court,tennis_court,0.9017940163612366,accept,0.8749,160,299,203,376
detector:nwpu_positive_471_det004,nwpu_positive_471,storage_tank,,0.5393142104148865,reject_background,0.0,516,269,581,325
detector:nwpu_positive_471_det005,nwpu_positive_471,baseball_diamond,,0.2710040509700775,reject_background,0.0,517,271,582,326
detector:nwpu_positive_471_det006,nwpu_positive_471,airplane,,0.22017209231853485,reject_background,0.0,885,293,908,351
detector:nwpu_positive_471_det007,nwpu_positive_471,airplane,,0.21630774438381195,reject_background,0.0,886,292,908,327
detector:nwpu_positive_471_det008,nwpu_positive_471,baseball_diamond,,0.19886671006679535,reject_background,0.0,271,460,339,510
detector:nwpu_positive_471_det009,nwpu_positive_471,baseball_diamond,,0.14188483357429504,reject_background,0.0,640,522,688,555
detector:nwpu_positive_471_det010,nwpu_positive_471,baseball_diamond,,0.06190427765250206,reject_background,0.0,206,471,249,522
detector:nwpu_positive_471_det011,nwpu_positive_471,airplane,,0.05528061091899872,reject_background,0.0,882,295,908,367
detector:nwpu_positive_475_det000,nwpu_positive_475,ground_track_field,ground_track_field,0.9409402012825012,accept,0.9412,369,97,522,366
detector:nwpu_positive_475_det001,nwpu_positive_475,baseball_diamond,,0.6721762418746948,reject_background,0.0,558,316,648,388
detector:nwpu_positive_486_det000,nwpu_positive_486,baseball_diamond,baseball_diamond,0.9219496846199036,accept,0.8293,563,375,660,454
detector:nwpu_positive_486_det001,nwpu_positive_486,ground_track_field,ground_track_field,0.9007330536842346,accept,0.9254,580,51,798,265
detector:nwpu_positive_486_det002,nwpu_positive_486,storage_tank,,0.12292187660932541,reject_background,0.0,407,301,436,329
detector:nwpu_positive_489_det000,nwpu_positive_489,tennis_court,tennis_court,0.9544314742088318,accept,0.779,325,312,374,391
detector:nwpu_positive_489_det001,nwpu_positive_489,baseball_diamond,baseball_diamond,0.9152094125747681,accept,0.8695,640,121,738,203
detector:nwpu_positive_489_det002,nwpu_positive_489,tennis_court,tennis_court,0.8873512744903564,accept,0.8685,450,318,494,396
detector:nwpu_positive_489_det003,nwpu_positive_489,basketball_court,basketball_court,0.8602306246757507,accept,0.8039,189,356,296,407
detector:nwpu_positive_489_det004,nwpu_positive_489,tennis_court,tennis_court,0.8286861777305603,accept,0.9196,512,318,554,397
detector:nwpu_positive_489_det005,nwpu_positive_489,tennis_court,tennis_court,0.8170471787452698,accept,0.9114,387,312,433,392
detector:nwpu_positive_489_det006,nwpu_positive_489,baseball_diamond,,0.5605829954147339,reject_background,0.0,837,297,860,384
detector:nwpu_positive_489_det007,nwpu_positive_489,basketball_court,,0.5105005502700806,reject_background,0.0,196,290,279,352
detector:nwpu_positive_489_det008,nwpu_positive_489,basketball_court,,0.48181214928627014,reject_background,0.0,251,292,299,351
detector:nwpu_positive_489_det009,nwpu_positive_489,basketball_court,,0.10226272791624069,reject_background,0.0,196,301,264,353
detector:nwpu_positive_489_det010,nwpu_positive_489,basketball_court,,0.08811388164758682,reject_background,0.0,196,291,263,336
detector:nwpu_positive_489_det011,nwpu_positive_489,basketball_court,,0.06735341250896454,reject_background,0.0,253,311,298,351
detector:nwpu_positive_493_det000,nwpu_positive_493,ground_track_field,ground_track_field,0.946984589099884,accept,0.9059,277,95,647,241
detector:nwpu_positive_493_det001,nwpu_positive_493,tennis_court,tennis_court,0.9050942659378052,accept,0.7619,650,331,682,383
detector:nwpu_positive_493_det002,nwpu_positive_493,tennis_court,tennis_court,0.9030998945236206,accept,0.8564,616,333,651,386
detector:nwpu_positive_493_det003,nwpu_positive_493,tennis_court,tennis_court,0.900775134563446,accept,0.7565,608,264,639,315
detector:nwpu_positive_493_det004,nwpu_positive_493,tennis_court,tennis_court,0.8359168767929077,accept,0.7327,639,261,670,313
detector:nwpu_positive_500_det000,nwpu_positive_500,ship,ship,0.9414127469062805,accept,0.8661,955,85,1031,125
detector:nwpu_positive_500_det001,nwpu_positive_500,ship,ship,0.8946143984794617,accept,0.8988,474,47,557,89
detector:nwpu_positive_500_det002,nwpu_positive_500,ship,ship,0.884916365146637,accept,0.9192,796,227,879,288
detector:nwpu_positive_500_det003,nwpu_positive_500,ship,ship,0.8539097905158997,accept,0.7648,76,100,114,148
detector:nwpu_positive_500_det004,nwpu_positive_500,ship,ship,0.812449038028717,accept,0.7737,546,453,655,522
detector:nwpu_positive_500_det005,nwpu_positive_500,ship,ship,0.8102625608444214,accept,0.8084,212,153,285,194
detector:nwpu_positive_500_det006,nwpu_positive_500,ship,ship,0.7999565005302429,accept,0.8329,392,269,511,328
detector:nwpu_positive_500_det007,nwpu_positive_500,ship,,0.7065957188606262,reject_background,0.0,117,354,172,384
detector:nwpu_positive_500_det008,nwpu_positive_500,ship,,0.6701509356498718,reject_background,0.0,912,28,962,48
detector:nwpu_positive_500_det009,nwpu_positive_500,ship,,0.32238534092903137,reject_background,0.0,804,172,852,188
detector:nwpu_positive_500_det010,nwpu_positive_500,ship,,0.08523714542388916,reject_background,0.0,729,77,749,98
detector:nwpu_positive_503_det000,nwpu_positive_503,ship,ship,0.9758315682411194,accept,0.7605,351,93,389,162
detector:nwpu_positive_503_det001,nwpu_positive_503,ship,ship,0.9717374444007874,accept,0.79,649,152,689,220
detector:nwpu_positive_503_det002,nwpu_positive_503,ship,ship,0.9643402695655823,accept,0.7408,801,55,860,96
detector:nwpu_positive_503_det003,nwpu_positive_503,ship,ship,0.9501522183418274,accept,0.8615,524,24,580,64
detector:nwpu_positive_503_det004,nwpu_positive_503,ship,ship,0.9481162428855896,accept,0.8996,64,445,105,499
detector:nwpu_positive_503_det005,nwpu_positive_503,ship,ship,0.9424828290939331,accept,0.7763,102,276,169,346
detector:nwpu_positive_503_det006,nwpu_positive_503,ship,ship,0.9375958442687988,accept,0.7721,878,89,936,126
detector:nwpu_positive_503_det007,nwpu_positive_503,ship,ship,0.9094983339309692,accept,0.8831,664,242,741,299
detector:nwpu_positive_503_det008,nwpu_positive_503,ship,ship,0.899856686592102,accept,0.8919,850,423,915,494
detector:nwpu_positive_503_det009,nwpu_positive_503,ship,ship,0.8572176694869995,accept,0.748,501,408,587,448
detector:nwpu_positive_503_det010,nwpu_positive_503,ship,ship,0.8217099905014038,accept,0.7303,269,338,316,380
detector:nwpu_positive_503_det011,nwpu_positive_503,ship,,0.8063018321990967,reject_background,0.0,1003,172,1042,224
detector:nwpu_positive_503_det012,nwpu_positive_503,ship,ship,0.5410562753677368,accept,0.7347,999,74,1043,101
detector:nwpu_positive_503_det013,nwpu_positive_503,ship,ship,0.4865190386772156,accept,0.8077,1064,160,1111,181
detector:nwpu_positive_503_det014,nwpu_positive_503,ship,,0.34817856550216675,reject_background,0.0,478,96,499,118
detector:nwpu_positive_503_det015,nwpu_positive_503,ship,,0.14694970846176147,reject_background,0.0,151,371,195,417
detector:nwpu_positive_504_det000,nwpu_positive_504,ship,ship,0.9572878479957581,accept,0.9281,1154,446,1260,483
detector:nwpu_positive_504_det001,nwpu_positive_504,ship,ship,0.934516429901123,accept,0.8168,616,411,695,450
detector:nwpu_positive_504_det002,nwpu_positive_504,ship,ship,0.9172135591506958,accept,0.897,1084,185,1158,213
detector:nwpu_positive_504_det003,nwpu_positive_504,ship,ship,0.9166561961174011,accept,0.7323,140,227,196,257
detector:nwpu_positive_504_det004,nwpu_positive_504,ship,ship,0.9027556777000427,accept,0.91,28,119,79,157
detector:nwpu_positive_504_det005,nwpu_positive_504,ship,ship,0.9020392894744873,accept,0.8183,735,96,828,133
detector:nwpu_positive_504_det006,nwpu_positive_504,ship,ship,0.9001204967498779,accept,0.8263,335,156,397,185
detector:nwpu_positive_504_det007,nwpu_positive_504,ship,ship,0.8892068266868591,accept,0.8019,559,91,645,120
detector:nwpu_positive_504_det008,nwpu_positive_504,ship,ship,0.8830615878105164,accept,0.8195,290,371,370,410
detector:nwpu_positive_504_det009,nwpu_positive_504,ship,ship,0.8770589232444763,accept,0.8291,866,461,950,493
detector:nwpu_positive_504_det010,nwpu_positive_504,ship,ship,0.8158690333366394,accept,0.9266,1008,58,1077,89
detector:nwpu_positive_504_det011,nwpu_positive_504,ship,,0.2699160575866699,reject_background,0.0,508,246,548,264
detector:nwpu_positive_504_det012,nwpu_positive_504,ship,,0.12409127503633499,reject_background,0.0,498,245,548,265
detector:nwpu_positive_504_det013,nwpu_positive_504,ship,ship,0.1076778694987297,accept,0.7077,1155,452,1247,480
detector:nwpu_positive_519_det000,nwpu_positive_519,ship,ship,0.9668456315994263,accept,0.8728,318,328,402,391
detector:nwpu_positive_519_det001,nwpu_positive_519,ship,ship,0.9320446848869324,accept,0.9077,187,211,279,265
detector:nwpu_positive_519_det002,nwpu_positive_519,ship,ship,0.9261177778244019,accept,0.9075,236,35,301,75
detector:nwpu_positive_519_det003,nwpu_positive_519,ship,ship,0.9135952591896057,accept,0.7586,897,42,952,71
detector:nwpu_positive_519_det004,nwpu_positive_519,ship,ship,0.8877778649330139,accept,0.8478,860,214,917,248
detector:nwpu_positive_519_det005,nwpu_positive_519,ship,ship,0.8836256265640259,accept,0.8269,32,147,91,184
detector:nwpu_positive_519_det006,nwpu_positive_519,ship,ship,0.8717818856239319,accept,0.8353,613,19,671,54
detector:nwpu_positive_519_det007,nwpu_positive_519,ship,ship,0.8348034024238586,accept,0.8361,496,141,560,193
detector:nwpu_positive_519_det008,nwpu_positive_519,ship,,0.2669493854045868,reject_background,0.0,499,98,543,120
detector:nwpu_positive_524_det000,nwpu_positive_524,ground_track_field,ground_track_field,0.9595144391059875,accept,0.916,314,147,527,383
