image_uid,image_id,image_path,annotation_path,is_background,split,seed,train_ratio,val_ratio,test_ratio
nwpu_positive_235,235,NWPU VHR-10 dataset/positive image set/235.jpg,NWPU VHR-10 dataset/ground truth/235.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_236,236,NWPU VHR-10 dataset/positive image set/236.jpg,NWPU VHR-10 dataset/ground truth/236.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_238,238,NWPU VHR-10 dataset/positive image set/238.jpg,NWPU VHR-10 dataset/ground truth/238.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_240,240,NWPU VHR-10 dataset/positive image set/240.jpg,NWPU VHR-10 dataset/ground truth/240.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_243,243,NWPU VHR-10 dataset/positive image set/243.jpg,NWPU VHR-10 dataset/ground truth/243.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_244,244,NWPU VHR-10 dataset/positive image set/244.jpg,NWPU VHR-10 dataset/ground truth/244.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_245,245,NWPU VHR-10 dataset/positive image set/245.jpg,NWPU VHR-10 dataset/ground truth/245.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_246,246,NWPU VHR-10 dataset/positive image set/246.jpg,NWPU VHR-10 dataset/ground truth/246.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_248,248,NWPU VHR-10 dataset/positive image set/248.jpg,NWPU VHR-10 dataset/ground truth/248.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_249,249,NWPU VHR-10 dataset/positive image set/249.jpg,NWPU VHR-10 dataset/ground truth/249.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_250,250,NWPU VHR-10 dataset/positive image set/250.jpg,NWPU VHR-10 dataset/ground truth/250.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_251,251,NWPU VHR-10 dataset/positive image set/251.jpg,NWPU VHR-10 dataset/ground truth/251.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_253,253,NWPU VHR-10 dataset/positive image set/253.jpg,NWPU VHR-10 dataset/ground truth/253.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_254,254,NWPU VHR-10 dataset/positive image set/254.jpg,NWPU VHR-10 dataset/ground truth/254.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_255,255,NWPU VHR-10 dataset/positive image set/255.jpg,NWPU VHR-10 dataset/ground truth/255.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_257,257,NWPU VHR-10 dataset/positive image set/257.jpg,NWPU VHR-10 dataset/ground truth/257.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_258,258,NWPU VHR-10 dataset/positive image set/258.jpg,NWPU VHR-10 dataset/ground truth/258.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_260,260,NWPU VHR-10 dataset/positive image set/260.jpg,NWPU VHR-10 dataset/ground truth/260.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_261,261,NWPU VHR-10 dataset/positive image set/261.jpg,NWPU VHR-10 dataset/ground truth/261.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_262,262,NWPU VHR-10 dataset/positive image set/262.jpg,NWPU VHR-10 dataset/ground truth/262.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_263,263,NWPU VHR-10 dataset/positive image set/263.jpg,NWPU VHR-10 dataset/ground truth/263.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_265,265,NWPU VHR-10 dataset/positive image set/265.jpg,NWPU VHR-10 dataset/ground truth/265.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_266,266,NWPU VHR-10 dataset/positive image set/266.jpg,NWPU VHR-10 dataset/ground truth/266.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_267,267,NWPU VHR-10 dataset/positive image set/267.jpg,NWPU VHR-10 dataset/ground truth/267.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_271,271,NWPU VHR-10 dataset/positive image set/271.jpg,NWPU VHR-10 dataset/ground truth/271.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_272,272,NWPU VHR-10 dataset/positive image set/272.jpg,NWPU VHR-10 dataset/ground truth/272.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_273,273,NWPU VHR-10 dataset/positive image set/273.jpg,NWPU VHR-10 dataset/ground truth/273.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_274,274,NWPU VHR-10 dataset/positive image set/274.jpg,NWPU VHR-10 dataset/ground truth/274.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_275,275,NWPU VHR-10 dataset/positive image set/275.jpg,NWPU VHR-10 dataset/ground truth/275.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_276,276,NWPU VHR-10 dataset/positive image set/276.jpg,NWPU VHR-10 dataset/ground truth/276.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_278,278,NWPU VHR-10 dataset/positive image set/278.jpg,NWPU VHR-10 dataset/ground truth/278.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_282,282,NWPU VHR-10 dataset/positive image set/282.jpg,NWPU VHR-10 dataset/ground truth/282.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_283,283,NWPU VHR-10 dataset/positive image set/283.jpg,NWPU VHR-10 dataset/ground truth/283.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_285,285,NWPU VHR-10 dataset/positive image set/285.jpg,NWPU VHR-10 dataset/ground truth/285.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_286,286,NWPU VHR-10 dataset/positive image set/286.jpg,NWPU VHR-10 dataset/ground truth/286.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_287,287,NWPU VHR-10 dataset/positive image set/287.jpg,NWPU VHR-10 dataset/ground truth/287.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_288,288,NWPU VHR-10 dataset/positive image set/288.jpg,NWPU VHR-10 dataset/ground truth/288.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_289,289,NWPU VHR-10 dataset/positive image set/289.jpg,NWPU VHR-10 dataset/ground truth/289.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_290,290,NWPU VHR-10 dataset/positive image set/290.jpg,NWPU VHR-10 dataset/ground truth/290.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_291,291,NWPU VHR-10 dataset/positive image set/291.jpg,NWPU VHR-10 dataset/ground truth/291.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_292,292,NWPU VHR-10 dataset/positive image set/292.jpg,NWPU VHR-10 dataset/ground truth/292.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_293,293,NWPU VHR-10 dataset/positive image set/293.jpg,NWPU VHR-10 dataset/ground truth/293.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_295,295,NWPU VHR-10 dataset/positive image set/295.jpg,NWPU VHR-10 dataset/ground truth/295.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_297,297,NWPU VHR-10 dataset/positive image set/297.jpg,NWPU VHR-10 dataset/ground truth/297.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_298,298,NWPU VHR-10 dataset/positive image set/298.jpg,NWPU VHR-10 dataset/ground truth/298.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_300,300,NWPU VHR-10 dataset/positive image set/300.jpg,NWPU VHR-10 dataset/ground truth/300.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_301,301,NWPU VHR-10 dataset/positive image set/301.jpg,NWPU VHR-10 dataset/ground truth/301.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_303,303,NWPU VHR-10 dataset/positive image set/303.jpg,NWPU VHR-10 dataset/ground truth/303.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_306,306,NWPU VHR-10 dataset/positive image set/306.jpg,NWPU VHR-10 dataset/ground truth/306.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_307,307,NWPU VHR-10 dataset/positive image set/307.jpg,NWPU VHR-10 dataset/ground truth/307.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_310,310,NWPU VHR-10 dataset/positive image set/310.jpg,NWPU VHR-10 dataset/ground truth/310.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_311,311,NWPU VHR-10 dataset/positive image set/311.jpg,NWPU VHR-10 dataset/ground truth/311.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_312,312,NWPU VHR-10 dataset/positive image set/312.jpg,NWPU VHR-10 dataset/ground truth/312.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_313,313,NWPU VHR-10 dataset/positive image set/313.jpg,NWPU VHR-10 dataset/ground truth/313.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_314,314,NWPU VHR-10 dataset/positive image set/314.jpg,NWPU VHR-10 dataset/ground truth/314.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_315,315,NWPU VHR-10 dataset/positive image set/315.jpg,NWPU VHR-10 dataset/ground truth/315.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_317,317,NWPU VHR-10 dataset/positive image set/317.jpg,NWPU VHR-10 dataset/ground truth/317.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_319,319,NWPU VHR-10 dataset/positive image set/319.jpg,NWPU VHR-10 dataset/ground truth/319.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_320,320,NWPU VHR-10 dataset/positive image set/320.jpg,NWPU VHR-10 dataset/ground truth/320.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_322,322,NWPU VHR-10 dataset/positive image set/322.jpg,NWPU VHR-10 dataset/ground truth/322.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_324,324,NWPU VHR-10 dataset/positive image set/324.jpg,NWPU VHR-10 dataset/ground truth/324.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_325,325,NWPU VHR-10 dataset/positive image set/325.jpg,NWPU VHR-10 dataset/ground truth/325.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_326,326,NWPU VHR-10 dataset/positive image set/326.jpg,NWPU VHR-10 dataset/ground truth/326.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_327,327,NWPU VHR-10 dataset/positive image set/327.jpg,NWPU VHR-10 dataset/ground truth/327.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_328,328,NWPU VHR-10 dataset/positive image set/328.jpg,NWPU VHR-10 dataset/ground truth/328.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_329,329,NWPU VHR-10 dataset/positive image set/329.jpg,NWPU VHR-10 dataset/ground truth/329.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_330,330,NWPU VHR-10 dataset/positive image set/330.jpg,NWPU VHR-10 dataset/ground truth/330.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_331,331,NWPU VHR-10 dataset/positive image set/331.jpg,NWPU VHR-10 dataset/ground truth/331.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_332,332,NWPU VHR-10 dataset/positive image set/332.jpg,NWPU VHR-10 dataset/ground truth/332.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_333,333,NWPU VHR-10 dataset/positive image set/333.jpg,NWPU VHR-10 dataset/ground truth/333.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_334,334,NWPU VHR-10 dataset/positive image set/334.jpg,NWPU VHR-10 dataset/ground truth/334.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_335,335,NWPU VHR-10 dataset/positive image set/335.jpg,NWPU VHR-10 dataset/ground truth/335.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_336,336,NWPU VHR-10 dataset/positive image set/336.jpg,NWPU VHR-10 dataset/ground truth/336.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_337,337,NWPU VHR-10 dataset/positive image set/337.jpg,NWPU VHR-10 dataset/ground truth/337.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_338,338,NWPU VHR-10 dataset/positive image set/338.jpg,NWPU VHR-10 dataset/ground truth/338.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_339,339,NWPU VHR-10 dataset/positive image set/339.jpg,NWPU VHR-10 dataset/ground truth/339.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_340,340,NWPU VHR-10 dataset/positive image set/340.jpg,NWPU VHR-10 dataset/ground truth/340.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_341,341,NWPU VHR-10 dataset/positive image set/341.jpg,NWPU VHR-10 dataset/ground truth/341.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_343,343,NWPU VHR-10 dataset/positive image set/343.jpg,NWPU VHR-10 dataset/ground truth/343.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_345,345,NWPU VHR-10 dataset/positive image set/345.jpg,NWPU VHR-10 dataset/ground truth/345.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_347,347,NWPU VHR-10 dataset/positive image set/347.jpg,NWPU VHR-10 dataset/ground truth/347.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_349,349,NWPU VHR-10 dataset/positive image set/349.jpg,NWPU VHR-10 dataset/ground truth/349.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_351,351,NWPU VHR-10 dataset/positive image set/351.jpg,NWPU VHR-10 dataset/ground truth/351.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_352,352,NWPU VHR-10 dataset/positive image set/352.jpg,NWPU VHR-10 dataset/ground truth/352.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_353,353,NWPU VHR-10 dataset/positive image set/353.jpg,NWPU VHR-10 dataset/ground truth/353.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_355,355,NWPU VHR-10 dataset/positive image set/355.jpg,NWPU VHR-10 dataset/ground truth/355.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_356,356,NWPU VHR-10 dataset/positive image set/356.jpg,NWPU VHR-10 dataset/ground truth/356.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_357,357,NWPU VHR-10 dataset/positive image set/357.jpg,NWPU VHR-10 dataset/ground truth/357.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_358,358,NWPU VHR-10 dataset/positive image set/358.jpg,NWPU VHR-10 dataset/ground truth/358.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_359,359,NWPU VHR-10 dataset/positive image set/359.jpg,NWPU VHR-10 dataset/ground truth/359.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_360,360,NWPU VHR-10 dataset/positive image set/360.jpg,NWPU VHR-10 dataset/ground truth/360.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_361,361,NWPU VHR-10 dataset/positive image set/361.jpg,NWPU VHR-10 dataset/ground truth/361.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_362,362,NWPU VHR-10 dataset/positive image set/362.jpg,NWPU VHR-10 dataset/ground truth/362.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_364,364,NWPU VHR-10 dataset/positive image set/364.jpg,NWPU VHR-10 dataset/ground truth/364.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_365,365,NWPU VHR-10 dataset/positive image set/365.jpg,NWPU VHR-10 dataset/ground truth/365.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_366,366,NWPU VHR-10 dataset/positive image set/366.jpg,NWPU VHR-10 dataset/ground truth/366.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_368,368,NWPU VHR-10 dataset/positive image set/368.jpg,NWPU VHR-10 dataset/ground truth/368.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_369,369,NWPU VHR-10 dataset/positive image set/369.jpg,NWPU VHR-10 dataset/ground truth/369.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_371,371,NWPU VHR-10 dataset/positive image set/371.jpg,NWPU VHR-10 dataset/ground truth/371.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_373,373,NWPU VHR-10 dataset/positive image set/373.jpg,NWPU VHR-10 dataset/ground truth/373.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_376,376,NWPU VHR-10 dataset/positive image set/376.jpg,NWPU VHR-10 dataset/ground truth/376.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_378,378,NWPU VHR-10 dataset/positive image set/378.jpg,NWPU VHR-10 dataset/ground truth/378.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_379,379,NWPU VHR-10 dataset/positive image set/379.jpg,NWPU VHR-10 dataset/ground truth/379.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_381,381,NWPU VHR-10 dataset/positive image set/381.jpg,NWPU VHR-10 dataset/ground truth/381.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_382,382,NWPU VHR-10 dataset/positive image set/382.jpg,NWPU VHR-10 dataset/ground truth/382.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_383,383,NWPU VHR-10 dataset/positive image set/383.jpg,NWPU VHR-10 dataset/ground truth/383.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_384,384,NWPU VHR-10 dataset/positive image set/384.jpg,NWPU VHR-10 dataset/ground truth/384.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_385,385,NWPU VHR-10 dataset/positive image set/385.jpg,NWPU VHR-10 dataset/ground truth/385.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_386,386,NWPU VHR-10 dataset/positive image set/386.jpg,NWPU VHR-10 dataset/ground truth/386.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_389,389,NWPU VHR-10 dataset/positive image set/389.jpg,NWPU VHR-10 dataset/ground truth/389.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_391,391,NWPU VHR-10 dataset/positive image set/391.jpg,NWPU VHR-10 dataset/ground truth/391.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_392,392,NWPU VHR-10 dataset/positive image set/392.jpg,NWPU VHR-10 dataset/ground truth/392.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_394,394,NWPU VHR-10 dataset/positive image set/394.jpg,NWPU VHR-10 dataset/ground truth/394.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_395,395,NWPU VHR-10 dataset/positive image set/395.jpg,NWPU VHR-10 dataset/ground truth/395.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_396,396,NWPU VHR-10 dataset/positive image set/396.jpg,NWPU VHR-10 dataset/ground truth/396.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_397,397,NWPU VHR-10 dataset/positive image set/397.jpg,NWPU VHR-10 dataset/ground truth/397.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_398,398,NWPU VHR-10 dataset/positive image set/398.jpg,NWPU VHR-10 dataset/ground truth/398.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_399,399,NWPU VHR-10 dataset/positive image set/399.jpg,NWPU VHR-10 dataset/ground truth/399.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_402,402,NWPU VHR-10 dataset/positive image set/402.jpg,NWPU VHR-10 dataset/ground truth/402.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_403,403,NWPU VHR-10 dataset/positive image set/403.jpg,NWPU VHR-10 dataset/ground truth/403.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_404,404,NWPU VHR-10 dataset/positive image set/404.jpg,NWPU VHR-10 dataset/ground truth/404.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_405,405,NWPU VHR-10 dataset/positive image set/405.jpg,NWPU VHR-10 dataset/ground truth/405.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_406,406,NWPU VHR-10 dataset/positive image set/406.jpg,NWPU VHR-10 dataset/ground truth/406.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_409,409,NWPU VHR-10 dataset/positive image set/409.jpg,NWPU VHR-10 dataset/ground truth/409.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_410,410,NWPU VHR-10 dataset/positive image set/410.jpg,NWPU VHR-10 dataset/ground truth/410.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_411,411,NWPU VHR-10 dataset/positive image set/411.jpg,NWPU VHR-10 dataset/ground truth/411.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_412,412,NWPU VHR-10 dataset/positive image set/412.jpg,NWPU VHR-10 dataset/ground truth/412.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_415,415,NWPU VHR-10 dataset/positive image set/415.jpg,NWPU VHR-10 dataset/ground truth/415.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_422,422,NWPU VHR-10 dataset/positive image set/422.jpg,NWPU VHR-10 dataset/ground truth/422.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_423,423,NWPU VHR-10 dataset/positive image set/423.jpg,NWPU VHR-10 dataset/ground truth/423.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_424,424,NWPU VHR-10 dataset/positive image set/424.jpg,NWPU VHR-10 dataset/ground truth/424.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_425,425,NWPU VHR-10 dataset/positive image set/425.jpg,NWPU VHR-10 dataset/ground truth/425.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_426,426,NWPU VHR-10 dataset/positive image set/426.jpg,NWPU VHR-10 dataset/ground truth/426.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_427,427,NWPU VHR-10 dataset/positive image set/427.jpg,NWPU VHR-10 dataset/ground truth/427.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_428,428,NWPU VHR-10 dataset/positive image set/428.jpg,NWPU VHR-10 dataset/ground truth/428.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_429,429,NWPU VHR-10 dataset/positive image set/429.jpg,NWPU VHR-10 dataset/ground truth/429.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_432,432,NWPU VHR-10 dataset/positive image set/432.jpg,NWPU VHR-10 dataset/ground truth/432.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_433,433,NWPU VHR-10 dataset/positive image set/433.jpg,NWPU VHR-10 dataset/ground truth/433.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_434,434,NWPU VHR-10 dataset/positive image set/434.jpg,NWPU VHR-10 dataset/ground truth/434.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_435,435,NWPU VHR-10 dataset/positive image set/435.jpg,NWPU VHR-10 dataset/ground truth/435.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_437,437,NWPU VHR-10 dataset/positive image set/437.jpg,NWPU VHR-10 dataset/ground truth/437.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_438,438,NWPU VHR-10 dataset/positive image set/438.jpg,NWPU VHR-10 dataset/ground truth/438.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_439,439,NWPU VHR-10 dataset/positive image set/439.jpg,NWPU VHR-10 dataset/ground truth/439.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_440,440,NWPU VHR-10 dataset/positive image set/440.jpg,NWPU VHR-10 dataset/ground truth/440.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_441,441,NWPU VHR-10 dataset/positive image set/441.jpg,NWPU VHR-10 dataset/ground truth/441.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_442,442,NWPU VHR-10 dataset/positive image set/442.jpg,NWPU VHR-10 dataset/ground truth/442.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_443,443,NWPU VHR-10 dataset/positive image set/443.jpg,NWPU VHR-10 dataset/ground truth/443.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_444,444,NWPU VHR-10 dataset/positive image set/444.jpg,NWPU VHR-10 dataset/ground truth/444.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_445,445,NWPU VHR-10 dataset/positive image set/445.jpg,NWPU VHR-10 dataset/ground truth/445.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_446,446,NWPU VHR-10 dataset/positive image set/446.jpg,NWPU VHR-10 dataset/ground truth/446.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_447,447,NWPU VHR-10 dataset/positive image set/447.jpg,NWPU VHR-10 dataset/ground truth/447.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_448,448,NWPU VHR-10 dataset/positive image set/448.jpg,NWPU VHR-10 dataset/ground truth/448.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_449,449,NWPU VHR-10 dataset/positive image set/449.jpg,NWPU VHR-10 dataset/ground truth/449.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_450,450,NWPU VHR-10 dataset/positive image set/450.jpg,NWPU VHR-10 dataset/ground truth/450.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_451,451,NWPU VHR-10 dataset/positive image set/451.jpg,NWPU VHR-10 dataset/ground truth/451.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_452,452,NWPU VHR-10 dataset/positive image set/452.jpg,NWPU VHR-10 dataset/ground truth/452.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_454,454,NWPU VHR-10 dataset/positive image set/454.jpg,NWPU VHR-10 dataset/ground truth/454.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_455,455,NWPU VHR-10 dataset/positive image set/455.jpg,NWPU VHR-10 dataset/ground truth/455.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_457,457,NWPU VHR-10 dataset/positive image set/457.jpg,NWPU VHR-10 dataset/ground truth/457.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_458,458,NWPU VHR-10 dataset/positive image set/458.jpg,NWPU VHR-10 dataset/ground truth/458.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_460,460,NWPU VHR-10 dataset/positive image set/460.jpg,NWPU VHR-10 dataset/ground truth/460.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_461,461,NWPU VHR-10 dataset/positive image set/461.jpg,NWPU VHR-10 dataset/ground truth/461.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_463,463,NWPU VHR-10 dataset/positive image set/463.jpg,NWPU VHR-10 dataset/ground truth/463.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_464,464,NWPU VHR-10 dataset/positive image set/464.jpg,NWPU VHR-10 dataset/ground truth/464.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_465,465,NWPU VHR-10 dataset/positive image set/465.jpg,NWPU VHR-10 dataset/ground truth/465.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_472,472,NWPU VHR-10 dataset/positive image set/472.jpg,NWPU VHR-10 dataset/ground truth/472.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_473,473,NWPU VHR-10 dataset/positive image set/473.jpg,NWPU VHR-10 dataset/ground truth/473.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_474,474,NWPU VHR-10 dataset/positive image set/474.jpg,NWPU VHR-10 dataset/ground truth/474.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_478,478,NWPU VHR-10 dataset/positive image set/478.jpg,NWPU VHR-10 dataset/ground truth/478.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_479,479,NWPU VHR-10 dataset/positive image set/479.jpg,NWPU VHR-10 dataset/ground truth/479.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_480,480,NWPU VHR-10 dataset/positive image set/480.jpg,NWPU VHR-10 dataset/ground truth/480.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_482,482,NWPU VHR-10 dataset/positive image set/482.jpg,NWPU VHR-10 dataset/ground truth/482.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_484,484,NWPU VHR-10 dataset/positive image set/484.jpg,NWPU VHR-10 dataset/ground truth/484.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_487,487,NWPU VHR-10 dataset/positive image set/487.jpg,NWPU VHR-10 dataset/ground truth/487.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_488,488,NWPU VHR-10 dataset/positive image set/488.jpg,NWPU VHR-10 dataset/ground truth/488.txt,False,train,42,0.7,0.15,0.15
nwpu_positive_490,490,NWPU VHR-10 dataset/positive image set/490.jpg,NWPU VHR-10 dataset/ground truth/490.txt,False,train,42,0.7,0.15,0.15
