image_id,image_path,annotation_path,is_background,split,seed,train_ratio,val_ratio,test_ratio
306,NWPU VHR-10 dataset\positive image set\306.jpg,NWPU VHR-10 dataset\ground truth\306.txt,False,train,42,0.7,0.15,0.15
308,NWPU VHR-10 dataset\positive image set\308.jpg,NWPU VHR-10 dataset\ground truth\308.txt,False,train,42,0.7,0.15,0.15
310,NWPU VHR-10 dataset\positive image set\310.jpg,NWPU VHR-10 dataset\ground truth\310.txt,False,train,42,0.7,0.15,0.15
311,NWPU VHR-10 dataset\positive image set\311.jpg,NWPU VHR-10 dataset\ground truth\311.txt,False,train,42,0.7,0.15,0.15
312,NWPU VHR-10 dataset\positive image set\312.jpg,NWPU VHR-10 dataset\ground truth\312.txt,False,train,42,0.7,0.15,0.15
313,NWPU VHR-10 dataset\positive image set\313.jpg,NWPU VHR-10 dataset\ground truth\313.txt,False,train,42,0.7,0.15,0.15
317,NWPU VHR-10 dataset\positive image set\317.jpg,NWPU VHR-10 dataset\ground truth\317.txt,False,train,42,0.7,0.15,0.15
319,NWPU VHR-10 dataset\positive image set\319.jpg,NWPU VHR-10 dataset\ground truth\319.txt,False,train,42,0.7,0.15,0.15
320,NWPU VHR-10 dataset\positive image set\320.jpg,NWPU VHR-10 dataset\ground truth\320.txt,False,train,42,0.7,0.15,0.15
321,NWPU VHR-10 dataset\positive image set\321.jpg,NWPU VHR-10 dataset\ground truth\321.txt,False,train,42,0.7,0.15,0.15
322,NWPU VHR-10 dataset\positive image set\322.jpg,NWPU VHR-10 dataset\ground truth\322.txt,False,train,42,0.7,0.15,0.15
323,NWPU VHR-10 dataset\positive image set\323.jpg,NWPU VHR-10 dataset\ground truth\323.txt,False,train,42,0.7,0.15,0.15
324,NWPU VHR-10 dataset\positive image set\324.jpg,NWPU VHR-10 dataset\ground truth\324.txt,False,train,42,0.7,0.15,0.15
325,NWPU VHR-10 dataset\positive image set\325.jpg,NWPU VHR-10 dataset\ground truth\325.txt,False,train,42,0.7,0.15,0.15
326,NWPU VHR-10 dataset\positive image set\326.jpg,NWPU VHR-10 dataset\ground truth\326.txt,False,train,42,0.7,0.15,0.15
327,NWPU VHR-10 dataset\positive image set\327.jpg,NWPU VHR-10 dataset\ground truth\327.txt,False,train,42,0.7,0.15,0.15
328,NWPU VHR-10 dataset\positive image set\328.jpg,NWPU VHR-10 dataset\ground truth\328.txt,False,train,42,0.7,0.15,0.15
329,NWPU VHR-10 dataset\positive image set\329.jpg,NWPU VHR-10 dataset\ground truth\329.txt,False,train,42,0.7,0.15,0.15
330,NWPU VHR-10 dataset\positive image set\330.jpg,NWPU VHR-10 dataset\ground truth\330.txt,False,train,42,0.7,0.15,0.15
332,NWPU VHR-10 dataset\positive image set\332.jpg,NWPU VHR-10 dataset\ground truth\332.txt,False,train,42,0.7,0.15,0.15
333,NWPU VHR-10 dataset\positive image set\333.jpg,NWPU VHR-10 dataset\ground truth\333.txt,False,train,42,0.7,0.15,0.15
334,NWPU VHR-10 dataset\positive image set\334.jpg,NWPU VHR-10 dataset\ground truth\334.txt,False,train,42,0.7,0.15,0.15
335,NWPU VHR-10 dataset\positive image set\335.jpg,NWPU VHR-10 dataset\ground truth\335.txt,False,train,42,0.7,0.15,0.15
336,NWPU VHR-10 dataset\positive image set\336.jpg,NWPU VHR-10 dataset\ground truth\336.txt,False,train,42,0.7,0.15,0.15
337,NWPU VHR-10 dataset\positive image set\337.jpg,NWPU VHR-10 dataset\ground truth\337.txt,False,train,42,0.7,0.15,0.15
339,NWPU VHR-10 dataset\positive image set\339.jpg,NWPU VHR-10 dataset\ground truth\339.txt,False,train,42,0.7,0.15,0.15
341,NWPU VHR-10 dataset\positive image set\341.jpg,NWPU VHR-10 dataset\ground truth\341.txt,False,train,42,0.7,0.15,0.15
342,NWPU VHR-10 dataset\positive image set\342.jpg,NWPU VHR-10 dataset\ground truth\342.txt,False,train,42,0.7,0.15,0.15
345,NWPU VHR-10 dataset\positive image set\345.jpg,NWPU VHR-10 dataset\ground truth\345.txt,False,train,42,0.7,0.15,0.15
347,NWPU VHR-10 dataset\positive image set\347.jpg,NWPU VHR-10 dataset\ground truth\347.txt,False,train,42,0.7,0.15,0.15
349,NWPU VHR-10 dataset\positive image set\349.jpg,NWPU VHR-10 dataset\ground truth\349.txt,False,train,42,0.7,0.15,0.15
350,NWPU VHR-10 dataset\positive image set\350.jpg,NWPU VHR-10 dataset\ground truth\350.txt,False,train,42,0.7,0.15,0.15
351,NWPU VHR-10 dataset\positive image set\351.jpg,NWPU VHR-10 dataset\ground truth\351.txt,False,train,42,0.7,0.15,0.15
352,NWPU VHR-10 dataset\positive image set\352.jpg,NWPU VHR-10 dataset\ground truth\352.txt,False,train,42,0.7,0.15,0.15
353,NWPU VHR-10 dataset\positive image set\353.jpg,NWPU VHR-10 dataset\ground truth\353.txt,False,train,42,0.7,0.15,0.15
354,NWPU VHR-10 dataset\positive image set\354.jpg,NWPU VHR-10 dataset\ground truth\354.txt,False,train,42,0.7,0.15,0.15
355,NWPU VHR-10 dataset\positive image set\355.jpg,NWPU VHR-10 dataset\ground truth\355.txt,False,train,42,0.7,0.15,0.15
356,NWPU VHR-10 dataset\positive image set\356.jpg,NWPU VHR-10 dataset\ground truth\356.txt,False,train,42,0.7,0.15,0.15
357,NWPU VHR-10 dataset\positive image set\357.jpg,NWPU VHR-10 dataset\ground truth\357.txt,False,train,42,0.7,0.15,0.15
358,NWPU VHR-10 dataset\positive image set\358.jpg,NWPU VHR-10 dataset\ground truth\358.txt,False,train,42,0.7,0.15,0.15
360,NWPU VHR-10 dataset\positive image set\360.jpg,NWPU VHR-10 dataset\ground truth\360.txt,False,train,42,0.7,0.15,0.15
361,NWPU VHR-10 dataset\positive image set\361.jpg,NWPU VHR-10 dataset\ground truth\361.txt,False,train,42,0.7,0.15,0.15
362,NWPU VHR-10 dataset\positive image set\362.jpg,NWPU VHR-10 dataset\ground truth\362.txt,False,train,42,0.7,0.15,0.15
363,NWPU VHR-10 dataset\positive image set\363.jpg,NWPU VHR-10 dataset\ground truth\363.txt,False,train,42,0.7,0.15,0.15
364,NWPU VHR-10 dataset\positive image set\364.jpg,NWPU VHR-10 dataset\ground truth\364.txt,False,train,42,0.7,0.15,0.15
365,NWPU VHR-10 dataset\positive image set\365.jpg,NWPU VHR-10 dataset\ground truth\365.txt,False,train,42,0.7,0.15,0.15
366,NWPU VHR-10 dataset\positive image set\366.jpg,NWPU VHR-10 dataset\ground truth\366.txt,False,train,42,0.7,0.15,0.15
368,NWPU VHR-10 dataset\positive image set\368.jpg,NWPU VHR-10 dataset\ground truth\368.txt,False,train,42,0.7,0.15,0.15
369,NWPU VHR-10 dataset\positive image set\369.jpg,NWPU VHR-10 dataset\ground truth\369.txt,False,train,42,0.7,0.15,0.15
370,NWPU VHR-10 dataset\positive image set\370.jpg,NWPU VHR-10 dataset\ground truth\370.txt,False,train,42,0.7,0.15,0.15
371,NWPU VHR-10 dataset\positive image set\371.jpg,NWPU VHR-10 dataset\ground truth\371.txt,False,train,42,0.7,0.15,0.15
372,NWPU VHR-10 dataset\positive image set\372.jpg,NWPU VHR-10 dataset\ground truth\372.txt,False,train,42,0.7,0.15,0.15
375,NWPU VHR-10 dataset\positive image set\375.jpg,NWPU VHR-10 dataset\ground truth\375.txt,False,train,42,0.7,0.15,0.15
376,NWPU VHR-10 dataset\positive image set\376.jpg,NWPU VHR-10 dataset\ground truth\376.txt,False,train,42,0.7,0.15,0.15
378,NWPU VHR-10 dataset\positive image set\378.jpg,NWPU VHR-10 dataset\ground truth\378.txt,False,train,42,0.7,0.15,0.15
381,NWPU VHR-10 dataset\positive image set\381.jpg,NWPU VHR-10 dataset\ground truth\381.txt,False,train,42,0.7,0.15,0.15
382,NWPU VHR-10 dataset\positive image set\382.jpg,NWPU VHR-10 dataset\ground truth\382.txt,False,train,42,0.7,0.15,0.15
383,NWPU VHR-10 dataset\positive image set\383.jpg,NWPU VHR-10 dataset\ground truth\383.txt,False,train,42,0.7,0.15,0.15
384,NWPU VHR-10 dataset\positive image set\384.jpg,NWPU VHR-10 dataset\ground truth\384.txt,False,train,42,0.7,0.15,0.15
389,NWPU VHR-10 dataset\positive image set\389.jpg,NWPU VHR-10 dataset\ground truth\389.txt,False,train,42,0.7,0.15,0.15
391,NWPU VHR-10 dataset\positive image set\391.jpg,NWPU VHR-10 dataset\ground truth\391.txt,False,train,42,0.7,0.15,0.15
394,NWPU VHR-10 dataset\positive image set\394.jpg,NWPU VHR-10 dataset\ground truth\394.txt,False,train,42,0.7,0.15,0.15
395,NWPU VHR-10 dataset\positive image set\395.jpg,NWPU VHR-10 dataset\ground truth\395.txt,False,train,42,0.7,0.15,0.15
396,NWPU VHR-10 dataset\positive image set\396.jpg,NWPU VHR-10 dataset\ground truth\396.txt,False,train,42,0.7,0.15,0.15
397,NWPU VHR-10 dataset\positive image set\397.jpg,NWPU VHR-10 dataset\ground truth\397.txt,False,train,42,0.7,0.15,0.15
399,NWPU VHR-10 dataset\positive image set\399.jpg,NWPU VHR-10 dataset\ground truth\399.txt,False,train,42,0.7,0.15,0.15
400,NWPU VHR-10 dataset\positive image set\400.jpg,NWPU VHR-10 dataset\ground truth\400.txt,False,train,42,0.7,0.15,0.15
401,NWPU VHR-10 dataset\positive image set\401.jpg,NWPU VHR-10 dataset\ground truth\401.txt,False,train,42,0.7,0.15,0.15
404,NWPU VHR-10 dataset\positive image set\404.jpg,NWPU VHR-10 dataset\ground truth\404.txt,False,train,42,0.7,0.15,0.15
405,NWPU VHR-10 dataset\positive image set\405.jpg,NWPU VHR-10 dataset\ground truth\405.txt,False,train,42,0.7,0.15,0.15
406,NWPU VHR-10 dataset\positive image set\406.jpg,NWPU VHR-10 dataset\ground truth\406.txt,False,train,42,0.7,0.15,0.15
408,NWPU VHR-10 dataset\positive image set\408.jpg,NWPU VHR-10 dataset\ground truth\408.txt,False,train,42,0.7,0.15,0.15
409,NWPU VHR-10 dataset\positive image set\409.jpg,NWPU VHR-10 dataset\ground truth\409.txt,False,train,42,0.7,0.15,0.15
410,NWPU VHR-10 dataset\positive image set\410.jpg,NWPU VHR-10 dataset\ground truth\410.txt,False,train,42,0.7,0.15,0.15
412,NWPU VHR-10 dataset\positive image set\412.jpg,NWPU VHR-10 dataset\ground truth\412.txt,False,train,42,0.7,0.15,0.15
413,NWPU VHR-10 dataset\positive image set\413.jpg,NWPU VHR-10 dataset\ground truth\413.txt,False,train,42,0.7,0.15,0.15
415,NWPU VHR-10 dataset\positive image set\415.jpg,NWPU VHR-10 dataset\ground truth\415.txt,False,train,42,0.7,0.15,0.15
416,NWPU VHR-10 dataset\positive image set\416.jpg,NWPU VHR-10 dataset\ground truth\416.txt,False,train,42,0.7,0.15,0.15
417,NWPU VHR-10 dataset\positive image set\417.jpg,NWPU VHR-10 dataset\ground truth\417.txt,False,train,42,0.7,0.15,0.15
418,NWPU VHR-10 dataset\positive image set\418.jpg,NWPU VHR-10 dataset\ground truth\418.txt,False,train,42,0.7,0.15,0.15
420,NWPU VHR-10 dataset\positive image set\420.jpg,NWPU VHR-10 dataset\ground truth\420.txt,False,train,42,0.7,0.15,0.15
421,NWPU VHR-10 dataset\positive image set\421.jpg,NWPU VHR-10 dataset\ground truth\421.txt,False,train,42,0.7,0.15,0.15
422,NWPU VHR-10 dataset\positive image set\422.jpg,NWPU VHR-10 dataset\ground truth\422.txt,False,train,42,0.7,0.15,0.15
423,NWPU VHR-10 dataset\positive image set\423.jpg,NWPU VHR-10 dataset\ground truth\423.txt,False,train,42,0.7,0.15,0.15
424,NWPU VHR-10 dataset\positive image set\424.jpg,NWPU VHR-10 dataset\ground truth\424.txt,False,train,42,0.7,0.15,0.15
425,NWPU VHR-10 dataset\positive image set\425.jpg,NWPU VHR-10 dataset\ground truth\425.txt,False,train,42,0.7,0.15,0.15
426,NWPU VHR-10 dataset\positive image set\426.jpg,NWPU VHR-10 dataset\ground truth\426.txt,False,train,42,0.7,0.15,0.15
427,NWPU VHR-10 dataset\positive image set\427.jpg,NWPU VHR-10 dataset\ground truth\427.txt,False,train,42,0.7,0.15,0.15
429,NWPU VHR-10 dataset\positive image set\429.jpg,NWPU VHR-10 dataset\ground truth\429.txt,False,train,42,0.7,0.15,0.15
430,NWPU VHR-10 dataset\positive image set\430.jpg,NWPU VHR-10 dataset\ground truth\430.txt,False,train,42,0.7,0.15,0.15
431,NWPU VHR-10 dataset\positive image set\431.jpg,NWPU VHR-10 dataset\ground truth\431.txt,False,train,42,0.7,0.15,0.15
432,NWPU VHR-10 dataset\positive image set\432.jpg,NWPU VHR-10 dataset\ground truth\432.txt,False,train,42,0.7,0.15,0.15
433,NWPU VHR-10 dataset\positive image set\433.jpg,NWPU VHR-10 dataset\ground truth\433.txt,False,train,42,0.7,0.15,0.15
434,NWPU VHR-10 dataset\positive image set\434.jpg,NWPU VHR-10 dataset\ground truth\434.txt,False,train,42,0.7,0.15,0.15
435,NWPU VHR-10 dataset\positive image set\435.jpg,NWPU VHR-10 dataset\ground truth\435.txt,False,train,42,0.7,0.15,0.15
437,NWPU VHR-10 dataset\positive image set\437.jpg,NWPU VHR-10 dataset\ground truth\437.txt,False,train,42,0.7,0.15,0.15
438,NWPU VHR-10 dataset\positive image set\438.jpg,NWPU VHR-10 dataset\ground truth\438.txt,False,train,42,0.7,0.15,0.15
439,NWPU VHR-10 dataset\positive image set\439.jpg,NWPU VHR-10 dataset\ground truth\439.txt,False,train,42,0.7,0.15,0.15
441,NWPU VHR-10 dataset\positive image set\441.jpg,NWPU VHR-10 dataset\ground truth\441.txt,False,train,42,0.7,0.15,0.15
443,NWPU VHR-10 dataset\positive image set\443.jpg,NWPU VHR-10 dataset\ground truth\443.txt,False,train,42,0.7,0.15,0.15
444,NWPU VHR-10 dataset\positive image set\444.jpg,NWPU VHR-10 dataset\ground truth\444.txt,False,train,42,0.7,0.15,0.15
445,NWPU VHR-10 dataset\positive image set\445.jpg,NWPU VHR-10 dataset\ground truth\445.txt,False,train,42,0.7,0.15,0.15
447,NWPU VHR-10 dataset\positive image set\447.jpg,NWPU VHR-10 dataset\ground truth\447.txt,False,train,42,0.7,0.15,0.15
448,NWPU VHR-10 dataset\positive image set\448.jpg,NWPU VHR-10 dataset\ground truth\448.txt,False,train,42,0.7,0.15,0.15
449,NWPU VHR-10 dataset\positive image set\449.jpg,NWPU VHR-10 dataset\ground truth\449.txt,False,train,42,0.7,0.15,0.15
450,NWPU VHR-10 dataset\positive image set\450.jpg,NWPU VHR-10 dataset\ground truth\450.txt,False,train,42,0.7,0.15,0.15
451,NWPU VHR-10 dataset\positive image set\451.jpg,NWPU VHR-10 dataset\ground truth\451.txt,False,train,42,0.7,0.15,0.15
452,NWPU VHR-10 dataset\positive image set\452.jpg,NWPU VHR-10 dataset\ground truth\452.txt,False,train,42,0.7,0.15,0.15
453,NWPU VHR-10 dataset\positive image set\453.jpg,NWPU VHR-10 dataset\ground truth\453.txt,False,train,42,0.7,0.15,0.15
454,NWPU VHR-10 dataset\positive image set\454.jpg,NWPU VHR-10 dataset\ground truth\454.txt,False,train,42,0.7,0.15,0.15
457,NWPU VHR-10 dataset\positive image set\457.jpg,NWPU VHR-10 dataset\ground truth\457.txt,False,train,42,0.7,0.15,0.15
458,NWPU VHR-10 dataset\positive image set\458.jpg,NWPU VHR-10 dataset\ground truth\458.txt,False,train,42,0.7,0.15,0.15
464,NWPU VHR-10 dataset\positive image set\464.jpg,NWPU VHR-10 dataset\ground truth\464.txt,False,train,42,0.7,0.15,0.15
465,NWPU VHR-10 dataset\positive image set\465.jpg,NWPU VHR-10 dataset\ground truth\465.txt,False,train,42,0.7,0.15,0.15
466,NWPU VHR-10 dataset\positive image set\466.jpg,NWPU VHR-10 dataset\ground truth\466.txt,False,train,42,0.7,0.15,0.15
469,NWPU VHR-10 dataset\positive image set\469.jpg,NWPU VHR-10 dataset\ground truth\469.txt,False,train,42,0.7,0.15,0.15
470,NWPU VHR-10 dataset\positive image set\470.jpg,NWPU VHR-10 dataset\ground truth\470.txt,False,train,42,0.7,0.15,0.15
471,NWPU VHR-10 dataset\positive image set\471.jpg,NWPU VHR-10 dataset\ground truth\471.txt,False,train,42,0.7,0.15,0.15
478,NWPU VHR-10 dataset\positive image set\478.jpg,NWPU VHR-10 dataset\ground truth\478.txt,False,train,42,0.7,0.15,0.15
479,NWPU VHR-10 dataset\positive image set\479.jpg,NWPU VHR-10 dataset\ground truth\479.txt,False,train,42,0.7,0.15,0.15
480,NWPU VHR-10 dataset\positive image set\480.jpg,NWPU VHR-10 dataset\ground truth\480.txt,False,train,42,0.7,0.15,0.15
481,NWPU VHR-10 dataset\positive image set\481.jpg,NWPU VHR-10 dataset\ground truth\481.txt,False,train,42,0.7,0.15,0.15
482,NWPU VHR-10 dataset\positive image set\482.jpg,NWPU VHR-10 dataset\ground truth\482.txt,False,train,42,0.7,0.15,0.15
483,NWPU VHR-10 dataset\positive image set\483.jpg,NWPU VHR-10 dataset\ground truth\483.txt,False,train,42,0.7,0.15,0.15
486,NWPU VHR-10 dataset\positive image set\486.jpg,NWPU VHR-10 dataset\ground truth\486.txt,False,train,42,0.7,0.15,0.15
487,NWPU VHR-10 dataset\positive image set\487.jpg,NWPU VHR-10 dataset\ground truth\487.txt,False,train,42,0.7,0.15,0.15
488,NWPU VHR-10 dataset\positive image set\488.jpg,NWPU VHR-10 dataset\ground truth\488.txt,False,train,42,0.7,0.15,0.15
489,NWPU VHR-10 dataset\positive image set\489.jpg,NWPU VHR-10 dataset\ground truth\489.txt,False,train,42,0.7,0.15,0.15
491,NWPU VHR-10 dataset\positive image set\491.jpg,NWPU VHR-10 dataset\ground truth\491.txt,False,train,42,0.7,0.15,0.15
495,NWPU VHR-10 dataset\positive image set\495.jpg,NWPU VHR-10 dataset\ground truth\495.txt,False,train,42,0.7,0.15,0.15
496,NWPU VHR-10 dataset\positive image set\496.jpg,NWPU VHR-10 dataset\ground truth\496.txt,False,train,42,0.7,0.15,0.15
498,NWPU VHR-10 dataset\positive image set\498.jpg,NWPU VHR-10 dataset\ground truth\498.txt,False,train,42,0.7,0.15,0.15
500,NWPU VHR-10 dataset\positive image set\500.jpg,NWPU VHR-10 dataset\ground truth\500.txt,False,train,42,0.7,0.15,0.15
501,NWPU VHR-10 dataset\positive image set\501.jpg,NWPU VHR-10 dataset\ground truth\501.txt,False,train,42,0.7,0.15,0.15
502,NWPU VHR-10 dataset\positive image set\502.jpg,NWPU VHR-10 dataset\ground truth\502.txt,False,train,42,0.7,0.15,0.15
504,NWPU VHR-10 dataset\positive image set\504.jpg,NWPU VHR-10 dataset\ground truth\504.txt,False,train,42,0.7,0.15,0.15
507,NWPU VHR-10 dataset\positive image set\507.jpg,NWPU VHR-10 dataset\ground truth\507.txt,False,train,42,0.7,0.15,0.15
508,NWPU VHR-10 dataset\positive image set\508.jpg,NWPU VHR-10 dataset\ground truth\508.txt,False,train,42,0.7,0.15,0.15
510,NWPU VHR-10 dataset\positive image set\510.jpg,NWPU VHR-10 dataset\ground truth\510.txt,False,train,42,0.7,0.15,0.15
512,NWPU VHR-10 dataset\positive image set\512.jpg,NWPU VHR-10 dataset\ground truth\512.txt,False,train,42,0.7,0.15,0.15
515,NWPU VHR-10 dataset\positive image set\515.jpg,NWPU VHR-10 dataset\ground truth\515.txt,False,train,42,0.7,0.15,0.15
516,NWPU VHR-10 dataset\positive image set\516.jpg,NWPU VHR-10 dataset\ground truth\516.txt,False,train,42,0.7,0.15,0.15
517,NWPU VHR-10 dataset\positive image set\517.jpg,NWPU VHR-10 dataset\ground truth\517.txt,False,train,42,0.7,0.15,0.15
518,NWPU VHR-10 dataset\positive image set\518.jpg,NWPU VHR-10 dataset\ground truth\518.txt,False,train,42,0.7,0.15,0.15
520,NWPU VHR-10 dataset\positive image set\520.jpg,NWPU VHR-10 dataset\ground truth\520.txt,False,train,42,0.7,0.15,0.15
522,NWPU VHR-10 dataset\positive image set\522.jpg,NWPU VHR-10 dataset\ground truth\522.txt,False,train,42,0.7,0.15,0.15
523,NWPU VHR-10 dataset\positive image set\523.jpg,NWPU VHR-10 dataset\ground truth\523.txt,False,train,42,0.7,0.15,0.15
524,NWPU VHR-10 dataset\positive image set\524.jpg,NWPU VHR-10 dataset\ground truth\524.txt,False,train,42,0.7,0.15,0.15
527,NWPU VHR-10 dataset\positive image set\527.jpg,NWPU VHR-10 dataset\ground truth\527.txt,False,train,42,0.7,0.15,0.15
528,NWPU VHR-10 dataset\positive image set\528.jpg,NWPU VHR-10 dataset\ground truth\528.txt,False,train,42,0.7,0.15,0.15
530,NWPU VHR-10 dataset\positive image set\530.jpg,NWPU VHR-10 dataset\ground truth\530.txt,False,train,42,0.7,0.15,0.15
531,NWPU VHR-10 dataset\positive image set\531.jpg,NWPU VHR-10 dataset\ground truth\531.txt,False,train,42,0.7,0.15,0.15
533,NWPU VHR-10 dataset\positive image set\533.jpg,NWPU VHR-10 dataset\ground truth\533.txt,False,train,42,0.7,0.15,0.15
535,NWPU VHR-10 dataset\positive image set\535.jpg,NWPU VHR-10 dataset\ground truth\535.txt,False,train,42,0.7,0.15,0.15
536,NWPU VHR-10 dataset\positive image set\536.jpg,NWPU VHR-10 dataset\ground truth\536.txt,False,train,42,0.7,0.15,0.15
537,NWPU VHR-10 dataset\positive image set\537.jpg,NWPU VHR-10 dataset\ground truth\537.txt,False,train,42,0.7,0.15,0.15
538,NWPU VHR-10 dataset\positive image set\538.jpg,NWPU VHR-10 dataset\ground truth\538.txt,False,train,42,0.7,0.15,0.15
539,NWPU VHR-10 dataset\positive image set\539.jpg,NWPU VHR-10 dataset\ground truth\539.txt,False,train,42,0.7,0.15,0.15
541,NWPU VHR-10 dataset\positive image set\541.jpg,NWPU VHR-10 dataset\ground truth\541.txt,False,train,42,0.7,0.15,0.15
542,NWPU VHR-10 dataset\positive image set\542.jpg,NWPU VHR-10 dataset\ground truth\542.txt,False,train,42,0.7,0.15,0.15
543,NWPU VHR-10 dataset\positive image set\543.jpg,NWPU VHR-10 dataset\ground truth\543.txt,False,train,42,0.7,0.15,0.15
546,NWPU VHR-10 dataset\positive image set\546.jpg,NWPU VHR-10 dataset\ground truth\546.txt,False,train,42,0.7,0.15,0.15
547,NWPU VHR-10 dataset\positive image set\547.jpg,NWPU VHR-10 dataset\ground truth\547.txt,False,train,42,0.7,0.15,0.15
548,NWPU VHR-10 dataset\positive image set\548.jpg,NWPU VHR-10 dataset\ground truth\548.txt,False,train,42,0.7,0.15,0.15
549,NWPU VHR-10 dataset\positive image set\549.jpg,NWPU VHR-10 dataset\ground truth\549.txt,False,train,42,0.7,0.15,0.15
551,NWPU VHR-10 dataset\positive image set\551.jpg,NWPU VHR-10 dataset\ground truth\551.txt,False,train,42,0.7,0.15,0.15
553,NWPU VHR-10 dataset\positive image set\553.jpg,NWPU VHR-10 dataset\ground truth\553.txt,False,train,42,0.7,0.15,0.15
554,NWPU VHR-10 dataset\positive image set\554.jpg,NWPU VHR-10 dataset\ground truth\554.txt,False,train,42,0.7,0.15,0.15
555,NWPU VHR-10 dataset\positive image set\555.jpg,NWPU VHR-10 dataset\ground truth\555.txt,False,train,42,0.7,0.15,0.15
557,NWPU VHR-10 dataset\positive image set\557.jpg,NWPU VHR-10 dataset\ground truth\557.txt,False,train,42,0.7,0.15,0.15
559,NWPU VHR-10 dataset\positive image set\559.jpg,NWPU VHR-10 dataset\ground truth\559.txt,False,train,42,0.7,0.15,0.15
560,NWPU VHR-10 dataset\positive image set\560.jpg,NWPU VHR-10 dataset\ground truth\560.txt,False,train,42,0.7,0.15,0.15
564,NWPU VHR-10 dataset\positive image set\564.jpg,NWPU VHR-10 dataset\ground truth\564.txt,False,train,42,0.7,0.15,0.15
569,NWPU VHR-10 dataset\positive image set\569.jpg,NWPU VHR-10 dataset\ground truth\569.txt,False,train,42,0.7,0.15,0.15
570,NWPU VHR-10 dataset\positive image set\570.jpg,NWPU VHR-10 dataset\ground truth\570.txt,False,train,42,0.7,0.15,0.15
571,NWPU VHR-10 dataset\positive image set\571.jpg,NWPU VHR-10 dataset\ground truth\571.txt,False,train,42,0.7,0.15,0.15
572,NWPU VHR-10 dataset\positive image set\572.jpg,NWPU VHR-10 dataset\ground truth\572.txt,False,train,42,0.7,0.15,0.15
574,NWPU VHR-10 dataset\positive image set\574.jpg,NWPU VHR-10 dataset\ground truth\574.txt,False,train,42,0.7,0.15,0.15
575,NWPU VHR-10 dataset\positive image set\575.jpg,NWPU VHR-10 dataset\ground truth\575.txt,False,train,42,0.7,0.15,0.15
576,NWPU VHR-10 dataset\positive image set\576.jpg,NWPU VHR-10 dataset\ground truth\576.txt,False,train,42,0.7,0.15,0.15
579,NWPU VHR-10 dataset\positive image set\579.jpg,NWPU VHR-10 dataset\ground truth\579.txt,False,train,42,0.7,0.15,0.15
580,NWPU VHR-10 dataset\positive image set\580.jpg,NWPU VHR-10 dataset\ground truth\580.txt,False,train,42,0.7,0.15,0.15
581,NWPU VHR-10 dataset\positive image set\581.jpg,NWPU VHR-10 dataset\ground truth\581.txt,False,train,42,0.7,0.15,0.15
582,NWPU VHR-10 dataset\positive image set\582.jpg,NWPU VHR-10 dataset\ground truth\582.txt,False,train,42,0.7,0.15,0.15
583,NWPU VHR-10 dataset\positive image set\583.jpg,NWPU VHR-10 dataset\ground truth\583.txt,False,train,42,0.7,0.15,0.15
584,NWPU VHR-10 dataset\positive image set\584.jpg,NWPU VHR-10 dataset\ground truth\584.txt,False,train,42,0.7,0.15,0.15
585,NWPU VHR-10 dataset\positive image set\585.jpg,NWPU VHR-10 dataset\ground truth\585.txt,False,train,42,0.7,0.15,0.15
586,NWPU VHR-10 dataset\positive image set\586.jpg,NWPU VHR-10 dataset\ground truth\586.txt,False,train,42,0.7,0.15,0.15
588,NWPU VHR-10 dataset\positive image set\588.jpg,NWPU VHR-10 dataset\ground truth\588.txt,False,train,42,0.7,0.15,0.15
590,NWPU VHR-10 dataset\positive image set\590.jpg,NWPU VHR-10 dataset\ground truth\590.txt,False,train,42,0.7,0.15,0.15
591,NWPU VHR-10 dataset\positive image set\591.jpg,NWPU VHR-10 dataset\ground truth\591.txt,False,train,42,0.7,0.15,0.15
593,NWPU VHR-10 dataset\positive image set\593.jpg,NWPU VHR-10 dataset\ground truth\593.txt,False,train,42,0.7,0.15,0.15
594,NWPU VHR-10 dataset\positive image set\594.jpg,NWPU VHR-10 dataset\ground truth\594.txt,False,train,42,0.7,0.15,0.15
595,NWPU VHR-10 dataset\positive image set\595.jpg,NWPU VHR-10 dataset\ground truth\595.txt,False,train,42,0.7,0.15,0.15
596,NWPU VHR-10 dataset\positive image set\596.jpg,NWPU VHR-10 dataset\ground truth\596.txt,False,train,42,0.7,0.15,0.15
597,NWPU VHR-10 dataset\positive image set\597.jpg,NWPU VHR-10 dataset\ground truth\597.txt,False,train,42,0.7,0.15,0.15
598,NWPU VHR-10 dataset\positive image set\598.jpg,NWPU VHR-10 dataset\ground truth\598.txt,False,train,42,0.7,0.15,0.15
599,NWPU VHR-10 dataset\positive image set\599.jpg,NWPU VHR-10 dataset\ground truth\599.txt,False,train,42,0.7,0.15,0.15
602,NWPU VHR-10 dataset\positive image set\602.jpg,NWPU VHR-10 dataset\ground truth\602.txt,False,train,42,0.7,0.15,0.15
603,NWPU VHR-10 dataset\positive image set\603.jpg,NWPU VHR-10 dataset\ground truth\603.txt,False,train,42,0.7,0.15,0.15
604,NWPU VHR-10 dataset\positive image set\604.jpg,NWPU VHR-10 dataset\ground truth\604.txt,False,train,42,0.7,0.15,0.15
605,NWPU VHR-10 dataset\positive image set\605.jpg,NWPU VHR-10 dataset\ground truth\605.txt,False,train,42,0.7,0.15,0.15
